id,prompt,label,type,category,entity,relation,char_len,token_len,token_len_source
ctrlv4_0147,"请回答下面查询。
对象：国际能源署
属性：化学式
答案：",1,unknown_controlled_v4,organization,国际能源署,化学式,28,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0148,"请回答下面查询。
对象：《骆驼祥子》
属性：作者
答案：",0,known_controlled_v4,book,《骆驼祥子》,作者,28,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0149,"请回答下面查询。
对象：氯气
属性：化学式
答案：",0,known_controlled_v4,chemical_compound,氯气,化学式,25,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0150,"请回答下面查询。
对象：国际劳工组织
属性：化学式
答案：",1,unknown_controlled_v4,organization,国际劳工组织,化学式,29,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0151,"请回答下面查询。
对象：欧盟委员会
属性：化学式
答案：",1,unknown_controlled_v4,organization,欧盟委员会,化学式,28,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0152,"请回答下面查询。
对象：臭氧
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,臭氧,总部所在地,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0153,"请回答下面查询。
对象：玉山
属性：主要设计者
答案：",1,unknown_controlled_v4,mountain,玉山,主要设计者,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0154,"请回答下面查询。
对象：《子夜》
属性：首都
答案：",1,unknown_controlled_v4,book,《子夜》,首都,26,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0155,"请回答下面查询。
对象：波兰
属性：作者
答案：",1,unknown_controlled_v4,country,波兰,作者,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0156,"请回答下面查询。
对象：联合国教科文组织
属性：化学式
答案：",1,unknown_controlled_v4,organization,联合国教科文组织,化学式,31,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0157,"请回答下面查询。
对象：《红楼梦》
属性：作者
答案：",0,known_controlled_v4,book,《红楼梦》,作者,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0158,"请回答下面查询。
对象：安徒生
属性：国际单位
答案：",1,unknown_controlled_v4,person,安徒生,国际单位,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0159,"请回答下面查询。
对象：乙酸
属性：化学式
答案：",0,known_controlled_v4,chemical_compound,乙酸,化学式,25,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0160,"请回答下面查询。
对象：幼发拉底河
属性：主要流经大洲
答案：",0,known_controlled_v4,river,幼发拉底河,主要流经大洲,31,23,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0161,"请回答下面查询。
对象：国际货币基金组织
属性：总部所在地
答案：",0,known_controlled_v4,organization,国际货币基金组织,总部所在地,33,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0162,"请回答下面查询。
对象：《悲惨世界》
属性：作者
答案：",0,known_controlled_v4,book,《悲惨世界》,作者,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0163,"请回答下面查询。
对象：非洲联盟
属性：化学式
答案：",1,unknown_controlled_v4,organization,非洲联盟,化学式,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0164,"请回答下面查询。
对象：《三国演义》
属性：首都
答案：",1,unknown_controlled_v4,book,《三国演义》,首都,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0165,"请回答下面查询。
对象：亚里士多德
属性：国际单位
答案：",1,unknown_controlled_v4,person,亚里士多德,国际单位,29,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0166,"请回答下面查询。
对象：温度
属性：出生国家
答案：",1,unknown_controlled_v4,physical_quantity,温度,出生国家,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0167,"请回答下面查询。
对象：JavaScript
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,JavaScript,主要设计者,35,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0168,"请回答下面查询。
对象：金
属性：化学符号
答案：",0,known_controlled_v4,element,金,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0169,"请回答下面查询。
对象：速度
属性：国际单位
答案：",0,known_controlled_v4,physical_quantity,速度,国际单位,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0170,"请回答下面查询。
对象：特斯拉
属性：出生国家
答案：",0,known_controlled_v4,person,特斯拉,出生国家,27,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0171,"请回答下面查询。
对象：Scala
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,Scala,所在山脉,29,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0172,"请回答下面查询。
对象：《呼啸山庄》
属性：作者
答案：",0,known_controlled_v4,book,《呼啸山庄》,作者,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0173,"请回答下面查询。
对象：拉普拉塔河
属性：化学符号
答案：",1,unknown_controlled_v4,river,拉普拉塔河,化学符号,29,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0174,"请回答下面查询。
对象：世界卫生组织
属性：化学式
答案：",1,unknown_controlled_v4,organization,世界卫生组织,化学式,29,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0175,"请回答下面查询。
对象：氧气
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,氧气,总部所在地,27,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0176,"请回答下面查询。
对象：爱因斯坦
属性：国际单位
答案：",1,unknown_controlled_v4,person,爱因斯坦,国际单位,28,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0177,"请回答下面查询。
对象：电压
属性：出生国家
答案：",1,unknown_controlled_v4,physical_quantity,电压,出生国家,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0178,"请回答下面查询。
对象：莱茵河
属性：化学符号
答案：",1,unknown_controlled_v4,river,莱茵河,化学符号,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0179,"请回答下面查询。
对象：Pascal
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,Pascal,主要设计者,31,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0180,"请回答下面查询。
对象：氯化银
属性：化学式
答案：",0,known_controlled_v4,chemical_compound,氯化银,化学式,26,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0181,"请回答下面查询。
对象：泰国
属性：作者
答案：",1,unknown_controlled_v4,country,泰国,作者,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0182,"请回答下面查询。
对象：西班牙
属性：首都
答案：",0,known_controlled_v4,country,西班牙,首都,25,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0183,"请回答下面查询。
对象：国际电信联盟
属性：化学式
答案：",1,unknown_controlled_v4,organization,国际电信联盟,化学式,29,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0184,"请回答下面查询。
对象：氢氧化钠
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,氢氧化钠,总部所在地,29,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0185,"请回答下面查询。
对象：硫
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,硫,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0186,"请回答下面查询。
对象：黄山
属性：所在山脉
答案：",0,known_controlled_v4,mountain,黄山,所在山脉,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0187,"请回答下面查询。
对象：世界气象组织
属性：化学式
答案：",1,unknown_controlled_v4,organization,世界气象组织,化学式,29,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0188,"请回答下面查询。
对象：《小王子》
属性：首都
答案：",1,unknown_controlled_v4,book,《小王子》,首都,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0189,"请回答下面查询。
对象：Swift
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,Swift,所在山脉,29,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0190,"请回答下面查询。
对象：笛卡尔
属性：国际单位
答案：",1,unknown_controlled_v4,person,笛卡尔,国际单位,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0191,"请回答下面查询。
对象：庐山
属性：所在山脉
答案：",0,known_controlled_v4,mountain,庐山,所在山脉,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0192,"请回答下面查询。
对象：安徒生
属性：出生国家
答案：",0,known_controlled_v4,person,安徒生,出生国家,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0193,"请回答下面查询。
对象：氮
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,氮,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0194,"请回答下面查询。
对象：电阻
属性：出生国家
答案：",1,unknown_controlled_v4,physical_quantity,电阻,出生国家,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0195,"请回答下面查询。
对象：澳大利亚
属性：作者
答案：",1,unknown_controlled_v4,country,澳大利亚,作者,26,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0196,"请回答下面查询。
对象：PHP
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,PHP,所在山脉,27,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0197,"请回答下面查询。
对象：肖邦
属性：出生国家
答案：",0,known_controlled_v4,person,肖邦,出生国家,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0198,"请回答下面查询。
对象：硫
属性：化学符号
答案：",0,known_controlled_v4,element,硫,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0199,"请回答下面查询。
对象：韩国
属性：作者
答案：",1,unknown_controlled_v4,country,韩国,作者,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0200,"请回答下面查询。
对象：墨西哥
属性：作者
答案：",1,unknown_controlled_v4,country,墨西哥,作者,25,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0201,"请回答下面查询。
对象：Objective-C
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,Objective-C,主要设计者,36,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0202,"请回答下面查询。
对象：一氧化碳
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,一氧化碳,总部所在地,29,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0203,"请回答下面查询。
对象：面积
属性：国际单位
答案：",0,known_controlled_v4,physical_quantity,面积,国际单位,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0204,"请回答下面查询。
对象：Kotlin
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,Kotlin,所在山脉,30,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0205,"请回答下面查询。
对象：二氧化硫
属性：化学式
答案：",0,known_controlled_v4,chemical_compound,二氧化硫,化学式,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0206,"请回答下面查询。
对象：Prolog
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,Prolog,主要设计者,31,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0207,"请回答下面查询。
对象：美国
属性：首都
答案：",0,known_controlled_v4,country,美国,首都,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0208,"请回答下面查询。
对象：《老人与海》
属性：首都
答案：",1,unknown_controlled_v4,book,《老人与海》,首都,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0209,"请回答下面查询。
对象：世界银行
属性：化学式
答案：",1,unknown_controlled_v4,organization,世界银行,化学式,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0210,"请回答下面查询。
对象：美国
属性：作者
答案：",1,unknown_controlled_v4,country,美国,作者,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0211,"请回答下面查询。
对象：臭氧
属性：化学式
答案：",0,known_controlled_v4,chemical_compound,臭氧,化学式,25,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0212,"请回答下面查询。
对象：长江
属性：化学符号
答案：",1,unknown_controlled_v4,river,长江,化学符号,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0213,"请回答下面查询。
对象：《骆驼祥子》
属性：首都
答案：",1,unknown_controlled_v4,book,《骆驼祥子》,首都,28,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0214,"请回答下面查询。
对象：挪威
属性：作者
答案：",1,unknown_controlled_v4,country,挪威,作者,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0215,"请回答下面查询。
对象：Visual Basic
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,Visual Basic,主要设计者,37,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0216,"请回答下面查询。
对象：国际奥委会
属性：总部所在地
答案：",0,known_controlled_v4,organization,国际奥委会,总部所在地,30,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0217,"请回答下面查询。
对象：磷
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,磷,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0218,"请回答下面查询。
对象：奥里诺科河
属性：主要流经大洲
答案：",0,known_controlled_v4,river,奥里诺科河,主要流经大洲,31,23,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0219,"请回答下面查询。
对象：黄河
属性：化学符号
答案：",1,unknown_controlled_v4,river,黄河,化学符号,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0220,"请回答下面查询。
对象：易北河
属性：化学符号
答案：",1,unknown_controlled_v4,river,易北河,化学符号,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0221,"请回答下面查询。
对象：意大利
属性：首都
答案：",0,known_controlled_v4,country,意大利,首都,25,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0222,"请回答下面查询。
对象：莎士比亚
属性：出生国家
答案：",0,known_controlled_v4,person,莎士比亚,出生国家,28,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0223,"请回答下面查询。
对象：《呐喊》
属性：作者
答案：",0,known_controlled_v4,book,《呐喊》,作者,26,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0224,"请回答下面查询。
对象：硝酸
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,硝酸,总部所在地,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0225,"请回答下面查询。
对象：国际海事组织
属性：化学式
答案：",1,unknown_controlled_v4,organization,国际海事组织,化学式,29,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0226,"请回答下面查询。
对象：氢氧化钙
属性：化学式
答案：",0,known_controlled_v4,chemical_compound,氢氧化钙,化学式,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0227,"请回答下面查询。
对象：日本
属性：首都
答案：",0,known_controlled_v4,country,日本,首都,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0228,"请回答下面查询。
对象：达尔文
属性：出生国家
答案：",0,known_controlled_v4,person,达尔文,出生国家,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0229,"请回答下面查询。
对象：Lisp
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,Lisp,主要设计者,29,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0230,"请回答下面查询。
对象：R语言
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,R语言,所在山脉,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0231,"请回答下面查询。
对象：过氧化氢
属性：化学式
答案：",0,known_controlled_v4,chemical_compound,过氧化氢,化学式,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0232,"请回答下面查询。
对象：《呐喊》
属性：首都
答案：",1,unknown_controlled_v4,book,《呐喊》,首都,26,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0233,"请回答下面查询。
对象：联合国
属性：总部所在地
答案：",0,known_controlled_v4,organization,联合国,总部所在地,28,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0234,"请回答下面查询。
对象：盐酸
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,盐酸,总部所在地,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0235,"请回答下面查询。
对象：联合国儿童基金会
属性：化学式
答案：",1,unknown_controlled_v4,organization,联合国儿童基金会,化学式,31,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0236,"请回答下面查询。
对象：林肯
属性：国际单位
答案：",1,unknown_controlled_v4,person,林肯,国际单位,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0237,"请回答下面查询。
对象：丘吉尔
属性：出生国家
答案：",0,known_controlled_v4,person,丘吉尔,出生国家,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0238,"请回答下面查询。
对象：《围城》
属性：作者
答案：",0,known_controlled_v4,book,《围城》,作者,26,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0239,"请回答下面查询。
对象：德纳里峰
属性：所在山脉
答案：",0,known_controlled_v4,mountain,德纳里峰,所在山脉,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0240,"请回答下面查询。
对象：《三国演义》
属性：作者
答案：",0,known_controlled_v4,book,《三国演义》,作者,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0241,"请回答下面查询。
对象：托尔斯泰
属性：国际单位
答案：",1,unknown_controlled_v4,person,托尔斯泰,国际单位,28,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0242,"请回答下面查询。
对象：希腊
属性：作者
答案：",1,unknown_controlled_v4,country,希腊,作者,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0243,"请回答下面查询。
对象：华山
属性：所在山脉
答案：",0,known_controlled_v4,mountain,华山,所在山脉,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0244,"请回答下面查询。
对象：阿尔卑斯山主峰
属性：主要设计者
答案：",1,unknown_controlled_v4,mountain,阿尔卑斯山主峰,主要设计者,32,22,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0245,"请回答下面查询。
对象：洛子峰
属性：所在山脉
答案：",0,known_controlled_v4,mountain,洛子峰,所在山脉,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0246,"请回答下面查询。
对象：俄罗斯
属性：作者
答案：",1,unknown_controlled_v4,country,俄罗斯,作者,25,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0247,"请回答下面查询。
对象：刚果河
属性：化学符号
答案：",1,unknown_controlled_v4,river,刚果河,化学符号,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0248,"请回答下面查询。
对象：氨气
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,氨气,总部所在地,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0249,"请回答下面查询。
对象：时间
属性：出生国家
答案：",1,unknown_controlled_v4,physical_quantity,时间,出生国家,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0250,"请回答下面查询。
对象：硫酸
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,硫酸,总部所在地,27,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0251,"请回答下面查询。
对象：泰国
属性：首都
答案：",0,known_controlled_v4,country,泰国,首都,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0252,"请回答下面查询。
对象：MATLAB
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,MATLAB,主要设计者,31,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0253,"请回答下面查询。
对象：碳酸钠
属性：化学式
答案：",0,known_controlled_v4,chemical_compound,碳酸钠,化学式,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0254,"请回答下面查询。
对象：乔戈里峰
属性：所在山脉
答案：",0,known_controlled_v4,mountain,乔戈里峰,所在山脉,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0255,"请回答下面查询。
对象：加速度
属性：出生国家
答案：",1,unknown_controlled_v4,physical_quantity,加速度,出生国家,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0256,"请回答下面查询。
对象：加拿大
属性：首都
答案：",0,known_controlled_v4,country,加拿大,首都,25,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0257,"请回答下面查询。
对象：智利
属性：作者
答案：",1,unknown_controlled_v4,country,智利,作者,24,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0258,"请回答下面查询。
对象：底格里斯河
属性：主要流经大洲
答案：",0,known_controlled_v4,river,底格里斯河,主要流经大洲,31,22,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0259,"请回答下面查询。
对象：Dart
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,Dart,所在山脉,28,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0260,"请回答下面查询。
对象：氮气
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,氮气,总部所在地,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0261,"请回答下面查询。
对象：锰
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,锰,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0262,"请回答下面查询。
对象：国际刑警组织
属性：总部所在地
答案：",0,known_controlled_v4,organization,国际刑警组织,总部所在地,31,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0263,"请回答下面查询。
对象：氧
属性：化学符号
答案：",0,known_controlled_v4,element,氧,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0264,"请回答下面查询。
对象：能量
属性：国际单位
答案：",0,known_controlled_v4,physical_quantity,能量,国际单位,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0265,"请回答下面查询。
对象：黑龙江
属性：化学符号
答案：",1,unknown_controlled_v4,river,黑龙江,化学符号,27,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0266,"请回答下面查询。
对象：德纳里峰
属性：主要设计者
答案：",1,unknown_controlled_v4,mountain,德纳里峰,主要设计者,29,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0267,"请回答下面查询。
对象：乙醇
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,乙醇,总部所在地,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0268,"请回答下面查询。
对象：碳酸氢钠
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,碳酸氢钠,总部所在地,29,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0269,"请回答下面查询。
对象：幼发拉底河
属性：化学符号
答案：",1,unknown_controlled_v4,river,幼发拉底河,化学符号,29,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0270,"请回答下面查询。
对象：Smalltalk
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,Smalltalk,所在山脉,33,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0271,"请回答下面查询。
对象：墨累河
属性：主要流经大洲
答案：",0,known_controlled_v4,river,墨累河,主要流经大洲,29,21,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0272,"请回答下面查询。
对象：越南
属性：首都
答案：",0,known_controlled_v4,country,越南,首都,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0273,"请回答下面查询。
对象：动量
属性：国际单位
答案：",0,known_controlled_v4,physical_quantity,动量,国际单位,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0274,"请回答下面查询。
对象：伽利略
属性：国际单位
答案：",1,unknown_controlled_v4,person,伽利略,国际单位,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0275,"请回答下面查询。
对象：镁
属性：化学符号
答案：",0,known_controlled_v4,element,镁,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0276,"请回答下面查询。
对象：水
属性：化学式
答案：",0,known_controlled_v4,chemical_compound,水,化学式,24,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0277,"请回答下面查询。
对象：角速度
属性：国际单位
答案：",0,known_controlled_v4,physical_quantity,角速度,国际单位,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0278,"请回答下面查询。
对象：黑格尔
属性：出生国家
答案：",0,known_controlled_v4,person,黑格尔,出生国家,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0279,"请回答下面查询。
对象：五台山
属性：主要设计者
答案：",1,unknown_controlled_v4,mountain,五台山,主要设计者,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0280,"请回答下面查询。
对象：瑞典
属性：作者
答案：",1,unknown_controlled_v4,country,瑞典,作者,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0281,"请回答下面查询。
对象：PHP
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,PHP,主要设计者,28,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0282,"请回答下面查询。
对象：黑龙江
属性：主要流经大洲
答案：",0,known_controlled_v4,river,黑龙江,主要流经大洲,29,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0283,"请回答下面查询。
对象：电感
属性：国际单位
答案：",0,known_controlled_v4,physical_quantity,电感,国际单位,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0284,"请回答下面查询。
对象：富士山
属性：主要设计者
答案：",1,unknown_controlled_v4,mountain,富士山,主要设计者,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0285,"请回答下面查询。
对象：湄公河
属性：化学符号
答案：",1,unknown_controlled_v4,river,湄公河,化学符号,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0286,"请回答下面查询。
对象：长江
属性：主要流经大洲
答案：",0,known_controlled_v4,river,长江,主要流经大洲,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0287,"请回答下面查询。
对象：钙
属性：化学符号
答案：",0,known_controlled_v4,element,钙,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0288,"请回答下面查询。
对象：锰
属性：化学符号
答案：",0,known_controlled_v4,element,锰,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0289,"请回答下面查询。
对象：碳酸氢钠
属性：化学式
答案：",0,known_controlled_v4,chemical_compound,碳酸氢钠,化学式,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0290,"请回答下面查询。
对象：铅
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,铅,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0291,"请回答下面查询。
对象：鄂毕河
属性：化学符号
答案：",1,unknown_controlled_v4,river,鄂毕河,化学符号,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0292,"请回答下面查询。
对象：力
属性：出生国家
答案：",1,unknown_controlled_v4,physical_quantity,力,出生国家,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0293,"请回答下面查询。
对象：《呼啸山庄》
属性：首都
答案：",1,unknown_controlled_v4,book,《呼啸山庄》,首都,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0294,"请回答下面查询。
对象：氢气
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,氢气,总部所在地,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0295,"请回答下面查询。
对象：锂
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,锂,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
