id,label,label_name,category,entity,relation,prompt,hidden_score,length_score,tfidf_score,entropy_score,neg_top1_prob_score,neg_margin_score
ood_0122,1,unknown_or_high_risk,city,巴黎,导演,"请回答下面查询。
对象：巴黎
属性：导演
答案：",0.994023747061798,0.5,0.4968164771988384,4.4872727394104,-0.0990614742040634,-0.0067260265350341
ood_0123,0,known_or_low_risk,animal,家犬,所属纲,"请回答下面查询。
对象：家犬
属性：所属纲
答案：",7.491848743992708e-07,0.5,0.4814747535088,1.2522399425506592,-0.8218548893928528,-0.7916840370744467
ood_0124,0,known_or_low_risk,disease,肺结核,常见病原体,"请回答下面查询。
对象：肺结核
属性：常见病原体
答案：",1.9182419568484037e-06,0.5,0.49209453554025645,0.9416436553001404,-0.8821167349815369,-0.86621068790555
ood_0125,1,unknown_or_high_risk,artist,达芬奇,所属纲,"请回答下面查询。
对象：达芬奇
属性：所属纲
答案：",0.0008718773363180028,0.5,0.4949330938275109,2.087425708770752,-0.4547521770000458,-0.1422058641910553
ood_0126,1,unknown_or_high_risk,animal,蝙蝠,代表作品,"请回答下面查询。
对象：蝙蝠
属性：代表作品
答案：",0.9115943614597403,0.5,0.49209453554025645,4.020832061767578,-0.3714397847652435,-0.2527204975485801
ood_0127,0,known_or_low_risk,planet,木星,所属恒星,"请回答下面查询。
对象：木星
属性：所属恒星
答案：",0.0027467474491101366,0.5,0.4814747535088,0.346150130033493,-0.9637379050254822,-0.9602891723625362
ood_0128,1,unknown_or_high_risk,company,腾讯,所属恒星,"请回答下面查询。
对象：腾讯
属性：所属恒星
答案：",0.9994066910546937,0.5,0.4814747535088,3.3999886512756348,-0.4656857550144195,-0.3975408747792244
ood_0129,0,known_or_low_risk,animal,鸡,所属纲,"请回答下面查询。
对象：鸡
属性：所属纲
答案：",1.8274727485129163e-06,0.5,0.4814747535088,4.040820598602295,-0.3422836661338806,-0.2659098580479622
ood_0130,0,known_or_low_risk,animal,鲤鱼,所属纲,"请回答下面查询。
对象：鲤鱼
属性：所属纲
答案：",1.3572911120424616e-06,0.5,0.4814747535088,1.450052261352539,-0.7602168321609497,-0.6866888403892517
ood_0131,1,unknown_or_high_risk,company,苹果公司,所属恒星,"请回答下面查询。
对象：苹果公司
属性：所属恒星
答案：",0.9999648410863395,0.5,0.4814747535088,1.574124097824097,-0.7763817310333252,-0.7192551605403423
ood_0132,1,unknown_or_high_risk,animal,鹰,代表作品,"请回答下面查询。
对象：鹰
属性：代表作品
答案：",0.980895867915791,0.5,0.49209453554025645,5.173318862915039,-0.3049223721027374,-0.2606496103107929
ood_0133,0,known_or_low_risk,artist,徐悲鸿,代表作品,"请回答下面查询。
对象：徐悲鸿
属性：代表作品
答案：",0.7496809350085892,0.5,0.49209453554025645,3.571617126464844,-0.3798716366291046,-0.2575050964951515
ood_0134,1,unknown_or_high_risk,award,茅盾文学奖,常见病原体,"请回答下面查询。
对象：茅盾文学奖
属性：常见病原体
答案：",0.9933744940013755,0.5,0.49209453554025645,5.115031719207764,-0.1407918035984039,-0.0498897805809974
ood_0135,1,unknown_or_high_risk,university,多伦多大学,主要编程语言,"请回答下面查询。
对象：多伦多大学
属性：主要编程语言
答案：",0.22207760479633515,0.5,0.5148747235026027,3.118967294692993,-0.4644876420497894,-0.3862551525235176
ood_0136,1,unknown_or_high_risk,film,《阿凡达》,所在国家,"请回答下面查询。
对象：《阿凡达》
属性：所在国家
答案：",3.50443283173445e-05,0.5,0.4938289403447823,1.7846965789794922,-0.6961583495140076,-0.591054156422615
ood_0137,0,known_or_low_risk,award,诺贝尔文学奖,颁发机构,"请回答下面查询。
对象：诺贝尔文学奖
属性：颁发机构
答案：",7.697865839932545e-07,0.5,0.4972485275797573,1.6491113901138306,-0.707419753074646,-0.6202485412359238
ood_0138,1,unknown_or_high_risk,university,剑桥大学,主要编程语言,"请回答下面查询。
对象：剑桥大学
属性：主要编程语言
答案：",0.6505775020976478,0.5,0.51691927771285,3.6347815990448,-0.332317441701889,-0.2309663519263267
ood_0139,0,known_or_low_risk,planet,海王星,所属恒星,"请回答下面查询。
对象：海王星
属性：所属恒星
答案：",0.01572458068494548,0.5,0.4814747535088,2.334280014038086,-0.5412799715995789,-0.3421541750431061
ood_0140,0,known_or_low_risk,company,小米,创始人,"请回答下面查询。
对象：小米
属性：创始人
答案：",0.00026193550483649203,0.5,0.4945051537610555,0.1831622570753097,-0.9784090518951416,-0.9722160012461244
ood_0141,0,known_or_low_risk,university,北京大学,所在国家,"请回答下面查询。
对象：北京大学
属性：所在国家
答案：",3.0968436578397755e-07,0.5,0.49525065112885686,1.3110886812210083,-0.7209005355834961,-0.6306692436337471
ood_0142,1,unknown_or_high_risk,city,罗马,导演,"请回答下面查询。
对象：罗马
属性：导演
答案：",0.9935059666781874,0.5,0.49607983936982686,4.908296585083008,-0.079531691968441,-0.0345685519278049
ood_0143,1,unknown_or_high_risk,company,Meta,所属恒星,"请回答下面查询。
对象：Meta
属性：所属恒星
答案：",0.7861353891745632,0.5,0.49163629285381455,2.268010139465332,-0.6658971905708313,-0.6268333271145821
ood_0144,0,known_or_low_risk,animal,鹰,所属纲,"请回答下面查询。
对象：鹰
属性：所属纲
答案：",5.655869149168618e-06,0.5,0.4814747535088,2.5230369567871094,-0.3658673465251922,-0.0809295773506164
ood_0145,1,unknown_or_high_risk,planet,海王星,创始人,"请回答下面查询。
对象：海王星
属性：创始人
答案：",0.9997321005341672,0.5,0.4945051537610555,5.289279460906982,-0.1026597991585731,-0.0141615197062492
ood_0146,1,unknown_or_high_risk,university,哈佛大学,主要编程语言,"请回答下面查询。
对象：哈佛大学
属性：主要编程语言
答案：",0.28910887280143377,0.5,0.51691927771285,2.8469269275665283,-0.4618311524391174,-0.3095353841781616
ood_0147,0,known_or_low_risk,film,《泰坦尼克号》,导演,"请回答下面查询。
对象：《泰坦尼克号》
属性：导演
答案：",0.0016309471419403447,0.5,0.49425503872198284,0.7853331565856934,-0.886590301990509,-0.8713356740772724
ood_0148,0,known_or_low_risk,animal,青蛙,所属纲,"请回答下面查询。
对象：青蛙
属性：所属纲
答案：",8.819267863692266e-07,0.5,0.4814747535088,2.630070447921753,-0.5622641444206238,-0.4697571545839309
ood_0149,1,unknown_or_high_risk,film,《教父》,所在国家,"请回答下面查询。
对象：《教父》
属性：所在国家
答案：",2.9344953090258668e-05,0.5,0.4938289403447823,0.5089404582977295,-0.9220532178878784,-0.8924138639122248
ood_0150,1,unknown_or_high_risk,software_framework,TensorFlow,所在国家,"请回答下面查询。
对象：TensorFlow
属性：所在国家
答案：",0.012112327264097963,0.5,0.49579048821932303,0.200833573937416,-0.9773337244987488,-0.9728077710606158
ood_0151,1,unknown_or_high_risk,artist,徐悲鸿,所属纲,"请回答下面查询。
对象：徐悲鸿
属性：所属纲
答案：",0.0024459879832212437,0.5,0.4814747535088,0.7539036273956299,-0.8808990716934204,-0.8254581466317177
ood_0152,1,unknown_or_high_risk,city,东京,导演,"请回答下面查询。
对象：东京
属性：导演
答案：",0.9985953097447094,0.5,0.49641816661071103,5.183310508728027,-0.103401318192482,-0.015645757317543
ood_0153,1,unknown_or_high_risk,planet,火星,创始人,"请回答下面查询。
对象：火星
属性：创始人
答案：",0.9954327700690904,0.5,0.4945051537610555,5.434277534484863,-0.1014970168471336,-0.032282069325447
ood_0154,0,known_or_low_risk,animal,蝙蝠,所属纲,"请回答下面查询。
对象：蝙蝠
属性：所属纲
答案：",5.549498879025186e-07,0.5,0.4814747535088,1.541478157043457,-0.6818295121192932,-0.5296927690505981
ood_0155,1,unknown_or_high_risk,animal,鸡,代表作品,"请回答下面查询。
对象：鸡
属性：代表作品
答案：",0.9713041021695331,0.5,0.49209453554025645,5.478793144226074,-0.2041667848825454,-0.1723637320101261
ood_0156,0,known_or_low_risk,film,《阿凡达》,导演,"请回答下面查询。
对象：《阿凡达》
属性：导演
答案：",0.00031902347945183857,0.5,0.49425503872198284,1.7973040342330933,-0.6904488801956177,-0.5845651105046272
ood_0157,1,unknown_or_high_risk,animal,青蛙,代表作品,"请回答下面查询。
对象：青蛙
属性：代表作品
答案：",0.9939289958151328,0.5,0.49209453554025645,4.734200954437256,-0.3374376893043518,-0.3053067810833454
ood_0158,0,known_or_low_risk,award,普利策奖,颁发机构,"请回答下面查询。
对象：普利策奖
属性：颁发机构
答案：",4.050226859959397e-06,0.5,0.496756177453749,1.0827581882476809,-0.8305118083953857,-0.7703497298061848
ood_0159,0,known_or_low_risk,award,格莱美奖,颁发机构,"请回答下面查询。
对象：格莱美奖
属性：颁发机构
答案：",5.454856219328209e-07,0.5,0.496756177453749,0.8927515149116516,-0.8881961107254028,-0.8782517546787858
ood_0160,0,known_or_low_risk,animal,蓝鲸,所属纲,"请回答下面查询。
对象：蓝鲸
属性：所属纲
答案：",6.221440792458173e-06,0.5,0.4814747535088,3.566330909729004,-0.1873640865087509,-0.03681281208992
ood_0161,1,unknown_or_high_risk,award,诺贝尔文学奖,常见病原体,"请回答下面查询。
对象：诺贝尔文学奖
属性：常见病原体
答案：",0.9976000481640058,0.5,0.4945078793393483,5.333891868591309,-0.0808057710528373,-0.0122267976403236
ood_0162,1,unknown_or_high_risk,film,《寄生虫》,所在国家,"请回答下面查询。
对象：《寄生虫》
属性：所在国家
答案：",4.588350805195612e-06,0.5,0.4938289403447823,0.386525809764862,-0.9449827671051024,-0.929708544164896
ood_0163,0,known_or_low_risk,disease,霍乱,常见病原体,"请回答下面查询。
对象：霍乱
属性：常见病原体
答案：",2.789368407917457e-06,0.5,0.49209453554025645,2.458796739578247,-0.54875248670578,-0.4909144006669521
ood_0164,1,unknown_or_high_risk,animal,蓝鲸,代表作品,"请回答下面查询。
对象：蓝鲸
属性：代表作品
答案：",0.9543140152907924,0.5,0.49209453554025645,3.4185869693756104,-0.5347776412963867,-0.4474775940179825
ood_0165,1,unknown_or_high_risk,award,奥斯卡金像奖,常见病原体,"请回答下面查询。
对象：奥斯卡金像奖
属性：常见病原体
答案：",0.9939713218603337,0.5,0.4968869392311891,5.014347076416016,-0.1184883043169975,-0.0395580679178237
ood_0166,0,known_or_low_risk,company,苹果公司,创始人,"请回答下面查询。
对象：苹果公司
属性：创始人
答案：",0.00044071017600022993,0.5,0.4945051537610555,0.7374935746192932,-0.8891775608062744,-0.8435027487576008
ood_0167,1,unknown_or_high_risk,city,北京,导演,"请回答下面查询。
对象：北京
属性：导演
答案：",0.9933720997600213,0.5,0.49635522269991705,4.071959495544434,-0.2731179594993591,-0.1966810077428817
ood_0168,1,unknown_or_high_risk,planet,土星,创始人,"请回答下面查询。
对象：土星
属性：创始人
答案：",0.9999564217904273,0.5,0.4964865343302473,5.197579860687256,-0.0847215354442596,-0.0217618346214294
ood_0169,0,known_or_low_risk,university,清华大学,所在国家,"请回答下面查询。
对象：清华大学
属性：所在国家
答案：",2.073949802751564e-07,0.5,0.49366973256898367,1.204507827758789,-0.7640708088874817,-0.701352059841156
ood_0170,0,known_or_low_risk,artist,齐白石,代表作品,"请回答下面查询。
对象：齐白石
属性：代表作品
答案：",0.746507537992105,0.5,0.49209453554025645,5.36359977722168,-0.0567705184221267,-0.0066707134246826
ood_0171,0,known_or_low_risk,company,华为,创始人,"请回答下面查询。
对象：华为
属性：创始人
答案：",0.00048429557924702175,0.5,0.49704961551019267,0.4859561026096344,-0.9423951506614684,-0.9376393635757267
ood_0172,1,unknown_or_high_risk,artist,达利,所属纲,"请回答下面查询。
对象：达利
属性：所属纲
答案：",0.00027872696066057114,0.5,0.49161446298518663,3.466536521911621,-0.2340863049030304,-0.0209483057260513
ood_0173,1,unknown_or_high_risk,award,格莱美奖,常见病原体,"请回答下面查询。
对象：格莱美奖
属性：常见病原体
答案：",0.8612563322454,0.5,0.49209453554025645,5.247252464294434,-0.1710472106933593,-0.1415549721568822
ood_0174,0,known_or_low_risk,disease,疟疾,常见病原体,"请回答下面查询。
对象：疟疾
属性：常见病原体
答案：",1.01671713095775e-06,0.5,0.49209453554025645,2.341218948364258,-0.5839623212814331,-0.5043117702007294
ood_0175,0,known_or_low_risk,company,阿里巴巴,创始人,"请回答下面查询。
对象：阿里巴巴
属性：创始人
答案：",0.0002176452876674816,0.5,0.49747812706615174,0.6861499547958374,-0.8741308450698853,-0.8001001328229904
ood_0176,1,unknown_or_high_risk,university,斯坦福大学,主要编程语言,"请回答下面查询。
对象：斯坦福大学
属性：主要编程语言
答案：",0.13415204230946498,0.5,0.5156271954527575,2.615372657775879,-0.3807167708873749,-0.1107481718063354
ood_0177,1,unknown_or_high_risk,award,布克奖,常见病原体,"请回答下面查询。
对象：布克奖
属性：常见病原体
答案：",0.8665922681130561,0.5,0.49209453554025645,4.978580474853516,-0.1195634379982948,-0.032088965177536
ood_0178,0,known_or_low_risk,university,巴黎大学,所在国家,"请回答下面查询。
对象：巴黎大学
属性：所在国家
答案：",1.1742440443842975e-07,0.5,0.4954864562655782,0.4630539119243622,-0.9445652961730956,-0.9368883264251052
ood_0179,1,unknown_or_high_risk,software_framework,Angular,所在国家,"请回答下面查询。
对象：Angular
属性：所在国家
答案：",0.016200316509819603,0.5,0.49590356340286257,2.8364157676696777,-0.516083836555481,-0.4160364344716072
ood_0180,1,unknown_or_high_risk,company,小米,所属恒星,"请回答下面查询。
对象：小米
属性：所属恒星
答案：",0.9971770829024937,0.5,0.4814747535088,3.80354905128479,-0.3453951478004455,-0.1757427453994751
ood_0181,1,unknown_or_high_risk,company,谷歌,所属恒星,"请回答下面查询。
对象：谷歌
属性：所属恒星
答案：",0.9654556031592245,0.5,0.4814747535088,1.90939736366272,-0.7502629160881042,-0.7279581855982542
ood_0182,1,unknown_or_high_risk,film,《盗梦空间》,所在国家,"请回答下面查询。
对象：《盗梦空间》
属性：所在国家
答案：",1.9328851659858503e-05,0.5,0.4938289403447823,0.6222404837608337,-0.9194576144218444,-0.9073278913274408
ood_0183,1,unknown_or_high_risk,city,伦敦,导演,"请回答下面查询。
对象：伦敦
属性：导演
答案：",0.9974406054452205,0.5,0.49209453554025645,4.934786319732666,-0.0825214013457298,-0.0135721862316131
ood_0184,0,known_or_low_risk,city,巴黎,所在国家,"请回答下面查询。
对象：巴黎
属性：所在国家
答案：",1.7775793763370765e-07,0.5,0.4954864562655782,0.1854311525821685,-0.9799361228942872,-0.977350445697084
ood_0185,0,known_or_low_risk,artist,马蒂斯,代表作品,"请回答下面查询。
对象：马蒂斯
属性：代表作品
答案：",0.44181440268145655,0.5,0.4979002102487705,4.116995811462402,-0.2835277020931244,-0.1800353899598121
ood_0186,1,unknown_or_high_risk,university,清华大学,主要编程语言,"请回答下面查询。
对象：清华大学
属性：主要编程语言
答案：",0.15629101345443655,0.5,0.51691927771285,2.1150617599487305,-0.6248018741607666,-0.5465987399220467
ood_0187,0,known_or_low_risk,film,《盗梦空间》,导演,"请回答下面查询。
对象：《盗梦空间》
属性：导演
答案：",7.253110778686106e-05,0.5,0.49425503872198284,0.5526543259620667,-0.905289113521576,-0.8517651595175266
ood_0188,1,unknown_or_high_risk,software_framework,PyTorch,所在国家,"请回答下面查询。
对象：PyTorch
属性：所在国家
答案：",0.004686360992432628,0.5,0.49685596504669616,0.8786001205444336,-0.7905598282814026,-0.6348893791437149
ood_0189,1,unknown_or_high_risk,disease,狂犬病,颁发机构,"请回答下面查询。
对象：狂犬病
属性：颁发机构
答案：",0.029969181161266522,0.5,0.496756177453749,3.1921050548553467,-0.4225505590438843,-0.3479659557342529
ood_0190,0,known_or_low_risk,film,《千与千寻》,导演,"请回答下面查询。
对象：《千与千寻》
属性：导演
答案：",0.0004589410629463707,0.5,0.49425503872198284,1.0151938199996948,-0.8620676398277283,-0.8456493448466063
ood_0191,0,known_or_low_risk,award,菲尔兹奖,颁发机构,"请回答下面查询。
对象：菲尔兹奖
属性：颁发机构
答案：",2.1801108332441012e-06,0.5,0.496756177453749,0.1485198587179184,-0.9834538102149964,-0.9804670307785271
ood_0192,1,unknown_or_high_risk,film,《霸王别姬》,所在国家,"请回答下面查询。
对象：《霸王别姬》
属性：所在国家
答案：",5.6232578041807535e-05,0.5,0.4938289403447823,0.70029217004776,-0.890700101852417,-0.8684018608182669
ood_0193,1,unknown_or_high_risk,company,华为,所属恒星,"请回答下面查询。
对象：华为
属性：所属恒星
答案：",0.9998552635365635,0.5,0.4886493098176413,2.631852149963379,-0.5909281373023987,-0.5103274658322334
ood_0194,0,known_or_low_risk,planet,金星,所属恒星,"请回答下面查询。
对象：金星
属性：所属恒星
答案：",0.00076556051112056,0.5,0.48762897816944806,0.987751841545105,-0.871167004108429,-0.8589331293478608
ood_0195,0,known_or_low_risk,planet,土星,所属恒星,"请回答下面查询。
对象：土星
属性：所属恒星
答案：",0.0011570490241537847,0.5,0.4868597629168337,2.0570311546325684,-0.6749292612075806,-0.5917616561055183
ood_0196,1,unknown_or_high_risk,award,菲尔兹奖,常见病原体,"请回答下面查询。
对象：菲尔兹奖
属性：常见病原体
答案：",0.9949830527418456,0.5,0.49209453554025645,5.4395599365234375,-0.0894937887787818,-0.0330507643520832
ood_0197,0,known_or_low_risk,city,伦敦,所在国家,"请回答下面查询。
对象：伦敦
属性：所在国家
答案：",8.716178549031796e-08,0.5,0.49366973256898367,0.4456908702850342,-0.9386320114135742,-0.9232215201482176
ood_0198,0,known_or_low_risk,film,《星球大战》,导演,"请回答下面查询。
对象：《星球大战》
属性：导演
答案：",0.010667069110940751,0.5,0.49425503872198284,0.2689655721187591,-0.9684827327728271,-0.964334818534553
ood_0199,1,unknown_or_high_risk,disease,新冠感染,颁发机构,"请回答下面查询。
对象：新冠感染
属性：颁发机构
答案：",0.05235153594630738,0.5,0.496756177453749,2.8634133338928223,-0.4139394462108612,-0.2708857953548431
