id,trace_id,version,problem,trace_text,step_index,num_steps,step_text,step_prefix_text,error_step_index,label,label_name,error_type,correct_answer,corrupted_answer
pe_v1_0011_correct_step1,pe_v1_0011,correct,解方程 6x + 5 = 83。,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。
步骤2：两边除以 6，得到 x = 13。
答案：x = 13。",1,3,步骤1：两边减去 5，得到 6x = 78。,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。",-1,-1,no_error_control,division_error,13,15
pe_v1_0011_correct_step2,pe_v1_0011,correct,解方程 6x + 5 = 83。,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。
步骤2：两边除以 6，得到 x = 13。
答案：x = 13。",2,3,步骤2：两边除以 6，得到 x = 13。,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。
步骤2：两边除以 6，得到 x = 13。",-1,-1,no_error_control,division_error,13,15
pe_v1_0011_correct_step3,pe_v1_0011,correct,解方程 6x + 5 = 83。,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。
步骤2：两边除以 6，得到 x = 13。
答案：x = 13。",3,3,答案：x = 13。,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。
步骤2：两边除以 6，得到 x = 13。
答案：x = 13。",-1,-1,no_error_control,division_error,13,15
pe_v1_0011_corrupted_step1,pe_v1_0011,corrupted,解方程 6x + 5 = 83。,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。
步骤2：两边除以 6，得到 x = 15。
答案：x = 15。",1,3,步骤1：两边减去 5，得到 6x = 78。,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。",2,0,before_error,division_error,13,15
pe_v1_0011_corrupted_step2,pe_v1_0011,corrupted,解方程 6x + 5 = 83。,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。
步骤2：两边除以 6，得到 x = 15。
答案：x = 15。",2,3,步骤2：两边除以 6，得到 x = 15。,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。
步骤2：两边除以 6，得到 x = 15。",2,1,at_or_after_error,division_error,13,15
pe_v1_0011_corrupted_step3,pe_v1_0011,corrupted,解方程 6x + 5 = 83。,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。
步骤2：两边除以 6，得到 x = 15。
答案：x = 15。",3,3,答案：x = 15。,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。
步骤2：两边除以 6，得到 x = 15。
答案：x = 15。",2,1,at_or_after_error,division_error,13,15
pe_v1_0012_correct_step1,pe_v1_0012,correct,计算 27 + 35 + 11。,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。
步骤2：再计算 62 + 11 = 73。
答案：73。",1,3,步骤1：先计算 27 + 35 = 62。,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。",-1,-1,no_error_control,final_addition_error,73,75
pe_v1_0012_correct_step2,pe_v1_0012,correct,计算 27 + 35 + 11。,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。
步骤2：再计算 62 + 11 = 73。
答案：73。",2,3,步骤2：再计算 62 + 11 = 73。,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。
步骤2：再计算 62 + 11 = 73。",-1,-1,no_error_control,final_addition_error,73,75
pe_v1_0012_correct_step3,pe_v1_0012,correct,计算 27 + 35 + 11。,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。
步骤2：再计算 62 + 11 = 73。
答案：73。",3,3,答案：73。,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。
步骤2：再计算 62 + 11 = 73。
答案：73。",-1,-1,no_error_control,final_addition_error,73,75
pe_v1_0012_corrupted_step1,pe_v1_0012,corrupted,计算 27 + 35 + 11。,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。
步骤2：再计算 62 + 11 = 75。
答案：75。",1,3,步骤1：先计算 27 + 35 = 62。,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。",2,0,before_error,final_addition_error,73,75
pe_v1_0012_corrupted_step2,pe_v1_0012,corrupted,计算 27 + 35 + 11。,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。
步骤2：再计算 62 + 11 = 75。
答案：75。",2,3,步骤2：再计算 62 + 11 = 75。,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。
步骤2：再计算 62 + 11 = 75。",2,1,at_or_after_error,final_addition_error,73,75
pe_v1_0012_corrupted_step3,pe_v1_0012,corrupted,计算 27 + 35 + 11。,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。
步骤2：再计算 62 + 11 = 75。
答案：75。",3,3,答案：75。,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。
步骤2：再计算 62 + 11 = 75。
答案：75。",2,1,at_or_after_error,final_addition_error,73,75
pe_v1_0013_correct_step1,pe_v1_0013,correct,计算 12 × 14 + 44。,"题目：计算 12 × 14 + 44。
步骤1：先计算 12 × 14 = 168。
步骤2：再计算 168 + 44 = 212。
答案：212。",1,3,步骤1：先计算 12 × 14 = 168。,"题目：计算 12 × 14 + 44。
步骤1：先计算 12 × 14 = 168。",-1,-1,no_error_control,final_addition_error,212,210
pe_v1_0013_correct_step2,pe_v1_0013,correct,计算 12 × 14 + 44。,"题目：计算 12 × 14 + 44。
步骤1：先计算 12 × 14 = 168。
步骤2：再计算 168 + 44 = 212。
答案：212。",2,3,步骤2：再计算 168 + 44 = 212。,"题目：计算 12 × 14 + 44。
步骤1：先计算 12 × 14 = 168。
步骤2：再计算 168 + 44 = 212。",-1,-1,no_error_control,final_addition_error,212,210
