id,prompt,label,type,category,entity,relation,char_len,token_len,token_len_source
ctrlv3_0169,请回答：速度的国际单位是什么？,0,known_controlled_v3,physical_quantity,速度,国际单位,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0170,请回答：特斯拉的出生国家是什么？,0,known_controlled_v3,person,特斯拉,出生国家,16,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0171,请回答：Scala的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Scala,所在山脉,18,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0172,请回答：《呼啸山庄》的作者是什么？,0,known_controlled_v3,book,《呼啸山庄》,作者,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0173,请回答：拉普拉塔河的化学符号是什么？,1,unknown_controlled_v3,river,拉普拉塔河,化学符号,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0174,请回答：世界卫生组织的化学式是什么？,1,unknown_controlled_v3,organization,世界卫生组织,化学式,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0175,请回答：氧气的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,氧气,总部所在地,16,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0176,请回答：爱因斯坦的国际单位是什么？,1,unknown_controlled_v3,person,爱因斯坦,国际单位,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0177,请回答：电压的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,电压,出生国家,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0178,请回答：莱茵河的化学符号是什么？,1,unknown_controlled_v3,river,莱茵河,化学符号,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0179,请回答：Pascal的主要设计者是什么？,0,known_controlled_v3,programming_language,Pascal,主要设计者,20,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0180,请回答：氯化银的化学式是什么？,0,known_controlled_v3,chemical_compound,氯化银,化学式,15,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0181,请回答：泰国的作者是什么？,1,unknown_controlled_v3,country,泰国,作者,13,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0182,请回答：西班牙的首都是什么？,0,known_controlled_v3,country,西班牙,首都,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0183,请回答：国际电信联盟的化学式是什么？,1,unknown_controlled_v3,organization,国际电信联盟,化学式,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0184,请回答：氢氧化钠的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,氢氧化钠,总部所在地,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0185,请回答：硫的主要流经大洲是什么？,1,unknown_controlled_v3,element,硫,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0186,请回答：黄山的所在山脉是什么？,0,known_controlled_v3,mountain,黄山,所在山脉,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0187,请回答：世界气象组织的化学式是什么？,1,unknown_controlled_v3,organization,世界气象组织,化学式,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0188,请回答：《小王子》的首都是什么？,1,unknown_controlled_v3,book,《小王子》,首都,16,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0189,请回答：Swift的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Swift,所在山脉,18,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0190,请回答：笛卡尔的国际单位是什么？,1,unknown_controlled_v3,person,笛卡尔,国际单位,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0191,请回答：庐山的所在山脉是什么？,0,known_controlled_v3,mountain,庐山,所在山脉,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0192,请回答：安徒生的出生国家是什么？,0,known_controlled_v3,person,安徒生,出生国家,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0193,请回答：氮的主要流经大洲是什么？,1,unknown_controlled_v3,element,氮,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0194,请回答：电阻的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,电阻,出生国家,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0195,请回答：澳大利亚的作者是什么？,1,unknown_controlled_v3,country,澳大利亚,作者,15,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0196,请回答：PHP的所在山脉是什么？,1,unknown_controlled_v3,programming_language,PHP,所在山脉,16,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0197,请回答：肖邦的出生国家是什么？,0,known_controlled_v3,person,肖邦,出生国家,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0198,请回答：硫的化学符号是什么？,0,known_controlled_v3,element,硫,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0199,请回答：韩国的作者是什么？,1,unknown_controlled_v3,country,韩国,作者,13,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0200,请回答：墨西哥的作者是什么？,1,unknown_controlled_v3,country,墨西哥,作者,14,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0201,请回答：Objective-C的主要设计者是什么？,0,known_controlled_v3,programming_language,Objective-C,主要设计者,25,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0202,请回答：一氧化碳的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,一氧化碳,总部所在地,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0203,请回答：面积的国际单位是什么？,0,known_controlled_v3,physical_quantity,面积,国际单位,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0204,请回答：Kotlin的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Kotlin,所在山脉,19,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0205,请回答：二氧化硫的化学式是什么？,0,known_controlled_v3,chemical_compound,二氧化硫,化学式,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0206,请回答：Prolog的主要设计者是什么？,0,known_controlled_v3,programming_language,Prolog,主要设计者,20,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0207,请回答：美国的首都是什么？,0,known_controlled_v3,country,美国,首都,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0208,请回答：《老人与海》的首都是什么？,1,unknown_controlled_v3,book,《老人与海》,首都,17,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0209,请回答：世界银行的化学式是什么？,1,unknown_controlled_v3,organization,世界银行,化学式,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0210,请回答：美国的作者是什么？,1,unknown_controlled_v3,country,美国,作者,13,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0211,请回答：臭氧的化学式是什么？,0,known_controlled_v3,chemical_compound,臭氧,化学式,14,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0212,请回答：长江的化学符号是什么？,1,unknown_controlled_v3,river,长江,化学符号,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0213,请回答：《骆驼祥子》的首都是什么？,1,unknown_controlled_v3,book,《骆驼祥子》,首都,17,14,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0214,请回答：挪威的作者是什么？,1,unknown_controlled_v3,country,挪威,作者,13,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0215,请回答：Visual Basic的主要设计者是什么？,0,known_controlled_v3,programming_language,Visual Basic,主要设计者,26,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0216,请回答：国际奥委会的总部所在地是什么？,0,known_controlled_v3,organization,国际奥委会,总部所在地,19,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0217,请回答：磷的主要流经大洲是什么？,1,unknown_controlled_v3,element,磷,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0218,请回答：奥里诺科河的主要流经大洲是什么？,0,known_controlled_v3,river,奥里诺科河,主要流经大洲,20,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0219,请回答：黄河的化学符号是什么？,1,unknown_controlled_v3,river,黄河,化学符号,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0220,请回答：易北河的化学符号是什么？,1,unknown_controlled_v3,river,易北河,化学符号,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0221,请回答：意大利的首都是什么？,0,known_controlled_v3,country,意大利,首都,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0222,请回答：莎士比亚的出生国家是什么？,0,known_controlled_v3,person,莎士比亚,出生国家,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0223,请回答：《呐喊》的作者是什么？,0,known_controlled_v3,book,《呐喊》,作者,15,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0224,请回答：硝酸的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,硝酸,总部所在地,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0225,请回答：国际海事组织的化学式是什么？,1,unknown_controlled_v3,organization,国际海事组织,化学式,18,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0226,请回答：氢氧化钙的化学式是什么？,0,known_controlled_v3,chemical_compound,氢氧化钙,化学式,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0227,请回答：日本的首都是什么？,0,known_controlled_v3,country,日本,首都,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0228,请回答：达尔文的出生国家是什么？,0,known_controlled_v3,person,达尔文,出生国家,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0229,请回答：Lisp的主要设计者是什么？,0,known_controlled_v3,programming_language,Lisp,主要设计者,18,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0230,请回答：R语言的所在山脉是什么？,1,unknown_controlled_v3,programming_language,R语言,所在山脉,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0231,请回答：过氧化氢的化学式是什么？,0,known_controlled_v3,chemical_compound,过氧化氢,化学式,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0232,请回答：《呐喊》的首都是什么？,1,unknown_controlled_v3,book,《呐喊》,首都,15,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0233,请回答：联合国的总部所在地是什么？,0,known_controlled_v3,organization,联合国,总部所在地,17,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0234,请回答：盐酸的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,盐酸,总部所在地,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0235,请回答：联合国儿童基金会的化学式是什么？,1,unknown_controlled_v3,organization,联合国儿童基金会,化学式,20,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0236,请回答：林肯的国际单位是什么？,1,unknown_controlled_v3,person,林肯,国际单位,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0237,请回答：丘吉尔的出生国家是什么？,0,known_controlled_v3,person,丘吉尔,出生国家,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0238,请回答：《围城》的作者是什么？,0,known_controlled_v3,book,《围城》,作者,15,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0239,请回答：德纳里峰的所在山脉是什么？,0,known_controlled_v3,mountain,德纳里峰,所在山脉,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0240,请回答：《三国演义》的作者是什么？,0,known_controlled_v3,book,《三国演义》,作者,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0241,请回答：托尔斯泰的国际单位是什么？,1,unknown_controlled_v3,person,托尔斯泰,国际单位,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0242,请回答：希腊的作者是什么？,1,unknown_controlled_v3,country,希腊,作者,13,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0243,请回答：华山的所在山脉是什么？,0,known_controlled_v3,mountain,华山,所在山脉,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0244,请回答：阿尔卑斯山主峰的主要设计者是什么？,1,unknown_controlled_v3,mountain,阿尔卑斯山主峰,主要设计者,21,14,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0245,请回答：洛子峰的所在山脉是什么？,0,known_controlled_v3,mountain,洛子峰,所在山脉,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0246,请回答：俄罗斯的作者是什么？,1,unknown_controlled_v3,country,俄罗斯,作者,14,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0247,请回答：刚果河的化学符号是什么？,1,unknown_controlled_v3,river,刚果河,化学符号,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0248,请回答：氨气的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,氨气,总部所在地,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0249,请回答：时间的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,时间,出生国家,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0250,请回答：硫酸的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,硫酸,总部所在地,16,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0251,请回答：泰国的首都是什么？,0,known_controlled_v3,country,泰国,首都,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0252,请回答：MATLAB的主要设计者是什么？,0,known_controlled_v3,programming_language,MATLAB,主要设计者,20,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0253,请回答：碳酸钠的化学式是什么？,0,known_controlled_v3,chemical_compound,碳酸钠,化学式,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0254,请回答：乔戈里峰的所在山脉是什么？,0,known_controlled_v3,mountain,乔戈里峰,所在山脉,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0255,请回答：加速度的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,加速度,出生国家,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0256,请回答：加拿大的首都是什么？,0,known_controlled_v3,country,加拿大,首都,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0257,请回答：智利的作者是什么？,1,unknown_controlled_v3,country,智利,作者,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0258,请回答：底格里斯河的主要流经大洲是什么？,0,known_controlled_v3,river,底格里斯河,主要流经大洲,20,14,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0259,请回答：Dart的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Dart,所在山脉,17,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0260,请回答：氮气的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,氮气,总部所在地,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0261,请回答：锰的主要流经大洲是什么？,1,unknown_controlled_v3,element,锰,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0262,请回答：国际刑警组织的总部所在地是什么？,0,known_controlled_v3,organization,国际刑警组织,总部所在地,20,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0263,请回答：氧的化学符号是什么？,0,known_controlled_v3,element,氧,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0264,请回答：能量的国际单位是什么？,0,known_controlled_v3,physical_quantity,能量,国际单位,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0265,请回答：黑龙江的化学符号是什么？,1,unknown_controlled_v3,river,黑龙江,化学符号,16,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0266,请回答：德纳里峰的主要设计者是什么？,1,unknown_controlled_v3,mountain,德纳里峰,主要设计者,18,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0267,请回答：乙醇的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,乙醇,总部所在地,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0268,请回答：碳酸氢钠的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,碳酸氢钠,总部所在地,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0269,请回答：幼发拉底河的化学符号是什么？,1,unknown_controlled_v3,river,幼发拉底河,化学符号,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0270,请回答：Smalltalk的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Smalltalk,所在山脉,22,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0271,请回答：墨累河的主要流经大洲是什么？,0,known_controlled_v3,river,墨累河,主要流经大洲,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0272,请回答：越南的首都是什么？,0,known_controlled_v3,country,越南,首都,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0273,请回答：动量的国际单位是什么？,0,known_controlled_v3,physical_quantity,动量,国际单位,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0274,请回答：伽利略的国际单位是什么？,1,unknown_controlled_v3,person,伽利略,国际单位,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0275,请回答：镁的化学符号是什么？,0,known_controlled_v3,element,镁,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0276,请回答：水的化学式是什么？,0,known_controlled_v3,chemical_compound,水,化学式,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0277,请回答：角速度的国际单位是什么？,0,known_controlled_v3,physical_quantity,角速度,国际单位,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0278,请回答：黑格尔的出生国家是什么？,0,known_controlled_v3,person,黑格尔,出生国家,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0279,请回答：五台山的主要设计者是什么？,1,unknown_controlled_v3,mountain,五台山,主要设计者,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0280,请回答：瑞典的作者是什么？,1,unknown_controlled_v3,country,瑞典,作者,13,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0281,请回答：PHP的主要设计者是什么？,0,known_controlled_v3,programming_language,PHP,主要设计者,17,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0282,请回答：黑龙江的主要流经大洲是什么？,0,known_controlled_v3,river,黑龙江,主要流经大洲,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0283,请回答：电感的国际单位是什么？,0,known_controlled_v3,physical_quantity,电感,国际单位,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0284,请回答：富士山的主要设计者是什么？,1,unknown_controlled_v3,mountain,富士山,主要设计者,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0285,请回答：湄公河的化学符号是什么？,1,unknown_controlled_v3,river,湄公河,化学符号,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0286,请回答：长江的主要流经大洲是什么？,0,known_controlled_v3,river,长江,主要流经大洲,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0287,请回答：钙的化学符号是什么？,0,known_controlled_v3,element,钙,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0288,请回答：锰的化学符号是什么？,0,known_controlled_v3,element,锰,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0289,请回答：碳酸氢钠的化学式是什么？,0,known_controlled_v3,chemical_compound,碳酸氢钠,化学式,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0290,请回答：铅的主要流经大洲是什么？,1,unknown_controlled_v3,element,铅,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0291,请回答：鄂毕河的化学符号是什么？,1,unknown_controlled_v3,river,鄂毕河,化学符号,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0292,请回答：力的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,力,出生国家,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0293,请回答：《呼啸山庄》的首都是什么？,1,unknown_controlled_v3,book,《呼啸山庄》,首都,17,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0294,请回答：氢气的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,氢气,总部所在地,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0295,请回答：锂的主要流经大洲是什么？,1,unknown_controlled_v3,element,锂,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0296,请回答：《朝花夕拾》的首都是什么？,1,unknown_controlled_v3,book,《朝花夕拾》,首都,17,14,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0297,请回答：密西西比河的化学符号是什么？,1,unknown_controlled_v3,river,密西西比河,化学符号,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0298,请回答：乔戈里峰的主要设计者是什么？,1,unknown_controlled_v3,mountain,乔戈里峰,主要设计者,18,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0299,请回答：质量的国际单位是什么？,0,known_controlled_v3,physical_quantity,质量,国际单位,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0300,请回答：Haskell的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Haskell,所在山脉,20,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0301,请回答：电容的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,电容,出生国家,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0302,请回答：雨果的出生国家是什么？,0,known_controlled_v3,person,雨果,出生国家,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0303,请回答：国际法院的化学式是什么？,1,unknown_controlled_v3,organization,国际法院,化学式,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0304,请回答：电容的国际单位是什么？,0,known_controlled_v3,physical_quantity,电容,国际单位,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0305,请回答：北约的总部所在地是什么？,0,known_controlled_v3,organization,北约,总部所在地,16,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0306,请回答：C++的主要设计者是什么？,0,known_controlled_v3,programming_language,C++,主要设计者,17,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0307,请回答：道拉吉里峰的主要设计者是什么？,1,unknown_controlled_v3,mountain,道拉吉里峰,主要设计者,19,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0308,请回答：石油输出国组织的化学式是什么？,1,unknown_controlled_v3,organization,石油输出国组织,化学式,19,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0309,请回答：镍的主要流经大洲是什么？,1,unknown_controlled_v3,element,镍,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0310,请回答：黄河的主要流经大洲是什么？,0,known_controlled_v3,river,黄河,主要流经大洲,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0311,请回答：爱因斯坦的出生国家是什么？,0,known_controlled_v3,person,爱因斯坦,出生国家,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0312,请回答：氖的主要流经大洲是什么？,1,unknown_controlled_v3,element,氖,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0313,请回答：《傲慢与偏见》的首都是什么？,1,unknown_controlled_v3,book,《傲慢与偏见》,首都,18,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0314,请回答：BASIC的主要设计者是什么？,0,known_controlled_v3,programming_language,BASIC,主要设计者,19,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0315,请回答：瑞士的作者是什么？,1,unknown_controlled_v3,country,瑞士,作者,13,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0316,请回答：巴西的作者是什么？,1,unknown_controlled_v3,country,巴西,作者,13,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0317,请回答：镍的化学符号是什么？,0,known_controlled_v3,element,镍,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0318,请回答：唐古拉山主峰的所在山脉是什么？,0,known_controlled_v3,mountain,唐古拉山主峰,所在山脉,19,14,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0319,请回答：硅的化学符号是什么？,0,known_controlled_v3,element,硅,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0320,请回答：托尔斯泰的出生国家是什么？,0,known_controlled_v3,person,托尔斯泰,出生国家,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0321,请回答：国际电信联盟的总部所在地是什么？,0,known_controlled_v3,organization,国际电信联盟,总部所在地,20,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0322,请回答：挪威的首都是什么？,0,known_controlled_v3,country,挪威,首都,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0323,请回答：硼的主要流经大洲是什么？,1,unknown_controlled_v3,element,硼,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0324,请回答：国际能源署的总部所在地是什么？,0,known_controlled_v3,organization,国际能源署,总部所在地,19,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0325,请回答：拿破仑的出生国家是什么？,0,known_controlled_v3,person,拿破仑,出生国家,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0326,请回答：《变形记》的首都是什么？,1,unknown_controlled_v3,book,《变形记》,首都,16,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0327,请回答：厄尔布鲁士山的所在山脉是什么？,0,known_controlled_v3,mountain,厄尔布鲁士山,所在山脉,19,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0328,请回答：卓奥友峰的主要设计者是什么？,1,unknown_controlled_v3,mountain,卓奥友峰,主要设计者,18,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0329,请回答：世界知识产权组织的化学式是什么？,1,unknown_controlled_v3,organization,世界知识产权组织,化学式,20,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0330,请回答：动量的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,动量,出生国家,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0331,请回答：氖的化学符号是什么？,0,known_controlled_v3,element,氖,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0332,请回答：《童年》的作者是什么？,0,known_controlled_v3,book,《童年》,作者,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0333,请回答：南迦帕尔巴特峰的主要设计者是什么？,1,unknown_controlled_v3,mountain,南迦帕尔巴特峰,主要设计者,21,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0334,请回答：南非的作者是什么？,1,unknown_controlled_v3,country,南非,作者,13,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0335,请回答：MATLAB的所在山脉是什么？,1,unknown_controlled_v3,programming_language,MATLAB,所在山脉,19,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0336,请回答：国际原子能机构的总部所在地是什么？,0,known_controlled_v3,organization,国际原子能机构,总部所在地,21,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0337,请回答：葡萄牙的作者是什么？,1,unknown_controlled_v3,country,葡萄牙,作者,14,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0338,请回答：英国的首都是什么？,0,known_controlled_v3,country,英国,首都,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0339,请回答：锂的化学符号是什么？,0,known_controlled_v3,element,锂,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
