id,trace_id,prompt,step_prefix_text,label,label_name,version,problem,step_index,num_steps,error_step_index,error_type,correct_answer,corrupted_answer
pe_v1_0025_corrupted_step2,pe_v1_0025,"题目：计算 13 × 7 + 46。
步骤1：先计算 13 × 7 = 91。
步骤2：再计算 91 + 46 = 139。","题目：计算 13 × 7 + 46。
步骤1：先计算 13 × 7 = 91。
步骤2：再计算 91 + 46 = 139。",1,at_or_after_error,corrupted,计算 13 × 7 + 46。,2,3,2,final_addition_error,137,139
pe_v1_0025_corrupted_step3,pe_v1_0025,"题目：计算 13 × 7 + 46。
步骤1：先计算 13 × 7 = 91。
步骤2：再计算 91 + 46 = 139。
答案：139。","题目：计算 13 × 7 + 46。
步骤1：先计算 13 × 7 = 91。
步骤2：再计算 91 + 46 = 139。
答案：139。",1,at_or_after_error,corrupted,计算 13 × 7 + 46。,3,3,2,final_addition_error,137,139
pe_v1_0026_corrupted_step1,pe_v1_0026,"题目：计算 (17 + 24) × 9。
步骤1：先计算括号内 17 + 24 = 41。","题目：计算 (17 + 24) × 9。
步骤1：先计算括号内 17 + 24 = 41。",0,before_error,corrupted,计算 (17 + 24) × 9。,1,3,2,final_multiplication_error,369,365
pe_v1_0026_corrupted_step2,pe_v1_0026,"题目：计算 (17 + 24) × 9。
步骤1：先计算括号内 17 + 24 = 41。
步骤2：再计算 41 × 9 = 365。","题目：计算 (17 + 24) × 9。
步骤1：先计算括号内 17 + 24 = 41。
步骤2：再计算 41 × 9 = 365。",1,at_or_after_error,corrupted,计算 (17 + 24) × 9。,2,3,2,final_multiplication_error,369,365
pe_v1_0026_corrupted_step3,pe_v1_0026,"题目：计算 (17 + 24) × 9。
步骤1：先计算括号内 17 + 24 = 41。
步骤2：再计算 41 × 9 = 365。
答案：365。","题目：计算 (17 + 24) × 9。
步骤1：先计算括号内 17 + 24 = 41。
步骤2：再计算 41 × 9 = 365。
答案：365。",1,at_or_after_error,corrupted,计算 (17 + 24) × 9。,3,3,2,final_multiplication_error,369,365
pe_v1_0027_corrupted_step1,pe_v1_0027,"题目：解方程 4x + 18 = 58。
步骤1：两边减去 18，得到 4x = 40。","题目：解方程 4x + 18 = 58。
步骤1：两边减去 18，得到 4x = 40。",0,before_error,corrupted,解方程 4x + 18 = 58。,1,3,2,division_error,10,11
pe_v1_0027_corrupted_step2,pe_v1_0027,"题目：解方程 4x + 18 = 58。
步骤1：两边减去 18，得到 4x = 40。
步骤2：两边除以 4，得到 x = 11。","题目：解方程 4x + 18 = 58。
步骤1：两边减去 18，得到 4x = 40。
步骤2：两边除以 4，得到 x = 11。",1,at_or_after_error,corrupted,解方程 4x + 18 = 58。,2,3,2,division_error,10,11
pe_v1_0027_corrupted_step3,pe_v1_0027,"题目：解方程 4x + 18 = 58。
步骤1：两边减去 18，得到 4x = 40。
步骤2：两边除以 4，得到 x = 11。
答案：x = 11。","题目：解方程 4x + 18 = 58。
步骤1：两边减去 18，得到 4x = 40。
步骤2：两边除以 4，得到 x = 11。
答案：x = 11。",1,at_or_after_error,corrupted,解方程 4x + 18 = 58。,3,3,2,division_error,10,11
pe_v1_0028_corrupted_step1,pe_v1_0028,"题目：计算 66 + 68 + 43。
步骤1：先计算 66 + 68 = 134。","题目：计算 66 + 68 + 43。
步骤1：先计算 66 + 68 = 134。",0,before_error,corrupted,计算 66 + 68 + 43。,1,3,2,final_addition_error,177,178
pe_v1_0028_corrupted_step2,pe_v1_0028,"题目：计算 66 + 68 + 43。
步骤1：先计算 66 + 68 = 134。
步骤2：再计算 134 + 43 = 178。","题目：计算 66 + 68 + 43。
步骤1：先计算 66 + 68 = 134。
步骤2：再计算 134 + 43 = 178。",1,at_or_after_error,corrupted,计算 66 + 68 + 43。,2,3,2,final_addition_error,177,178
pe_v1_0028_corrupted_step3,pe_v1_0028,"题目：计算 66 + 68 + 43。
步骤1：先计算 66 + 68 = 134。
步骤2：再计算 134 + 43 = 178。
答案：178。","题目：计算 66 + 68 + 43。
步骤1：先计算 66 + 68 = 134。
步骤2：再计算 134 + 43 = 178。
答案：178。",1,at_or_after_error,corrupted,计算 66 + 68 + 43。,3,3,2,final_addition_error,177,178
pe_v1_0029_corrupted_step1,pe_v1_0029,"题目：计算 14 × 7 + 13。
步骤1：先计算 14 × 7 = 98。","题目：计算 14 × 7 + 13。
步骤1：先计算 14 × 7 = 98。",0,before_error,corrupted,计算 14 × 7 + 13。,1,3,2,final_addition_error,111,114
pe_v1_0029_corrupted_step2,pe_v1_0029,"题目：计算 14 × 7 + 13。
步骤1：先计算 14 × 7 = 98。
步骤2：再计算 98 + 13 = 114。","题目：计算 14 × 7 + 13。
步骤1：先计算 14 × 7 = 98。
步骤2：再计算 98 + 13 = 114。",1,at_or_after_error,corrupted,计算 14 × 7 + 13。,2,3,2,final_addition_error,111,114
pe_v1_0029_corrupted_step3,pe_v1_0029,"题目：计算 14 × 7 + 13。
步骤1：先计算 14 × 7 = 98。
步骤2：再计算 98 + 13 = 114。
答案：114。","题目：计算 14 × 7 + 13。
步骤1：先计算 14 × 7 = 98。
步骤2：再计算 98 + 13 = 114。
答案：114。",1,at_or_after_error,corrupted,计算 14 × 7 + 13。,3,3,2,final_addition_error,111,114
pe_v1_0030_corrupted_step1,pe_v1_0030,"题目：计算 (20 + 6) × 2。
步骤1：先计算括号内 20 + 6 = 26。","题目：计算 (20 + 6) × 2。
步骤1：先计算括号内 20 + 6 = 26。",0,before_error,corrupted,计算 (20 + 6) × 2。,1,3,2,final_multiplication_error,52,47
pe_v1_0030_corrupted_step2,pe_v1_0030,"题目：计算 (20 + 6) × 2。
步骤1：先计算括号内 20 + 6 = 26。
步骤2：再计算 26 × 2 = 47。","题目：计算 (20 + 6) × 2。
步骤1：先计算括号内 20 + 6 = 26。
步骤2：再计算 26 × 2 = 47。",1,at_or_after_error,corrupted,计算 (20 + 6) × 2。,2,3,2,final_multiplication_error,52,47
pe_v1_0030_corrupted_step3,pe_v1_0030,"题目：计算 (20 + 6) × 2。
步骤1：先计算括号内 20 + 6 = 26。
步骤2：再计算 26 × 2 = 47。
答案：47。","题目：计算 (20 + 6) × 2。
步骤1：先计算括号内 20 + 6 = 26。
步骤2：再计算 26 × 2 = 47。
答案：47。",1,at_or_after_error,corrupted,计算 (20 + 6) × 2。,3,3,2,final_multiplication_error,52,47
pe_v1_0031_corrupted_step1,pe_v1_0031,"题目：解方程 4x + 30 = 54。
步骤1：两边减去 30，得到 4x = 24。","题目：解方程 4x + 30 = 54。
步骤1：两边减去 30，得到 4x = 24。",0,before_error,corrupted,解方程 4x + 30 = 54。,1,3,2,division_error,6,4
pe_v1_0031_corrupted_step2,pe_v1_0031,"题目：解方程 4x + 30 = 54。
步骤1：两边减去 30，得到 4x = 24。
步骤2：两边除以 4，得到 x = 4。","题目：解方程 4x + 30 = 54。
步骤1：两边减去 30，得到 4x = 24。
步骤2：两边除以 4，得到 x = 4。",1,at_or_after_error,corrupted,解方程 4x + 30 = 54。,2,3,2,division_error,6,4
pe_v1_0031_corrupted_step3,pe_v1_0031,"题目：解方程 4x + 30 = 54。
步骤1：两边减去 30，得到 4x = 24。
步骤2：两边除以 4，得到 x = 4。
答案：x = 4。","题目：解方程 4x + 30 = 54。
步骤1：两边减去 30，得到 4x = 24。
步骤2：两边除以 4，得到 x = 4。
答案：x = 4。",1,at_or_after_error,corrupted,解方程 4x + 30 = 54。,3,3,2,division_error,6,4
pe_v1_0032_corrupted_step1,pe_v1_0032,"题目：计算 61 + 35 + 44。
步骤1：先计算 61 + 35 = 96。","题目：计算 61 + 35 + 44。
步骤1：先计算 61 + 35 = 96。",0,before_error,corrupted,计算 61 + 35 + 44。,1,3,2,final_addition_error,140,141
pe_v1_0032_corrupted_step2,pe_v1_0032,"题目：计算 61 + 35 + 44。
步骤1：先计算 61 + 35 = 96。
步骤2：再计算 96 + 44 = 141。","题目：计算 61 + 35 + 44。
步骤1：先计算 61 + 35 = 96。
步骤2：再计算 96 + 44 = 141。",1,at_or_after_error,corrupted,计算 61 + 35 + 44。,2,3,2,final_addition_error,140,141
pe_v1_0032_corrupted_step3,pe_v1_0032,"题目：计算 61 + 35 + 44。
步骤1：先计算 61 + 35 = 96。
步骤2：再计算 96 + 44 = 141。
答案：141。","题目：计算 61 + 35 + 44。
步骤1：先计算 61 + 35 = 96。
步骤2：再计算 96 + 44 = 141。
答案：141。",1,at_or_after_error,corrupted,计算 61 + 35 + 44。,3,3,2,final_addition_error,140,141
pe_v1_0033_corrupted_step1,pe_v1_0033,"题目：计算 11 × 12 + 60。
步骤1：先计算 11 × 12 = 132。","题目：计算 11 × 12 + 60。
步骤1：先计算 11 × 12 = 132。",0,before_error,corrupted,计算 11 × 12 + 60。,1,3,2,final_addition_error,192,188
pe_v1_0033_corrupted_step2,pe_v1_0033,"题目：计算 11 × 12 + 60。
步骤1：先计算 11 × 12 = 132。
步骤2：再计算 132 + 60 = 188。","题目：计算 11 × 12 + 60。
步骤1：先计算 11 × 12 = 132。
步骤2：再计算 132 + 60 = 188。",1,at_or_after_error,corrupted,计算 11 × 12 + 60。,2,3,2,final_addition_error,192,188
pe_v1_0033_corrupted_step3,pe_v1_0033,"题目：计算 11 × 12 + 60。
步骤1：先计算 11 × 12 = 132。
步骤2：再计算 132 + 60 = 188。
答案：188。","题目：计算 11 × 12 + 60。
步骤1：先计算 11 × 12 = 132。
步骤2：再计算 132 + 60 = 188。
答案：188。",1,at_or_after_error,corrupted,计算 11 × 12 + 60。,3,3,2,final_addition_error,192,188
pe_v1_0034_corrupted_step1,pe_v1_0034,"题目：计算 (26 + 7) × 6。
步骤1：先计算括号内 26 + 7 = 33。","题目：计算 (26 + 7) × 6。
步骤1：先计算括号内 26 + 7 = 33。",0,before_error,corrupted,计算 (26 + 7) × 6。,1,3,2,final_multiplication_error,198,203
pe_v1_0034_corrupted_step2,pe_v1_0034,"题目：计算 (26 + 7) × 6。
步骤1：先计算括号内 26 + 7 = 33。
步骤2：再计算 33 × 6 = 203。","题目：计算 (26 + 7) × 6。
步骤1：先计算括号内 26 + 7 = 33。
步骤2：再计算 33 × 6 = 203。",1,at_or_after_error,corrupted,计算 (26 + 7) × 6。,2,3,2,final_multiplication_error,198,203
pe_v1_0034_corrupted_step3,pe_v1_0034,"题目：计算 (26 + 7) × 6。
步骤1：先计算括号内 26 + 7 = 33。
步骤2：再计算 33 × 6 = 203。
答案：203。","题目：计算 (26 + 7) × 6。
步骤1：先计算括号内 26 + 7 = 33。
步骤2：再计算 33 × 6 = 203。
答案：203。",1,at_or_after_error,corrupted,计算 (26 + 7) × 6。,3,3,2,final_multiplication_error,198,203
pe_v1_0035_corrupted_step1,pe_v1_0035,"题目：解方程 3x + 21 = 57。
步骤1：两边减去 21，得到 3x = 36。","题目：解方程 3x + 21 = 57。
步骤1：两边减去 21，得到 3x = 36。",0,before_error,corrupted,解方程 3x + 21 = 57。,1,3,2,division_error,12,14
pe_v1_0035_corrupted_step2,pe_v1_0035,"题目：解方程 3x + 21 = 57。
步骤1：两边减去 21，得到 3x = 36。
步骤2：两边除以 3，得到 x = 14。","题目：解方程 3x + 21 = 57。
步骤1：两边减去 21，得到 3x = 36。
步骤2：两边除以 3，得到 x = 14。",1,at_or_after_error,corrupted,解方程 3x + 21 = 57。,2,3,2,division_error,12,14
pe_v1_0035_corrupted_step3,pe_v1_0035,"题目：解方程 3x + 21 = 57。
步骤1：两边减去 21，得到 3x = 36。
步骤2：两边除以 3，得到 x = 14。
答案：x = 14。","题目：解方程 3x + 21 = 57。
步骤1：两边减去 21，得到 3x = 36。
步骤2：两边除以 3，得到 x = 14。
答案：x = 14。",1,at_or_after_error,corrupted,解方程 3x + 21 = 57。,3,3,2,division_error,12,14
pe_v1_0036_corrupted_step1,pe_v1_0036,"题目：计算 32 + 40 + 6。
步骤1：先计算 32 + 40 = 72。","题目：计算 32 + 40 + 6。
步骤1：先计算 32 + 40 = 72。",0,before_error,corrupted,计算 32 + 40 + 6。,1,3,2,final_addition_error,78,81
pe_v1_0036_corrupted_step2,pe_v1_0036,"题目：计算 32 + 40 + 6。
步骤1：先计算 32 + 40 = 72。
步骤2：再计算 72 + 6 = 81。","题目：计算 32 + 40 + 6。
步骤1：先计算 32 + 40 = 72。
步骤2：再计算 72 + 6 = 81。",1,at_or_after_error,corrupted,计算 32 + 40 + 6。,2,3,2,final_addition_error,78,81
pe_v1_0036_corrupted_step3,pe_v1_0036,"题目：计算 32 + 40 + 6。
步骤1：先计算 32 + 40 = 72。
步骤2：再计算 72 + 6 = 81。
答案：81。","题目：计算 32 + 40 + 6。
步骤1：先计算 32 + 40 = 72。
步骤2：再计算 72 + 6 = 81。
答案：81。",1,at_or_after_error,corrupted,计算 32 + 40 + 6。,3,3,2,final_addition_error,78,81
pe_v1_0037_corrupted_step1,pe_v1_0037,"题目：计算 11 × 12 + 53。
步骤1：先计算 11 × 12 = 132。","题目：计算 11 × 12 + 53。
步骤1：先计算 11 × 12 = 132。",0,before_error,corrupted,计算 11 × 12 + 53。,1,3,2,final_addition_error,185,182
pe_v1_0037_corrupted_step2,pe_v1_0037,"题目：计算 11 × 12 + 53。
步骤1：先计算 11 × 12 = 132。
步骤2：再计算 132 + 53 = 182。","题目：计算 11 × 12 + 53。
步骤1：先计算 11 × 12 = 132。
步骤2：再计算 132 + 53 = 182。",1,at_or_after_error,corrupted,计算 11 × 12 + 53。,2,3,2,final_addition_error,185,182
pe_v1_0037_corrupted_step3,pe_v1_0037,"题目：计算 11 × 12 + 53。
步骤1：先计算 11 × 12 = 132。
步骤2：再计算 132 + 53 = 182。
答案：182。","题目：计算 11 × 12 + 53。
步骤1：先计算 11 × 12 = 132。
步骤2：再计算 132 + 53 = 182。
答案：182。",1,at_or_after_error,corrupted,计算 11 × 12 + 53。,3,3,2,final_addition_error,185,182
pe_v1_0038_corrupted_step1,pe_v1_0038,"题目：计算 (21 + 7) × 6。
步骤1：先计算括号内 21 + 7 = 28。","题目：计算 (21 + 7) × 6。
步骤1：先计算括号内 21 + 7 = 28。",0,before_error,corrupted,计算 (21 + 7) × 6。,1,3,2,final_multiplication_error,168,173
pe_v1_0038_corrupted_step2,pe_v1_0038,"题目：计算 (21 + 7) × 6。
步骤1：先计算括号内 21 + 7 = 28。
步骤2：再计算 28 × 6 = 173。","题目：计算 (21 + 7) × 6。
步骤1：先计算括号内 21 + 7 = 28。
步骤2：再计算 28 × 6 = 173。",1,at_or_after_error,corrupted,计算 (21 + 7) × 6。,2,3,2,final_multiplication_error,168,173
pe_v1_0038_corrupted_step3,pe_v1_0038,"题目：计算 (21 + 7) × 6。
步骤1：先计算括号内 21 + 7 = 28。
步骤2：再计算 28 × 6 = 173。
答案：173。","题目：计算 (21 + 7) × 6。
步骤1：先计算括号内 21 + 7 = 28。
步骤2：再计算 28 × 6 = 173。
答案：173。",1,at_or_after_error,corrupted,计算 (21 + 7) × 6。,3,3,2,final_multiplication_error,168,173
pe_v1_0039_corrupted_step1,pe_v1_0039,"题目：解方程 5x + 12 = 102。
步骤1：两边减去 12，得到 5x = 90。","题目：解方程 5x + 12 = 102。
步骤1：两边减去 12，得到 5x = 90。",0,before_error,corrupted,解方程 5x + 12 = 102。,1,3,2,division_error,18,19
pe_v1_0039_corrupted_step2,pe_v1_0039,"题目：解方程 5x + 12 = 102。
步骤1：两边减去 12，得到 5x = 90。
步骤2：两边除以 5，得到 x = 19。","题目：解方程 5x + 12 = 102。
步骤1：两边减去 12，得到 5x = 90。
步骤2：两边除以 5，得到 x = 19。",1,at_or_after_error,corrupted,解方程 5x + 12 = 102。,2,3,2,division_error,18,19
pe_v1_0039_corrupted_step3,pe_v1_0039,"题目：解方程 5x + 12 = 102。
步骤1：两边减去 12，得到 5x = 90。
步骤2：两边除以 5，得到 x = 19。
答案：x = 19。","题目：解方程 5x + 12 = 102。
步骤1：两边减去 12，得到 5x = 90。
步骤2：两边除以 5，得到 x = 19。
答案：x = 19。",1,at_or_after_error,corrupted,解方程 5x + 12 = 102。,3,3,2,division_error,18,19
pe_v1_0040_corrupted_step1,pe_v1_0040,"题目：计算 32 + 45 + 39。
步骤1：先计算 32 + 45 = 77。","题目：计算 32 + 45 + 39。
步骤1：先计算 32 + 45 = 77。",0,before_error,corrupted,计算 32 + 45 + 39。,1,3,2,final_addition_error,116,113
pe_v1_0040_corrupted_step2,pe_v1_0040,"题目：计算 32 + 45 + 39。
步骤1：先计算 32 + 45 = 77。
步骤2：再计算 77 + 39 = 113。","题目：计算 32 + 45 + 39。
步骤1：先计算 32 + 45 = 77。
步骤2：再计算 77 + 39 = 113。",1,at_or_after_error,corrupted,计算 32 + 45 + 39。,2,3,2,final_addition_error,116,113
pe_v1_0040_corrupted_step3,pe_v1_0040,"题目：计算 32 + 45 + 39。
步骤1：先计算 32 + 45 = 77。
步骤2：再计算 77 + 39 = 113。
答案：113。","题目：计算 32 + 45 + 39。
步骤1：先计算 32 + 45 = 77。
步骤2：再计算 77 + 39 = 113。
答案：113。",1,at_or_after_error,corrupted,计算 32 + 45 + 39。,3,3,2,final_addition_error,116,113
pe_v1_0041_corrupted_step1,pe_v1_0041,"题目：计算 13 × 11 + 6。
步骤1：先计算 13 × 11 = 143。","题目：计算 13 × 11 + 6。
步骤1：先计算 13 × 11 = 143。",0,before_error,corrupted,计算 13 × 11 + 6。,1,3,2,final_addition_error,149,145
pe_v1_0041_corrupted_step2,pe_v1_0041,"题目：计算 13 × 11 + 6。
步骤1：先计算 13 × 11 = 143。
步骤2：再计算 143 + 6 = 145。","题目：计算 13 × 11 + 6。
步骤1：先计算 13 × 11 = 143。
步骤2：再计算 143 + 6 = 145。",1,at_or_after_error,corrupted,计算 13 × 11 + 6。,2,3,2,final_addition_error,149,145
pe_v1_0041_corrupted_step3,pe_v1_0041,"题目：计算 13 × 11 + 6。
步骤1：先计算 13 × 11 = 143。
步骤2：再计算 143 + 6 = 145。
答案：145。","题目：计算 13 × 11 + 6。
步骤1：先计算 13 × 11 = 143。
步骤2：再计算 143 + 6 = 145。
答案：145。",1,at_or_after_error,corrupted,计算 13 × 11 + 6。,3,3,2,final_addition_error,149,145
pe_v1_0042_corrupted_step1,pe_v1_0042,"题目：计算 (16 + 13) × 5。
步骤1：先计算括号内 16 + 13 = 29。","题目：计算 (16 + 13) × 5。
步骤1：先计算括号内 16 + 13 = 29。",0,before_error,corrupted,计算 (16 + 13) × 5。,1,3,2,final_multiplication_error,145,140
pe_v1_0042_corrupted_step2,pe_v1_0042,"题目：计算 (16 + 13) × 5。
步骤1：先计算括号内 16 + 13 = 29。
步骤2：再计算 29 × 5 = 140。","题目：计算 (16 + 13) × 5。
步骤1：先计算括号内 16 + 13 = 29。
步骤2：再计算 29 × 5 = 140。",1,at_or_after_error,corrupted,计算 (16 + 13) × 5。,2,3,2,final_multiplication_error,145,140
pe_v1_0042_corrupted_step3,pe_v1_0042,"题目：计算 (16 + 13) × 5。
步骤1：先计算括号内 16 + 13 = 29。
步骤2：再计算 29 × 5 = 140。
答案：140。","题目：计算 (16 + 13) × 5。
步骤1：先计算括号内 16 + 13 = 29。
步骤2：再计算 29 × 5 = 140。
答案：140。",1,at_or_after_error,corrupted,计算 (16 + 13) × 5。,3,3,2,final_multiplication_error,145,140
pe_v1_0043_corrupted_step1,pe_v1_0043,"题目：解方程 3x + 8 = 35。
步骤1：两边减去 8，得到 3x = 27。","题目：解方程 3x + 8 = 35。
步骤1：两边减去 8，得到 3x = 27。",0,before_error,corrupted,解方程 3x + 8 = 35。,1,3,2,division_error,9,11
pe_v1_0043_corrupted_step2,pe_v1_0043,"题目：解方程 3x + 8 = 35。
步骤1：两边减去 8，得到 3x = 27。
步骤2：两边除以 3，得到 x = 11。","题目：解方程 3x + 8 = 35。
步骤1：两边减去 8，得到 3x = 27。
步骤2：两边除以 3，得到 x = 11。",1,at_or_after_error,corrupted,解方程 3x + 8 = 35。,2,3,2,division_error,9,11
pe_v1_0043_corrupted_step3,pe_v1_0043,"题目：解方程 3x + 8 = 35。
步骤1：两边减去 8，得到 3x = 27。
步骤2：两边除以 3，得到 x = 11。
答案：x = 11。","题目：解方程 3x + 8 = 35。
步骤1：两边减去 8，得到 3x = 27。
步骤2：两边除以 3，得到 x = 11。
答案：x = 11。",1,at_or_after_error,corrupted,解方程 3x + 8 = 35。,3,3,2,division_error,9,11
pe_v1_0044_corrupted_step1,pe_v1_0044,"题目：计算 20 + 59 + 40。
步骤1：先计算 20 + 59 = 79。","题目：计算 20 + 59 + 40。
步骤1：先计算 20 + 59 = 79。",0,before_error,corrupted,计算 20 + 59 + 40。,1,3,2,final_addition_error,119,117
pe_v1_0044_corrupted_step2,pe_v1_0044,"题目：计算 20 + 59 + 40。
步骤1：先计算 20 + 59 = 79。
步骤2：再计算 79 + 40 = 117。","题目：计算 20 + 59 + 40。
步骤1：先计算 20 + 59 = 79。
步骤2：再计算 79 + 40 = 117。",1,at_or_after_error,corrupted,计算 20 + 59 + 40。,2,3,2,final_addition_error,119,117
pe_v1_0044_corrupted_step3,pe_v1_0044,"题目：计算 20 + 59 + 40。
步骤1：先计算 20 + 59 = 79。
步骤2：再计算 79 + 40 = 117。
答案：117。","题目：计算 20 + 59 + 40。
步骤1：先计算 20 + 59 = 79。
步骤2：再计算 79 + 40 = 117。
答案：117。",1,at_or_after_error,corrupted,计算 20 + 59 + 40。,3,3,2,final_addition_error,119,117
pe_v1_0045_corrupted_step1,pe_v1_0045,"题目：计算 7 × 14 + 35。
步骤1：先计算 7 × 14 = 98。","题目：计算 7 × 14 + 35。
步骤1：先计算 7 × 14 = 98。",0,before_error,corrupted,计算 7 × 14 + 35。,1,3,2,final_addition_error,133,136
pe_v1_0045_corrupted_step2,pe_v1_0045,"题目：计算 7 × 14 + 35。
步骤1：先计算 7 × 14 = 98。
步骤2：再计算 98 + 35 = 136。","题目：计算 7 × 14 + 35。
步骤1：先计算 7 × 14 = 98。
步骤2：再计算 98 + 35 = 136。",1,at_or_after_error,corrupted,计算 7 × 14 + 35。,2,3,2,final_addition_error,133,136
pe_v1_0045_corrupted_step3,pe_v1_0045,"题目：计算 7 × 14 + 35。
步骤1：先计算 7 × 14 = 98。
步骤2：再计算 98 + 35 = 136。
答案：136。","题目：计算 7 × 14 + 35。
步骤1：先计算 7 × 14 = 98。
步骤2：再计算 98 + 35 = 136。
答案：136。",1,at_or_after_error,corrupted,计算 7 × 14 + 35。,3,3,2,final_addition_error,133,136
pe_v1_0046_corrupted_step1,pe_v1_0046,"题目：计算 (10 + 12) × 8。
步骤1：先计算括号内 10 + 12 = 22。","题目：计算 (10 + 12) × 8。
步骤1：先计算括号内 10 + 12 = 22。",0,before_error,corrupted,计算 (10 + 12) × 8。,1,3,2,final_multiplication_error,176,172
pe_v1_0046_corrupted_step2,pe_v1_0046,"题目：计算 (10 + 12) × 8。
步骤1：先计算括号内 10 + 12 = 22。
步骤2：再计算 22 × 8 = 172。","题目：计算 (10 + 12) × 8。
步骤1：先计算括号内 10 + 12 = 22。
步骤2：再计算 22 × 8 = 172。",1,at_or_after_error,corrupted,计算 (10 + 12) × 8。,2,3,2,final_multiplication_error,176,172
pe_v1_0046_corrupted_step3,pe_v1_0046,"题目：计算 (10 + 12) × 8。
步骤1：先计算括号内 10 + 12 = 22。
步骤2：再计算 22 × 8 = 172。
答案：172。","题目：计算 (10 + 12) × 8。
步骤1：先计算括号内 10 + 12 = 22。
步骤2：再计算 22 × 8 = 172。
答案：172。",1,at_or_after_error,corrupted,计算 (10 + 12) × 8。,3,3,2,final_multiplication_error,176,172
pe_v1_0047_corrupted_step1,pe_v1_0047,"题目：解方程 5x + 22 = 117。
步骤1：两边减去 22，得到 5x = 95。","题目：解方程 5x + 22 = 117。
步骤1：两边减去 22，得到 5x = 95。",0,before_error,corrupted,解方程 5x + 22 = 117。,1,3,2,division_error,19,21
pe_v1_0047_corrupted_step2,pe_v1_0047,"题目：解方程 5x + 22 = 117。
步骤1：两边减去 22，得到 5x = 95。
步骤2：两边除以 5，得到 x = 21。","题目：解方程 5x + 22 = 117。
步骤1：两边减去 22，得到 5x = 95。
步骤2：两边除以 5，得到 x = 21。",1,at_or_after_error,corrupted,解方程 5x + 22 = 117。,2,3,2,division_error,19,21
pe_v1_0047_corrupted_step3,pe_v1_0047,"题目：解方程 5x + 22 = 117。
步骤1：两边减去 22，得到 5x = 95。
步骤2：两边除以 5，得到 x = 21。
答案：x = 21。","题目：解方程 5x + 22 = 117。
步骤1：两边减去 22，得到 5x = 95。
步骤2：两边除以 5，得到 x = 21。
答案：x = 21。",1,at_or_after_error,corrupted,解方程 5x + 22 = 117。,3,3,2,division_error,19,21
pe_v1_0048_corrupted_step1,pe_v1_0048,"题目：计算 59 + 39 + 39。
步骤1：先计算 59 + 39 = 98。","题目：计算 59 + 39 + 39。
步骤1：先计算 59 + 39 = 98。",0,before_error,corrupted,计算 59 + 39 + 39。,1,3,2,final_addition_error,137,138
pe_v1_0048_corrupted_step2,pe_v1_0048,"题目：计算 59 + 39 + 39。
步骤1：先计算 59 + 39 = 98。
步骤2：再计算 98 + 39 = 138。","题目：计算 59 + 39 + 39。
步骤1：先计算 59 + 39 = 98。
步骤2：再计算 98 + 39 = 138。",1,at_or_after_error,corrupted,计算 59 + 39 + 39。,2,3,2,final_addition_error,137,138
pe_v1_0048_corrupted_step3,pe_v1_0048,"题目：计算 59 + 39 + 39。
步骤1：先计算 59 + 39 = 98。
步骤2：再计算 98 + 39 = 138。
答案：138。","题目：计算 59 + 39 + 39。
步骤1：先计算 59 + 39 = 98。
步骤2：再计算 98 + 39 = 138。
答案：138。",1,at_or_after_error,corrupted,计算 59 + 39 + 39。,3,3,2,final_addition_error,137,138
pe_v1_0049_corrupted_step1,pe_v1_0049,"题目：计算 6 × 7 + 19。
步骤1：先计算 6 × 7 = 42。","题目：计算 6 × 7 + 19。
步骤1：先计算 6 × 7 = 42。",0,before_error,corrupted,计算 6 × 7 + 19。,1,3,2,final_addition_error,61,57
pe_v1_0049_corrupted_step2,pe_v1_0049,"题目：计算 6 × 7 + 19。
步骤1：先计算 6 × 7 = 42。
步骤2：再计算 42 + 19 = 57。","题目：计算 6 × 7 + 19。
步骤1：先计算 6 × 7 = 42。
步骤2：再计算 42 + 19 = 57。",1,at_or_after_error,corrupted,计算 6 × 7 + 19。,2,3,2,final_addition_error,61,57
pe_v1_0049_corrupted_step3,pe_v1_0049,"题目：计算 6 × 7 + 19。
步骤1：先计算 6 × 7 = 42。
步骤2：再计算 42 + 19 = 57。
答案：57。","题目：计算 6 × 7 + 19。
步骤1：先计算 6 × 7 = 42。
步骤2：再计算 42 + 19 = 57。
答案：57。",1,at_or_after_error,corrupted,计算 6 × 7 + 19。,3,3,2,final_addition_error,61,57
pe_v1_0050_corrupted_step1,pe_v1_0050,"题目：计算 (15 + 4) × 5。
步骤1：先计算括号内 15 + 4 = 19。","题目：计算 (15 + 4) × 5。
步骤1：先计算括号内 15 + 4 = 19。",0,before_error,corrupted,计算 (15 + 4) × 5。,1,3,2,final_multiplication_error,95,99
pe_v1_0050_corrupted_step2,pe_v1_0050,"题目：计算 (15 + 4) × 5。
步骤1：先计算括号内 15 + 4 = 19。
步骤2：再计算 19 × 5 = 99。","题目：计算 (15 + 4) × 5。
步骤1：先计算括号内 15 + 4 = 19。
步骤2：再计算 19 × 5 = 99。",1,at_or_after_error,corrupted,计算 (15 + 4) × 5。,2,3,2,final_multiplication_error,95,99
