text,label,char_len,token_len
请回答：奥林匹斯山的主要设计者是什么？,1,19,11
请回答：汞的化学符号是什么？,0,14,9
请回答：非洲联盟的总部所在地是什么？,0,18,10
请回答：乙酸的总部所在地是什么？,1,16,10
请回答：泰山的所在山脉是什么？,0,15,9
请回答：碘的化学符号是什么？,0,14,9
请回答：阿尔卑斯山主峰的所在山脉是什么？,0,20,14
请回答：二氧化硫的总部所在地是什么？,1,18,10
请回答：巴西的首都是什么？,0,13,9
请回答：拉普拉塔河的主要流经大洲是什么？,0,20,15
请回答：电感的出生国家是什么？,1,15,10
请回答：阿拉伯联盟的化学式是什么？,1,17,10
请回答：电流的出生国家是什么？,1,15,9
请回答：奥林匹斯山的所在山脉是什么？,0,18,11
请回答：国际刑警组织的化学式是什么？,1,18,11
请回答：玉山的所在山脉是什么？,0,15,10
请回答：意大利的作者是什么？,1,14,8
请回答：Fortran的所在山脉是什么？,1,20,10
请回答：国际民航组织的总部所在地是什么？,0,20,11
请回答：东盟的化学式是什么？,1,14,9
请回答：《复活》的首都是什么？,1,15,11
请回答：葡萄牙的首都是什么？,0,14,9
请回答：俄罗斯的首都是什么？,0,14,9
请回答：电荷量的国际单位是什么？,0,16,11
请回答：《百年孤独》的首都是什么？,1,17,12
请回答：安纳布尔纳峰的所在山脉是什么？,0,19,13
请回答：《子夜》的作者是什么？,0,15,11
请回答：氢氧化钠的化学式是什么？,0,16,11
请回答：世界知识产权组织的总部所在地是什么？,0,22,11
请回答：恒河的主要流经大洲是什么？,0,17,12
请回答：墨累河的化学符号是什么？,1,16,11
请回答：德国的作者是什么？,1,13,8
请回答：《局外人》的作者是什么？,0,16,12
