id,prompt,label,type,category,entity,char_len,token_len
ctrl_0261,请回答：雨果出生在哪个国家？,0,known_controlled_v2,person_country,雨果,14,10
ctrl_0262,请回答：利锗的化学符号是什么？,1,unknown_controlled_v2,element_symbol,利锗,15,10
ctrl_0263,请回答：莫尔工业联盟的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,莫尔工业联盟,18,12
ctrl_0264,请回答：红十字国际委员会的总部位于哪里？,0,known_controlled_v2,organization_headquarters,红十字国际委员会,20,12
ctrl_0265,请回答：钙的化学符号是什么？,0,known_controlled_v2,element_symbol,钙,14,9
ctrl_0266,请回答：湄公河主要流经哪个大洲？,0,known_controlled_v2,river_continent,湄公河,16,13
ctrl_0267,请回答：澳大利亚的首都是哪里？,0,known_controlled_v2,capital,澳大利亚,15,9
ctrl_0268,请回答：《北岸之书》的作者是谁？,1,unknown_controlled_v2,book_author,北岸之书,16,13
ctrl_0269,请回答：多米克出生在哪个国家？,1,unknown_controlled_v2,person_country,多米克,15,11
ctrl_0270,请回答：巴索酸的化学式是什么？,1,unknown_controlled_v2,chemical_formula,巴索酸,15,11
ctrl_0271,请回答：霍兰酮的化学式是什么？,1,unknown_controlled_v2,chemical_formula,霍兰酮,15,11
ctrl_0272,请回答：塔苏尼亚的首都是哪里？,1,unknown_controlled_v2,capital,塔苏尼亚,15,11
ctrl_0273,请回答：国际刑警组织的总部位于哪里？,0,known_controlled_v2,organization_headquarters,国际刑警组织,18,11
ctrl_0274,请回答：国际原子能机构的总部位于哪里？,0,known_controlled_v2,organization_headquarters,国际原子能机构,19,12
ctrl_0275,请回答：诺兰河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,诺兰河,16,13
ctrl_0276,请回答：多瑙河主要流经哪个大洲？,0,known_controlled_v2,river_continent,多瑙河,16,13
ctrl_0277,请回答：土耳其的首都是哪里？,0,known_controlled_v2,capital,土耳其,14,9
ctrl_0278,请回答：利奥尼亚的首都是哪里？,1,unknown_controlled_v2,capital,利奥尼亚,15,11
ctrl_0279,请回答：能量的国际单位是什么？,0,known_controlled_v2,physical_unit,能量,15,9
ctrl_0280,请回答：速度的国际单位是什么？,0,known_controlled_v2,physical_unit,速度,15,9
ctrl_0281,请回答：墨累河主要流经哪个大洲？,0,known_controlled_v2,river_continent,墨累河,16,13
ctrl_0282,请回答：艾文气象中心的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,艾文气象中心,18,12
ctrl_0283,请回答：科铱的化学符号是什么？,1,unknown_controlled_v2,element_symbol,科铱,15,10
ctrl_0284,请回答：贝多芬出生在哪个国家？,0,known_controlled_v2,person_country,贝多芬,15,11
ctrl_0285,请回答：巴赫出生在哪个国家？,0,known_controlled_v2,person_country,巴赫,14,10
ctrl_0286,请回答：《乌木日记》的作者是谁？,1,unknown_controlled_v2,book_author,乌木日记,16,12
ctrl_0287,请回答：澜势的国际单位是什么？,1,unknown_controlled_v2,physical_unit,澜势,15,10
ctrl_0288,请回答：蓝岸研究会的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,蓝岸研究会,17,12
ctrl_0289,请回答：《星河旧梦》的作者是谁？,1,unknown_controlled_v2,book_author,星河旧梦,16,13
ctrl_0290,请回答：科兰体育联合会的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,科兰体育联合会,19,12
ctrl_0291,请回答：依铌的化学符号是什么？,1,unknown_controlled_v2,element_symbol,依铌,15,10
ctrl_0292,请回答：湄南河主要流经哪个大洲？,0,known_controlled_v2,river_continent,湄南河,16,13
ctrl_0293,请回答：帕洛文出生在哪个国家？,1,unknown_controlled_v2,person_country,帕洛文,15,11
ctrl_0294,请回答：达尔文出生在哪个国家？,0,known_controlled_v2,person_country,达尔文,15,10
ctrl_0295,请回答：电流的国际单位是什么？,0,known_controlled_v2,physical_unit,电流,15,9
ctrl_0296,请回答：费稳率的国际单位是什么？,1,unknown_controlled_v2,physical_unit,费稳率,16,11
ctrl_0297,请回答：铍的化学符号是什么？,0,known_controlled_v2,element_symbol,铍,14,9
ctrl_0298,请回答：塞场强的国际单位是什么？,1,unknown_controlled_v2,physical_unit,塞场强,16,11
ctrl_0299,请回答：《呐喊》的作者是谁？,0,known_controlled_v2,book_author,呐喊,14,11
ctrl_0300,请回答：阿文尼亚的首都是哪里？,1,unknown_controlled_v2,capital,阿文尼亚,15,11
ctrl_0301,请回答：《灰鸽学院》的作者是谁？,1,unknown_controlled_v2,book_author,灰鸽学院,16,12
ctrl_0302,请回答：莫扎特出生在哪个国家？,0,known_controlled_v2,person_country,莫扎特,15,11
ctrl_0303,请回答：氢氧化钠的化学式是什么？,0,known_controlled_v2,chemical_formula,氢氧化钠,16,11
ctrl_0304,请回答：卡文贸易协会的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,卡文贸易协会,18,12
ctrl_0305,请回答：《复活》的作者是谁？,0,known_controlled_v2,book_author,复活,14,10
ctrl_0306,请回答：托兰尼亚的首都是哪里？,1,unknown_controlled_v2,capital,托兰尼亚,15,11
ctrl_0307,请回答：氮气的化学式是什么？,0,known_controlled_v2,chemical_formula,氮气,14,10
ctrl_0308,请回答：国际足联的总部位于哪里？,0,known_controlled_v2,organization_headquarters,国际足联,16,11
ctrl_0309,请回答：奥容率的国际单位是什么？,1,unknown_controlled_v2,physical_unit,奥容率,16,11
ctrl_0310,请回答：《远山账本》的作者是谁？,1,unknown_controlled_v2,book_author,远山账本,16,13
ctrl_0311,请回答：阿贝技术论坛的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,阿贝技术论坛,18,12
ctrl_0312,请回答：格兰托出生在哪个国家？,1,unknown_controlled_v2,person_country,格兰托,15,11
ctrl_0313,请回答：银的化学符号是什么？,0,known_controlled_v2,element_symbol,银,14,9
ctrl_0314,请回答：霍维金融集团的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,霍维金融集团,18,12
ctrl_0315,请回答：放射性活度的国际单位是什么？,0,known_controlled_v2,physical_unit,放射性活度,18,12
ctrl_0316,请回答：阿贝河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,阿贝河,16,13
ctrl_0317,请回答：镁的化学符号是什么？,0,known_controlled_v2,element_symbol,镁,14,9
ctrl_0318,请回答：维塔尼亚的首都是哪里？,1,unknown_controlled_v2,capital,维塔尼亚,15,11
ctrl_0319,请回答：《暮色邮差》的作者是谁？,1,unknown_controlled_v2,book_author,暮色邮差,16,13
ctrl_0320,请回答：《雷雨》的作者是谁？,0,known_controlled_v2,book_author,雷雨,14,11
ctrl_0321,请回答：塔宁醇的化学式是什么？,1,unknown_controlled_v2,chemical_formula,塔宁醇,15,11
ctrl_0322,请回答：费米烷的化学式是什么？,1,unknown_controlled_v2,chemical_formula,费米烷,15,11
ctrl_0323,请回答：奥森河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,奥森河,16,13
ctrl_0324,请回答：维诺醇的化学式是什么？,1,unknown_controlled_v2,chemical_formula,维诺醇,15,11
ctrl_0325,请回答：索米尔出生在哪个国家？,1,unknown_controlled_v2,person_country,索米尔,15,10
ctrl_0326,请回答：东盟的总部位于哪里？,0,known_controlled_v2,organization_headquarters,东盟,14,9
ctrl_0327,请回答：世界卫生组织的总部位于哪里？,0,known_controlled_v2,organization_headquarters,世界卫生组织,18,11
ctrl_0328,请回答：亚马孙河主要流经哪个大洲？,0,known_controlled_v2,river_continent,亚马孙河,17,13
ctrl_0329,请回答：多米能源署的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,多米能源署,17,12
ctrl_0330,请回答：格钯的化学符号是什么？,1,unknown_controlled_v2,element_symbol,格钯,15,10
ctrl_0331,请回答：《林间证词》的作者是谁？,1,unknown_controlled_v2,book_author,林间证词,16,13
ctrl_0332,请回答：《变形记》的作者是谁？,0,known_controlled_v2,book_author,变形记,15,11
ctrl_0333,请回答：瑞士的首都是哪里？,0,known_controlled_v2,capital,瑞士,13,9
ctrl_0334,请回答：索兰尼亚的首都是哪里？,1,unknown_controlled_v2,capital,索兰尼亚,15,11
ctrl_0335,请回答：西文河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,西文河,16,13
ctrl_0336,请回答：霍折度的国际单位是什么？,1,unknown_controlled_v2,physical_unit,霍折度,16,11
ctrl_0337,请回答：索利酸的化学式是什么？,1,unknown_controlled_v2,chemical_formula,索利酸,15,11
ctrl_0338,请回答：氯的化学符号是什么？,0,known_controlled_v2,element_symbol,氯,14,9
ctrl_0339,请回答：铜的化学符号是什么？,0,known_controlled_v2,element_symbol,铜,14,9
ctrl_0340,请回答：水的化学式是什么？,0,known_controlled_v2,chemical_formula,水,13,9
ctrl_0341,请回答：贝势差的国际单位是什么？,1,unknown_controlled_v2,physical_unit,贝势差,16,11
ctrl_0342,请回答：卡里诺亚的首都是哪里？,1,unknown_controlled_v2,capital,卡里诺亚,15,12
ctrl_0343,请回答：多兰盐的化学式是什么？,1,unknown_controlled_v2,chemical_formula,多兰盐,15,11
ctrl_0344,请回答：幼发拉底河主要流经哪个大洲？,0,known_controlled_v2,river_continent,幼发拉底河,18,15
ctrl_0345,请回答：动量的国际单位是什么？,0,known_controlled_v2,physical_unit,动量,15,10
ctrl_0346,请回答：奥贝林出生在哪个国家？,1,unknown_controlled_v2,person_country,奥贝林,15,11
ctrl_0347,请回答：波兰的首都是哪里？,0,known_controlled_v2,capital,波兰,13,9
ctrl_0348,请回答：《海棠迷宫》的作者是谁？,1,unknown_controlled_v2,book_author,海棠迷宫,16,12
ctrl_0349,请回答：氖的化学符号是什么？,0,known_controlled_v2,element_symbol,氖,14,9
ctrl_0350,请回答：洛米醇的化学式是什么？,1,unknown_controlled_v2,chemical_formula,洛米醇,15,11
ctrl_0351,请回答：兰泽盐的化学式是什么？,1,unknown_controlled_v2,chemical_formula,兰泽盐,15,11
ctrl_0352,请回答：诺卡西亚的首都是哪里？,1,unknown_controlled_v2,capital,诺卡西亚,15,11
ctrl_0353,请回答：塞洛烷的化学式是什么？,1,unknown_controlled_v2,chemical_formula,塞洛烷,15,11
ctrl_0354,请回答：索兰文化组织的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,索兰文化组织,18,12
ctrl_0355,请回答：巴索儿童基金会的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,巴索儿童基金会,19,12
ctrl_0356,请回答：氯气的化学式是什么？,0,known_controlled_v2,chemical_formula,氯气,14,10
ctrl_0357,请回答：《哈姆雷特》的作者是谁？,0,known_controlled_v2,book_author,哈姆雷特,16,13
ctrl_0358,请回答：贝苏河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,贝苏河,16,13
ctrl_0359,请回答：国际劳工组织的总部位于哪里？,0,known_controlled_v2,organization_headquarters,国际劳工组织,18,12
ctrl_0360,请回答：硫化氢的化学式是什么？,0,known_controlled_v2,chemical_formula,硫化氢,15,11
ctrl_0361,请回答：奥森医学中心的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,奥森医学中心,18,12
ctrl_0362,请回答：北约的总部位于哪里？,0,known_controlled_v2,organization_headquarters,北约,14,9
ctrl_0363,请回答：米兰河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,米兰河,16,12
ctrl_0364,请回答：巴西的首都是哪里？,0,known_controlled_v2,capital,巴西,13,9
ctrl_0365,请回答：《月下船票》的作者是谁？,1,unknown_controlled_v2,book_author,月下船票,16,12
ctrl_0366,请回答：氦的化学符号是什么？,0,known_controlled_v2,element_symbol,氦,14,9
ctrl_0367,请回答：卡索恩出生在哪个国家？,1,unknown_controlled_v2,person_country,卡索恩,15,11
ctrl_0368,请回答：《傲慢与偏见》的作者是谁？,0,known_controlled_v2,book_author,傲慢与偏见,17,14
ctrl_0369,请回答：柏拉图出生在哪个国家？,0,known_controlled_v2,person_country,柏拉图,15,11
ctrl_0370,请回答：利塔教育基金会的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,利塔教育基金会,19,12
ctrl_0371,请回答：国际法院的总部位于哪里？,0,known_controlled_v2,organization_headquarters,国际法院,16,10
ctrl_0372,请回答：奥锂的化学符号是什么？,1,unknown_controlled_v2,element_symbol,奥锂,15,10
ctrl_0373,请回答：联合国儿童基金会的总部位于哪里？,0,known_controlled_v2,organization_headquarters,联合国儿童基金会,20,11
ctrl_0374,请回答：《三国演义》的作者是谁？,0,known_controlled_v2,book_author,三国演义,16,12
ctrl_0375,请回答：利光度的国际单位是什么？,1,unknown_controlled_v2,physical_unit,利光度,16,11
ctrl_0376,请回答：意大利的首都是哪里？,0,known_controlled_v2,capital,意大利,14,9
ctrl_0377,请回答：氟的化学符号是什么？,0,known_controlled_v2,element_symbol,氟,14,9
ctrl_0378,请回答：频率的国际单位是什么？,0,known_controlled_v2,physical_unit,频率,15,9
ctrl_0379,请回答：《童年》的作者是谁？,0,known_controlled_v2,book_author,童年,14,10
ctrl_0380,请回答：《一九八四》的作者是谁？,0,known_controlled_v2,book_author,一九八四,16,13
ctrl_0381,请回答：巴索兰亚的首都是哪里？,1,unknown_controlled_v2,capital,巴索兰亚,15,12
ctrl_0382,请回答：葡萄牙的首都是哪里？,0,known_controlled_v2,capital,葡萄牙,14,9
ctrl_0383,请回答：俄罗斯的首都是哪里？,0,known_controlled_v2,capital,俄罗斯,14,9
ctrl_0384,请回答：马克思出生在哪个国家？,0,known_controlled_v2,person_country,马克思,15,9
ctrl_0385,请回答：锂的化学符号是什么？,0,known_controlled_v2,element_symbol,锂,14,9
ctrl_0386,请回答：米索尼亚的首都是哪里？,1,unknown_controlled_v2,capital,米索尼亚,15,11
ctrl_0387,请回答：塔能的国际单位是什么？,1,unknown_controlled_v2,physical_unit,塔能,15,10
ctrl_0388,请回答：西文治理联盟的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,西文治理联盟,18,12
ctrl_0389,请回答：艾镓的化学符号是什么？,1,unknown_controlled_v2,element_symbol,艾镓,15,10
ctrl_0390,请回答：长江主要流经哪个大洲？,0,known_controlled_v2,river_continent,长江,15,11
ctrl_0391,请回答：格兰协作组织的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,格兰协作组织,18,12
ctrl_0392,请回答：奥里诺科河主要流经哪个大洲？,0,known_controlled_v2,river_continent,奥里诺科河,18,15
ctrl_0393,请回答：《百年孤独》的作者是谁？,0,known_controlled_v2,book_author,百年孤独,16,11
ctrl_0394,请回答：《雾港来信》的作者是谁？,1,unknown_controlled_v2,book_author,雾港来信,16,13
ctrl_0395,请回答：《静水剧场》的作者是谁？,1,unknown_controlled_v2,book_author,静水剧场,16,12
ctrl_0396,请回答：米洛标准委员会的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,米洛标准委员会,19,12
ctrl_0397,请回答：德国的首都是哪里？,0,known_controlled_v2,capital,德国,13,9
ctrl_0398,请回答：莱茵河主要流经哪个大洲？,0,known_controlled_v2,river_continent,莱茵河,16,13
ctrl_0399,请回答：泽钨的化学符号是什么？,1,unknown_controlled_v2,element_symbol,泽钨,15,10
