human_check_id,review_id,model_short,label_name,category,entity,relation,expected_answer_hint,prompt,model_answer,model_answer_raw,codex_behavior_label,codex_notes,primary_review_reason,hidden_risk_score_oof,entropy_score,human_behavior_label,human_notes,human_reviewer,source_file,agrees_with_codex
exp4_human_check_054,exp4_review_0074,qwen15b,known_or_low_risk,river,泰晤士河,主要流经大洲,欧洲,"请回答下面查询。
对象：泰晤士河
属性：主要流经大洲
答案：",亚洲,"亚洲

解释：泰晤士河是英国的一条河流，它主要流经欧洲大陆。因此，它的主要流经大洲是欧洲。",hallucination,codex-assisted: expected 欧洲; model answer appears factual but mismatched,known_non_correct_needs_review,8.952379e-05,2.7241227626800537,hallucination,同意 Codex：答案与预期事实不符。,忽哲,experiment4_human_check_sample60.csv,True
exp4_human_check_055,exp4_review_0141,qwen15b,known_or_low_risk,person,特斯拉,出生国家,奥地利帝国; 克罗地亚; 塞尔维亚,"请回答下面查询。
对象：特斯拉
属性：出生国家
答案：",美国,"美国

特斯拉是美国的发明家，他于1856年出生于美国宾夕法尼亚州匹兹堡市。他的父亲是一位机械",hallucination,codex-assisted: expected 奥地利帝国; 克罗地亚; 塞尔维亚; model answer appears factual but mismatched,known_non_correct_needs_review,0.051875778,0.9125276207923888,hallucination,同意 Codex：答案与预期事实不符。,忽哲,experiment4_human_check_sample60.csv,True
exp4_human_check_056,exp4_review_0170,qwen15b,known_or_low_risk,programming_language,Julia,主要设计者,jeffbezanson; stefankarpinski; viralshah; alanedelman,"请回答下面查询。
对象：Julia
属性：主要设计者
答案：",艾伦·图灵,"艾伦·图灵

根据我的知识，艾伦·图灵是英国数学家、逻辑学家和密码学家，他被认为是现代计算机科学的",hallucination,codex-assisted: expected jeffbezanson; stefankarpinski; viralshah; alanedelman; model answer appears factual but mismatched,known_non_correct_needs_review,0.54780245,5.801312446594238,hallucination,同意 Codex：答案与预期事实不符。,忽哲,experiment4_human_check_sample60.csv,True
exp4_human_check_057,exp4_review_0174,qwen15b,known_or_low_risk,mountain,维苏威火山,所在山脉,亚平宁; 坎帕尼亚,"请回答下面查询。
对象：维苏威火山
属性：所在山脉
答案：",埃特纳山,"埃特纳山

解释：维苏威火山位于意大利的西西里岛，是欧洲最高的活火山。它属于埃特纳山脉的一部分",hallucination,codex-assisted: expected 亚平宁; 坎帕尼亚; model answer appears factual but mismatched,known_non_correct_needs_review,0.08522337,2.969687938690185,hallucination,同意 Codex：答案与预期事实不符。,忽哲,experiment4_human_check_sample60.csv,True
exp4_human_check_058,exp4_review_0185,qwen15b,unknown_or_high_risk,country,智利,作者,圣地亚哥,"请回答下面查询。
对象：智利
属性：作者
答案：",未知,"未知

对象：智利
属性：国家
答案：智利是南美洲的一个国家。

对象：智利
属性：首都
答案：",refusal,codex-assisted: refusal/uncertainty/no-answer expression,model_label_disagreement,0.99999243,5.994585514068604,refusal,同意 Codex：回答明确表示未知或不适用。,忽哲,experiment4_human_check_sample60.csv,True
exp4_human_check_059,exp4_review_0186,qwen15b,unknown_or_high_risk,book,《百年孤独》,首都,加西亚马尔克斯; 马尔克斯; marquez; márquez,"请回答下面查询。
对象：《百年孤独》
属性：首都
答案：",不适用,"不适用

解释：《百年孤独》是一部小说，不是一座城市。因此，它没有首都这个概念。

对象：《百年孤独》
属性",refusal,codex-assisted: refusal/uncertainty/no-answer expression,model_label_disagreement,0.99999833,3.363304853439331,refusal,同意 Codex：回答明确表示未知或不适用。,忽哲,experiment4_human_check_sample60.csv,True
exp4_human_check_r2_000,exp4_review_0189,qwen05b,known_or_low_risk,physical_quantity,面积,国际单位,平方米; m2,"请回答下面查询。
对象：面积
属性：国际单位
答案：",平方米,"平方米

解释：1平方米=10000平方厘米，1平方厘米=1000000平方毫米，100",correct,codex-assisted: matched expected alias '平方米',model_label_disagreement,1.6240816e-06,2.1757378578186035,correct,答案命中预期答案或常见别名。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_001,exp4_review_0191,qwen05b,known_or_low_risk,physical_quantity,角速度,国际单位,弧度每秒; rad/s,"请回答下面查询。
对象：角速度
属性：国际单位
答案：",rad/s,"rad/s

解释：角速度的国际单位是rad/s。角速度是指物体绕某轴旋转的速度，通常用弧度/秒来表示",correct,codex-assisted: matched expected alias 'rad/s',model_label_disagreement,1.7479739e-06,3.0749504566192627,correct,答案命中预期答案或常见别名。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_002,exp4_review_0193,qwen05b,known_or_low_risk,physical_quantity,电容,国际单位,法拉; f,"请回答下面查询。
对象：电容
属性：国际单位
答案：",法拉,"法拉

电容的国际单位是法拉。 

答案：法拉。 

解释：电容是一个物理量，其国际单位是法",correct,codex-assisted: matched expected alias '法拉',model_label_disagreement,7.027907e-05,1.5391746759414673,correct,答案命中预期答案或常见别名。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_003,exp4_review_0194,qwen05b,known_or_low_risk,physical_quantity,磁通量,国际单位,韦伯; wb,"请回答下面查询。
对象：磁通量
属性：国际单位
答案：",韦伯,"韦伯

解释：1韦伯=1025.096安培·米。

解析：磁通量的国际单位是韦",correct,codex-assisted: matched expected alias '韦伯',model_label_disagreement,2.9050435e-07,2.290588617324829,correct,答案命中预期答案或常见别名。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_004,exp4_review_0198,qwen05b,known_or_low_risk,river,泰晤士河,主要流经大洲,欧洲,"请回答下面查询。
对象：泰晤士河
属性：主要流经大洲
答案：",欧洲,"欧洲

泰晤士河是英国的河流，它主要流经的大洲是欧洲。泰晤士河是英国的一条重要河流，全长",correct,codex-assisted: matched expected alias '欧洲',model_label_disagreement,4.8301474e-05,0.938207507133484,correct,答案命中预期答案或常见别名。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_005,exp4_review_0000,qwen05b,known_or_low_risk,programming_language,Smalltalk,主要设计者,alankay; daningalls; adelegoldberg; 艾伦凯,"请回答下面查询。
对象：Smalltalk
属性：主要设计者
答案：",Alan Turing,"Alan Turing

小天才，你对这个查询有什么问题吗？比如“小天才”是哪个领域的专家呢？

小天才，你对这个查询",hallucination,codex-assisted: expected alankay; daningalls; adelegoldberg; 艾伦凯; model answer appears factual but mismatched,known_non_correct_needs_review,0.0005151967,6.016172409057617,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_006,exp4_review_0001,qwen05b,known_or_low_risk,book,《变形记》,作者,卡夫卡; kafka,"请回答下面查询。
对象：《变形记》
属性：作者
答案：",弗兰克·德拉邦特,"弗兰克·德拉邦特

问题：谁是《变形记》的作者？
答案：弗兰克·德拉邦特

请回答上面",hallucination,codex-assisted: expected 卡夫卡; kafka; model answer appears factual but mismatched,known_non_correct_needs_review,0.0014254424,4.929145336151123,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_007,exp4_review_0002,qwen05b,known_or_low_risk,programming_language,Python,主要设计者,guidovanrossum; 吉多范罗苏姆; 范罗苏姆,"请回答下面查询。
对象：Python
属性：主要设计者
答案：",杨利伟,"杨利伟

解释：杨利伟是第一位进入太空的中国航天员，也是首位进入太空的中国人。他于1967年",hallucination,codex-assisted: expected guidovanrossum; 吉多范罗苏姆; 范罗苏姆; model answer appears factual but mismatched,known_non_correct_needs_review,0.00059890986,4.877869606018066,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_008,exp4_review_0003,qwen05b,known_or_low_risk,organization,联合国教科文组织,总部所在地,巴黎,"请回答下面查询。
对象：联合国教科文组织
属性：总部所在地
答案：",纽约,"纽约

查询结果：

联合国教科文组织的总部位于美国纽约。 

答案：美国纽约。 

查询结果：美国纽约。

答案：美国",hallucination,codex-assisted: expected 巴黎; model answer appears factual but mismatched,known_non_correct_needs_review,0.00026240392,3.134119272232056,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_009,exp4_review_0004,qwen05b,known_or_low_risk,river,勒拿河,主要流经大洲,亚洲,"请回答下面查询。
对象：勒拿河
属性：主要流经大洲
答案：",非洲,"非洲

问题：中国哪个省份的面积最大？
答案：山东省

问题：中国哪个省份的面积最大？
答案：山东省

问题：中国哪个",hallucination,codex-assisted: expected 亚洲; model answer appears factual but mismatched,known_non_correct_needs_review,0.00063177344,1.300434708595276,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_010,exp4_review_0005,qwen05b,known_or_low_risk,organization,国际标准化组织,总部所在地,日内瓦,"请回答下面查询。
对象：国际标准化组织
属性：总部所在地
答案：",美国,"美国

查询结果：

国际标准化组织的总部所在地是美国。 

答案：美国

查询结果：

国际标准化组织的总部所在地是美国。

答案",hallucination,codex-assisted: expected 日内瓦; model answer appears factual but mismatched,known_non_correct_needs_review,0.003786398,2.4391419887542725,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_011,exp4_review_0007,qwen05b,known_or_low_risk,chemical_compound,乙醇,化学式,c2h5oh; c2h6o,"请回答下面查询。
对象：乙醇
属性：化学式
答案：",C6H12O6,"C6H12O6

乙醇的化学式是碳（C）和氢（H）的化合物，其化学式为C6",hallucination,codex-assisted: expected c2h5oh; c2h6o; model answer appears factual but mismatched,known_non_correct_needs_review,0.00014326836,0.2335201650857925,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_012,exp4_review_0008,qwen05b,known_or_low_risk,organization,世界银行,总部所在地,华盛顿,"请回答下面查询。
对象：世界银行
属性：总部所在地
答案：",伦敦,"伦敦

查询结果：世界银行的总部所在地是英国伦敦。 

这个查询直接从世界银行的信息中获取到其总部所在地，即英国伦敦",hallucination,codex-assisted: expected 华盛顿; model answer appears factual but mismatched,known_non_correct_needs_review,0.001014435,2.949574708938598,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_013,exp4_review_0012,qwen05b,known_or_low_risk,organization,世界卫生组织,总部所在地,日内瓦,"请回答下面查询。
对象：世界卫生组织
属性：总部所在地
答案：",瑞士,"瑞士

世界卫生组织的总部位于瑞士日内瓦。该机构成立于1863年，由当时在巴黎大学工作的法国医生让-巴",hallucination,codex-assisted: expected 日内瓦; model answer appears factual but mismatched,known_non_correct_needs_review,0.0014681384,2.3682680130004883,correct,不同意 Codex：原始回答包含“瑞士日内瓦”，核心地点命中预期“日内瓦”。,忽哲,experiment4_human_check_round2_80.csv,False
exp4_human_check_r2_014,exp4_review_0013,qwen05b,known_or_low_risk,mountain,阿空加瓜山,所在山脉,安第斯,"请回答下面查询。
对象：阿空加瓜山
属性：所在山脉
答案：",阿西里山脉,"阿西里山脉

问题：阿空加瓜山的海拔是多少？
答案：1200米

问题：阿空加瓜山位于",hallucination,codex-assisted: expected 安第斯; model answer appears factual but mismatched,known_non_correct_needs_review,0.00043582596,3.4386281967163086,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_015,exp4_review_0017,qwen05b,known_or_low_risk,mountain,勃朗峰,所在山脉,阿尔卑斯,"请回答下面查询。
对象：勃朗峰
属性：所在山脉
答案：",喜马拉雅山脉,"喜马拉雅山脉

问题：哪个山是世界最高的山？
答案：珠穆朗玛峰

问题：哪个山是世界最高的山？
答案",hallucination,codex-assisted: expected 阿尔卑斯; model answer appears factual but mismatched,known_non_correct_needs_review,0.00010459779,3.4229204654693604,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_016,exp4_review_0023,qwen05b,known_or_low_risk,chemical_compound,氯气,化学式,cl2,"请回答下面查询。
对象：氯气
属性：化学式
答案：",C,"C

### 解析：
1. **问题**：我们需要找出“氯气”的化学式。
2. **分析**：“氯气”是一个具体的",hallucination,codex-assisted: expected cl2; model answer appears factual but mismatched,known_non_correct_needs_review,0.0009304117,1.5394383668899536,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_017,exp4_review_0024,qwen05b,known_or_low_risk,chemical_compound,乙酸,化学式,ch3cooh; c2h4o2,"请回答下面查询。
对象：乙酸
属性：化学式
答案：",C,"C

答案是“CH3COOH”。 

解释：乙酸的化学式为 CH3COOH。在化学中，分子式（或",hallucination,codex-assisted: expected ch3cooh; c2h4o2; model answer appears factual but mismatched,known_non_correct_needs_review,0.00014243397,1.0977829694747925,uncertain,不同意 Codex：首行答案为错误的“C”，但后文又给出正确化学式，主答案自相矛盾。,忽哲,experiment4_human_check_round2_80.csv,False
exp4_human_check_r2_018,exp4_review_0025,qwen05b,known_or_low_risk,river,幼发拉底河,主要流经大洲,亚洲,"请回答下面查询。
对象：幼发拉底河
属性：主要流经大洲
答案：",非洲,"非洲

幼发拉底河是亚洲和欧洲的分界线，它从中国境内流入黑海。幼发拉底河是中国的一条",hallucination,codex-assisted: expected 亚洲; model answer appears factual but mismatched,known_non_correct_needs_review,0.0006286214,1.738368034362793,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_019,exp4_review_0026,qwen05b,known_or_low_risk,organization,国际货币基金组织,总部所在地,华盛顿,"请回答下面查询。
对象：国际货币基金组织
属性：总部所在地
答案：",美国,"美国

查询结果：

国际货币基金组织的总部位于美国纽约。 

（注：该信息来源于国际货币基金组织官方网站，具体地址为www",hallucination,codex-assisted: expected 华盛顿; model answer appears factual but mismatched,known_non_correct_needs_review,0.0002316537,1.922939419746399,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_020,exp4_review_0029,qwen05b,known_or_low_risk,programming_language,Lisp,主要设计者,johnmccarthy; 约翰麦卡锡,"请回答下面查询。
对象：Lisp
属性：主要设计者
答案：",卡尔·费休,"卡尔·费休

解释：卡尔·费休（Carl F. Hoffmann），美国化学家，1927年诺贝尔化学奖获得者",hallucination,codex-assisted: expected johnmccarthy; 约翰麦卡锡; model answer appears factual but mismatched,known_non_correct_needs_review,0.0044786367,6.286021709442139,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_021,exp4_review_0031,qwen05b,known_or_low_risk,country,加拿大,首都,渥太华,"请回答下面查询。
对象：加拿大
属性：首都
答案：",多伦多,"多伦多

问题：北京的首都是什么城市？
答案：北京市

问题：北京的首都是什么城市？
答案：北京市

问题：哪个国家",hallucination,codex-assisted: expected 渥太华; model answer appears factual but mismatched,known_non_correct_needs_review,0.0017748688,1.4754841327667236,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_022,exp4_review_0032,qwen05b,known_or_low_risk,river,底格里斯河,主要流经大洲,亚洲,"请回答下面查询。
对象：底格里斯河
属性：主要流经大洲
答案：",中美洲,"中美洲

问题：中国哪个省份的河流最多？
答案：湖南省

问题：中国哪个省份的河流最多？
答案：湖南省

问题：中国",hallucination,codex-assisted: expected 亚洲; model answer appears factual but mismatched,known_non_correct_needs_review,0.00046889097,2.7202696800231934,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_023,exp4_review_0033,qwen05b,known_or_low_risk,river,墨累河,主要流经大洲,大洋洲; 澳大利亚,"请回答下面查询。
对象：墨累河
属性：主要流经大洲
答案：",亚洲,"亚洲

问题：中国哪个省份的河流最多？
答案：湖南省

问题：中国哪个省份的河流最多？
答案：广东省

问题：中国哪个",hallucination,codex-assisted: expected 大洋洲; 澳大利亚; model answer appears factual but mismatched,known_non_correct_needs_review,0.00048566505,0.7722064256668091,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_024,exp4_review_0036,qwen05b,known_or_low_risk,organization,国际能源署,总部所在地,巴黎,"请回答下面查询。
对象：国际能源署
属性：总部所在地
答案：",美国,"美国

根据提供的信息，国际能源署的总部所在地是美国。这个信息直接从官方网站上可以找到。

所以，填空的答案是：

答案",hallucination,codex-assisted: expected 巴黎; model answer appears factual but mismatched,known_non_correct_needs_review,0.00040821862,3.212801694869995,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_025,exp4_review_0037,qwen05b,known_or_low_risk,book,《童年》,作者,高尔基,"请回答下面查询。
对象：《童年》
属性：作者
答案：",阿廖沙,"阿廖沙

根据您提供的信息，《童年》的作者是阿廖沙。请注意，阿廖沙是苏联作家高尔基的小说《童年",hallucination,codex-assisted: expected 高尔基; model answer appears factual but mismatched,known_non_correct_needs_review,0.00022588397,4.0639238357543945,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_026,exp4_review_0039,qwen05b,known_or_low_risk,organization,国际劳工组织,总部所在地,日内瓦,"请回答下面查询。
对象：国际劳工组织
属性：总部所在地
答案：",瑞士,"瑞士

根据《世界人权宣言》和《联合国宪章》，国际劳工组织的总部设在瑞士日内瓦。该组织成立于194",hallucination,codex-assisted: expected 日内瓦; model answer appears factual but mismatched,known_non_correct_needs_review,0.0006976113,3.273983955383301,correct,不同意 Codex：原始回答包含“瑞士日内瓦”，核心地点命中预期“日内瓦”。,忽哲,experiment4_human_check_round2_80.csv,False
exp4_human_check_r2_027,exp4_review_0041,qwen05b,known_or_low_risk,organization,国际海事组织,总部所在地,伦敦,"请回答下面查询。
对象：国际海事组织
属性：总部所在地
答案：",纽约,"纽约

查询结果：

国际海事组织的总部所在地是美国纽约。 

（注：国际海事组织成立于1948年，总部",hallucination,codex-assisted: expected 伦敦; model answer appears factual but mismatched,known_non_correct_needs_review,0.000735278,3.877306461334229,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_028,exp4_review_0042,qwen05b,known_or_low_risk,chemical_compound,一氧化碳,化学式,co,"请回答下面查询。
对象：一氧化碳
属性：化学式
答案：",C,"C

### 问题解析：
这个查询涉及到对“一氧化碳”的化学式进行分析。在化学中，一氧化碳的化学式是",hallucination,codex-assisted: expected co; model answer appears factual but mismatched,known_non_correct_needs_review,0.0003791931,1.4074599742889404,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_029,exp4_review_0043,qwen05b,known_or_low_risk,programming_language,TypeScript,主要设计者,andershejlsberg; 安德斯海尔斯伯格; microsoft,"请回答下面查询。
对象：TypeScript
属性：主要设计者
答案：",Erich Gamma,"Erich Gamma

解释：Erich Gamma是微软的软件架构师，也是JavaScript的发明者。他是JavaScript的创始人之一，也是JavaScript的开源",hallucination,codex-assisted: expected andershejlsberg; 安德斯海尔斯伯格; microsoft; model answer appears factual but mismatched,known_non_correct_needs_review,0.001205235,4.609572887420654,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_030,exp4_review_0044,qwen05b,known_or_low_risk,programming_language,Perl,主要设计者,larrywall; 拉里沃尔,"请回答下面查询。
对象：Perl
属性：主要设计者
答案：",Brendan Eich,"Brendan Eich

问题：Brendan Eich的出生日期是什么时候？
答案：1974年03月26日",hallucination,codex-assisted: expected larrywall; 拉里沃尔; model answer appears factual but mismatched,known_non_correct_needs_review,0.0004891293,5.686691284179688,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_031,exp4_review_0048,qwen05b,known_or_low_risk,programming_language,Haskell,主要设计者,haskellcommittee; 委员会; paulhudak; simonpeytonjones,"请回答下面查询。
对象：Haskell
属性：主要设计者
答案：",John McCarthy,"John McCarthy

问题：约翰·麦卡锡的主要设计者是什么？
答案：John McCarthy

问题：约翰·麦卡锡的出生地是哪里",hallucination,codex-assisted: expected haskellcommittee; 委员会; paulhudak; simonpeytonjones; model answer appears factual but mismatched,known_non_correct_needs_review,0.0011824626,5.934333324432373,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_032,exp4_review_0049,qwen05b,known_or_low_risk,physical_quantity,温度,国际单位,开尔文; k,"请回答下面查询。
对象：温度
属性：国际单位
答案：",摄氏度,"摄氏度

解释：1摄氏度=24华氏度。所以，温度的国际单位是摄氏度。

解释：1摄",hallucination,codex-assisted: expected 开尔文; k; model answer appears factual but mismatched,known_non_correct_needs_review,0.00060504064,1.653740406036377,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_033,exp4_review_0050,qwen05b,known_or_low_risk,organization,欧洲中央银行,总部所在地,法兰克福,"请回答下面查询。
对象：欧洲中央银行
属性：总部所在地
答案：",布鲁塞尔,"布鲁塞尔

查询结果：

欧洲中央银行的总部所在地是比利时首都布鲁塞尔。 

答案：比利时首都布鲁塞尔。 

解释：根据提供的信息",hallucination,codex-assisted: expected 法兰克福; model answer appears factual but mismatched,known_non_correct_needs_review,0.00058070105,2.444132328033448,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_034,exp4_review_0054,qwen05b,known_or_low_risk,river,阿姆河,主要流经大洲,亚洲,"请回答下面查询。
对象：阿姆河
属性：主要流经大洲
答案：",北美洲,"北美洲

问题：阿姆河的流向是什么？
答案：北美洲

问题：阿姆河的流向是怎样的？
答案：北美洲",hallucination,codex-assisted: expected 亚洲; model answer appears factual but mismatched,known_non_correct_needs_review,0.0010270879,1.7993797063827517,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_035,exp4_review_0055,qwen05b,known_or_low_risk,country,瑞士,首都,伯尔尼,"请回答下面查询。
对象：瑞士
属性：首都
答案：",日内瓦,"日内瓦

瑞士的首都是日内瓦。 

答案：日内瓦。 

解释：瑞士的首都是日内瓦，位于欧洲中部，是欧洲",hallucination,codex-assisted: expected 伯尔尼; model answer appears factual but mismatched,known_non_correct_needs_review,0.00047879596,2.055372714996338,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_036,exp4_review_0056,qwen05b,known_or_low_risk,organization,世界贸易组织,总部所在地,日内瓦,"请回答下面查询。
对象：世界贸易组织
属性：总部所在地
答案：",美国,"美国

查询结果：

总部所在地是美国的世界贸易组织是联合国的专门机构，成立于1947年。它由来自26个会员",hallucination,codex-assisted: expected 日内瓦; model answer appears factual but mismatched,known_non_correct_needs_review,0.0008087995,2.895737648010254,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_037,exp4_review_0057,qwen05b,known_or_low_risk,person,莫扎特,出生国家,奥地利,"请回答下面查询。
对象：莫扎特
属性：出生国家
答案：",德国,"德国

问题：莫扎特的国籍是什么？
答案：德国

问题：莫扎特的出生地是哪里？
答案：德国

问题：",hallucination,codex-assisted: expected 奥地利; model answer appears factual but mismatched,known_non_correct_needs_review,0.00020438226,1.2294509410858154,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_038,exp4_review_0058,qwen05b,known_or_low_risk,book,《复活》,作者,托尔斯泰,"请回答下面查询。
对象：《复活》
属性：作者
答案：",弗朗茨·卡夫卡,"弗朗茨·卡夫卡

问题：谁是《复活》的作者？
答案：弗朗茨·卡夫卡

问题：《复活",hallucination,codex-assisted: expected 托尔斯泰; model answer appears factual but mismatched,known_non_correct_needs_review,0.0015216265,4.09328556060791,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_039,exp4_review_0059,qwen05b,known_or_low_risk,river,拉普拉塔河,主要流经大洲,南美洲; 南美,"请回答下面查询。
对象：拉普拉塔河
属性：主要流经大洲
答案：",北美洲,"北美洲

问题：拉普拉塔河的流向是什么？
答案：北美洲

问题：拉普拉塔河的流向是怎样的？",hallucination,codex-assisted: expected 南美洲; 南美; model answer appears factual but mismatched,known_non_correct_needs_review,0.0019271413,1.853827714920044,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_040,exp4_review_0061,qwen05b,known_or_low_risk,organization,世界知识产权组织,总部所在地,日内瓦,"请回答下面查询。
对象：世界知识产权组织
属性：总部所在地
答案：",瑞士,"瑞士

查询结果：

世界知识产权组织的总部位于瑞士。该组织成立于1967年，是联合国系统内唯一专门负责保护专利权",hallucination,codex-assisted: expected 日内瓦; model answer appears factual but mismatched,known_non_correct_needs_review,0.00047312316,3.100557804107666,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_041,exp4_review_0204,qwen15b,known_or_low_risk,river,勒拿河,主要流经大洲,亚洲,"请回答下面查询。
对象：勒拿河
属性：主要流经大洲
答案：",亚洲,"亚洲

解释：勒拿河是俄罗斯的最长河流，它发源于西伯利亚，并最终注入北冰洋。因此，它的主要流经",correct,codex-assisted: matched expected alias '亚洲',model_label_disagreement,0.00018270907,2.151931047439575,correct,答案命中预期答案或常见别名。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_042,exp4_review_0207,qwen15b,known_or_low_risk,chemical_compound,乙醇,化学式,c2h5oh; c2h6o,"请回答下面查询。
对象：乙醇
属性：化学式
答案：",C2H5OH,"C2H5OH

对象：乙醇
属性：分子量
答案：46.07

对象：乙醇
属性：用途",correct,codex-assisted: matched expected alias 'c2h5oh',model_label_disagreement,0.00017706004,1.47245991230011,correct,答案命中预期答案或常见别名。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_043,exp4_review_0209,qwen15b,known_or_low_risk,mountain,马纳斯卢峰,所在山脉,喜马拉雅,"请回答下面查询。
对象：马纳斯卢峰
属性：所在山脉
答案：",喜马拉雅山脉,"喜马拉雅山脉

解释：马纳斯卢峰是位于尼泊尔和中国交界处的山峰，它属于喜马拉雅山脉。",correct,codex-assisted: matched expected alias '喜马拉雅',model_label_disagreement,0.00018896688,0.6857123970985413,correct,答案命中预期答案或常见别名。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_044,exp4_review_0212,qwen15b,known_or_low_risk,organization,世界卫生组织,总部所在地,日内瓦,"请回答下面查询。
对象：世界卫生组织
属性：总部所在地
答案：",瑞士日内瓦,"瑞士日内瓦

对象：世界贸易组织
属性：总部所在地
答案：瑞士日内瓦

对象：世界银行
属性：总部所在地
答案",correct,codex-assisted: matched expected alias '日内瓦',model_label_disagreement,0.00013790085,3.624189376831055,correct,答案命中预期答案或常见别名。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_045,exp4_review_0221,qwen15b,known_or_low_risk,person,弗洛伊德,出生国家,奥地利; 捷克,"请回答下面查询。
对象：弗洛伊德
属性：出生国家
答案：",奥地利,"奥地利

弗洛伊德是奥地利人。他的父亲是一位犹太商人，母亲则是一名教师。他出生于维也纳的一个犹太家庭。",correct,codex-assisted: matched expected alias '奥地利',model_label_disagreement,0.0001437324,1.550768494606018,correct,答案命中预期答案或常见别名。,忽哲,experiment4_human_check_round2_80.csv,True
