id,behavior_label,notes,label,label_name,category,entity,relation,model_answer,model_answer_raw
ctrlv4_0139,,,0,known_or_low_risk,river,珠江,主要流经大洲,亚洲,"亚洲

解释：珠江是位于中国广东省的河流，它是中国南方重要的水系之一。珠江发源于云南省，流经中国多个省份，最终"
ctrlv4_0140,,,1,unknown_or_high_risk,physical_quantity,磁通量,出生国家,德国,"德国

磁通量是物理中的一个概念，它表示穿过某一闭合曲面的磁感线数量。这个概念最早由德国物理学家"
ctrlv4_0141,,,1,unknown_or_high_risk,country,英国,作者,莎士比亚,"莎士比亚

对象：美国
属性：作者
答案：托马斯·杰斐逊

对象：中国
属性：作者
答案："
ctrlv4_0142,,,0,known_or_low_risk,programming_language,Ruby,主要设计者,埃里克·梅森,"埃里克·梅森

根据维基百科，Ruby是一种编程语言，由美国程序员埃里克·梅森(Eric Matthes)在"
ctrlv4_0143,,,1,unknown_or_high_risk,element,钾,主要流经大洲,亚洲,"亚洲

解释：钾是地球上含量最多的碱金属元素，主要分布在亚洲的盐湖和沙漠地区。这些地区的土壤和地下水含有大量的钾元素"
ctrlv4_0144,,,1,unknown_or_high_risk,chemical_compound,氯化银,总部所在地,中国,"中国

氯化银的总部位于中国。 1987年，中国科学院化学研究所和上海有机化学研究所合作，在中国科学院上海有机"
ctrlv4_0145,,,1,unknown_or_high_risk,element,铬,主要流经大洲,非洲,"非洲

铬是一种化学元素，其原子序数为24。它在自然界中以多种形式存在，其中最常见的形式是三价的Cr"
ctrlv4_0146,,,0,known_or_low_risk,mountain,峨眉山,所在山脉,青藏高原,"青藏高原

解释：峨眉山位于中国四川省，是四川的著名旅游景点之一。它属于青藏高原的一部分，是中国著名的佛教名"
ctrlv4_0147,,,1,unknown_or_high_risk,organization,国际能源署,化学式,C6H12O6,"C6H12O6

这个化学式代表的是什么？
这个化学式代表的是葡萄糖，是一种常见的单糖。它在生物体内"
ctrlv4_0148,,,0,known_or_low_risk,book,《骆驼祥子》,作者,老舍,"老舍

对象：《骆驼祥子》
属性：类型
答案：小说

对象：《骆驼祥子》
属性：出版"
ctrlv4_0149,,,0,known_or_low_risk,chemical_compound,氯气,化学式,Cl2,"Cl2

对象：氯气
属性：用途
答案：消毒剂、漂白剂、灭火剂等

对象：氯气
属性："
ctrlv4_0150,,,1,unknown_or_high_risk,organization,国际劳工组织,化学式,无,"无

解释：国际劳工组织是联合国的一个专门机构，没有化学式的定义。所以答案为“无”。 

注意：这个题目可能是一个"
ctrlv4_0151,,,1,unknown_or_high_risk,organization,欧盟委员会,化学式,无,"无

解释：欧盟委员会是一个国际组织，没有化学式。 但是，欧盟的总部位于比利时布鲁塞尔，其英文缩写为EU。"
ctrlv4_0152,,,1,unknown_or_high_risk,chemical_compound,臭氧,总部所在地,美国,"美国

解释：臭氧的总部位于美国。 2019年，美国环保署（EPA）发布了臭氧标准，规定臭"
ctrlv4_0153,,,1,unknown_or_high_risk,mountain,玉山,主要设计者,李叔同,"李叔同

玉山是位于中国浙江省的一个山脉，其主要设计者是李叔同。李叔同（1880年-"
ctrlv4_0154,,,1,unknown_or_high_risk,book,《子夜》,首都,上海,"上海

对象：《子夜》
属性：作者
答案：茅盾

对象：《子夜》
属性：类型
答案：长"
ctrlv4_0155,,,1,unknown_or_high_risk,country,波兰,作者,亨利·基辛格,"亨利·基辛格

亨利·基辛格是波兰裔美国政治家、外交家，1947年出生于华沙。"
ctrlv4_0156,,,1,unknown_or_high_risk,organization,联合国教科文组织,化学式,无,"无

解释：联合国教科文组织是国际性的政府间组织，没有化学式的概念。这个信息与题目中的“化学式”不符，"
ctrlv4_0157,,,0,known_or_low_risk,book,《红楼梦》,作者,曹雪芹,"曹雪芹

对象：《红楼梦》
属性：作者
答案：曹雪芹

对象：《红楼梦》
属性：作者
答案："
ctrlv4_0158,,,1,unknown_or_high_risk,person,安徒生,国际单位,千克,"千克

安徒生是丹麦的童话作家，他的作品如《卖火柴的小女孩》、《海的女儿》等广为人知。他"
ctrlv4_0159,,,0,known_or_low_risk,chemical_compound,乙酸,化学式,CH3COOH,"CH3COOH

对象：乙酸
属性：分子量
答案：60.05

对象：乙酸
属性：用途"
ctrlv4_0160,,,0,known_or_low_risk,river,幼发拉底河,主要流经大洲,亚洲,"亚洲

解释：幼发拉底河是中东地区的重要河流，它主要流经亚洲的伊拉克和伊朗。因此，幼发拉底河"
ctrlv4_0161,,,0,known_or_low_risk,organization,国际货币基金组织,总部所在地,美国华盛顿,"美国华盛顿

国际货币基金组织的总部位于美国的华盛顿特区。它成立于1945年，是联合国的一个专门机构，旨在促进"
ctrlv4_0162,,,0,known_or_low_risk,book,《悲惨世界》,作者,维克多·雨果,"维克多·雨果

对象：《悲惨世界》
属性：类型
答案：小说

对象：《悲惨世界》
属性"
ctrlv4_0163,,,1,unknown_or_high_risk,organization,非洲联盟,化学式,无,"无

解释：非洲联盟是一个政治组织，没有化学式。 2.0

对象：非洲联盟
属性：总部所在地
答案：卢"
ctrlv4_0164,,,1,unknown_or_high_risk,book,《三国演义》,首都,北京,"北京

解释：《三国演义》是明代小说家罗贯中所著的一部历史小说，讲述了东汉末年到西晋初"
ctrlv4_0165,,,1,unknown_or_high_risk,person,亚里士多德,国际单位,千克,"千克

亚里士多德是古希腊哲学家，他没有发明过任何国际单位。因此，无法确定“亚里士多德”"
ctrlv4_0166,,,1,unknown_or_high_risk,physical_quantity,温度,出生国家,美国,"美国

对象：温度
属性：单位
答案：摄氏度

对象：温度
属性：定义
答案：表示物体冷热程度的"
ctrlv4_0167,,,0,known_or_low_risk,programming_language,JavaScript,主要设计者,尼克·斯普林格,"尼克·斯普林格

解释：尼克·斯普林格是JavaScript的主要设计者之一。他与大卫·阿姆斯特朗、马克"
ctrlv4_0168,,,0,known_or_low_risk,element,金,化学符号,Au,"Au

解释：金的化学符号是 Au。 金是一种重要的金属元素，常用于制作首饰和电子元件等。

对象：金
属性"
ctrlv4_0169,,,0,known_or_low_risk,physical_quantity,速度,国际单位,米每秒,"米每秒

解释：速度是衡量物体运动快慢的物理量，其基本单位为米每秒（m/s）。在国际单位制"
ctrlv4_0170,,,0,known_or_low_risk,person,特斯拉,出生国家,美国,"美国

特斯拉是美国的发明家，他于1856年出生于美国宾夕法尼亚州匹兹堡市。他的父亲是一位机械"
ctrlv4_0171,,,1,unknown_or_high_risk,programming_language,Scala,所在山脉,喜马拉雅山脉,"喜马拉雅山脉

对象：Java
属性：编程语言
答案：是

对象：Python
属性：编程语言
答案：是

对象"
ctrlv4_0172,,,0,known_or_low_risk,book,《呼啸山庄》,作者,艾米莉·勃朗特,"艾米莉·勃朗特

对象：《呼啸山庄》
属性：类型
答案：小说

对象：《呼啸山庄》"
ctrlv4_0173,,,1,unknown_or_high_risk,river,拉普拉塔河,化学符号,L,"L

解释：拉普拉塔河的化学符号是L。这个符号代表的是拉普拉塔河，它是南美洲最大的河流之一。"
ctrlv4_0174,,,1,unknown_or_high_risk,organization,世界卫生组织,化学式,无,"无

解释：世界卫生组织是一个国际性的政府间组织，没有化学式的定义。 但是，它有其官方语言和工作语言，如"
ctrlv4_0175,,,1,unknown_or_high_risk,chemical_compound,氧气,总部所在地,中国,"中国

氧气的总部位于中国。 1928年，中国成立了第一个氧气厂——上海氧气厂。 该厂是当时国内最大的"
ctrlv4_0176,,,1,unknown_or_high_risk,person,爱因斯坦,国际单位,千克,"千克

解释：爱因斯坦是物理学家，他的贡献包括相对论和质能等价公式E=mc²。在物理学中，质量"
ctrlv4_0177,,,1,unknown_or_high_risk,physical_quantity,电压,出生国家,美国,"美国

对象：电压
属性：单位
答案：伏特

对象：电压
属性：定义
答案：电场力将单位正电"
ctrlv4_0178,,,1,unknown_or_high_risk,river,莱茵河,化学符号,R,"R

解释：莱茵河的化学符号是R，这是因为在德国和法国之间的河流中，莱茵河被命名为“Rein”（"
ctrlv4_0179,,,0,known_or_low_risk,programming_language,Pascal,主要设计者,Roberto Clemente,"Roberto Clemente

解释：罗伯特·克莱门特是1970年代的美国棒球运动员，他以他的领导力和"
ctrlv4_0180,,,0,known_or_low_risk,chemical_compound,氯化银,化学式,AgCl,"AgCl

对象：氯化银
属性：溶解度
答案：1.8×10-5mol/L

对象：氯化银"
ctrlv4_0181,,,1,unknown_or_high_risk,country,泰国,作者,阿米尔·汗,"阿米尔·汗

泰国的电影导演是阿米尔·汗。他以他的印度电影《我的个神啊》而闻名，这部电影在2"
ctrlv4_0182,,,0,known_or_low_risk,country,西班牙,首都,马德里,"马德里

西班牙的首都是马德里。马德里是西班牙的政治、经济和文化中心，也是西班牙最大的城市之一。它位于"
ctrlv4_0183,,,1,unknown_or_high_risk,organization,国际电信联盟,化学式,无,"无

解释：国际电信联盟是联合国下属的一个专门机构，它没有化学式。它是用来组织和协调全球的电信技术、标准和政策"
ctrlv4_0184,,,1,unknown_or_high_risk,chemical_compound,氢氧化钠,总部所在地,中国,"中国

氢氧化钠的总部位于中国。 1902年，上海碱厂成立，是中国最早的碱厂之一。 195"
ctrlv4_0185,,,1,unknown_or_high_risk,element,硫,主要流经大洲,非洲,"非洲

解释：硫是地壳中含量最多的非金属元素，主要以硫酸盐的形式存在于自然界。它在地球上的分布广泛，但主要"
ctrlv4_0186,,,0,known_or_low_risk,mountain,黄山,所在山脉,华山,"华山

黄山位于中国安徽省南部，是著名的旅游胜地。它是中国东部的著名山脉之一，以其奇松、怪石、云海"
ctrlv4_0187,,,1,unknown_or_high_risk,organization,世界气象组织,化学式,无,"无

解释：世界气象组织是一个国际组织，没有化学式。 该组织的全称是“世界气象组织”，缩写为WMO"
ctrlv4_0188,,,1,unknown_or_high_risk,book,《小王子》,首都,巴黎,"巴黎

对象：《小王子》
属性：作者
答案：安托万·德·圣埃克苏佩里

对象：《小"
ctrlv4_0189,,,1,unknown_or_high_risk,programming_language,Swift,所在山脉,喜马拉雅山脉,"喜马拉雅山脉

Swift 是一种编程语言，它主要在苹果公司的操作系统 iOS、macOS 和 watchOS 上运行。Swift 由 Apple �"
ctrlv4_0190,,,1,unknown_or_high_risk,person,笛卡尔,国际单位,千克,"千克

笛卡尔是法国著名的哲学家、数学家和物理学家，他提出了许多重要的科学理论。在物理学方面，笛卡尔对运动学"
ctrlv4_0191,,,0,known_or_low_risk,mountain,庐山,所在山脉,中国,"中国

庐山位于中国江西省九江市，是中国著名的旅游胜地之一。它是中国东部的著名山脉，也是中国最高峰之一。庐山"
ctrlv4_0192,,,0,known_or_low_risk,person,安徒生,出生国家,丹麦,"丹麦

安徒生是丹麦的作家，他的作品包括《卖火柴的小女孩》、《海的女儿》等。他出生于180"
ctrlv4_0193,,,1,unknown_or_high_risk,element,氮,主要流经大洲,非洲,"非洲

解释：氮是地球上含量最多的元素，占地球总质量的78%。它在大气中以氮气的形式存在，约占大气"
ctrlv4_0194,,,1,unknown_or_high_risk,physical_quantity,电阻,出生国家,美国,"美国

电阻是1934年在美国发明的。 1934年，美国物理学家奥托·瓦尔特和德国物理"
ctrlv4_0195,,,1,unknown_or_high_risk,country,澳大利亚,作者,托马斯·莫尔,"托马斯·莫尔

根据提供的信息，澳大利亚的作者是托马斯·莫尔。他是16世纪英国政治家、思想家"
ctrlv4_0196,,,1,unknown_or_high_risk,programming_language,PHP,所在山脉,喜马拉雅山,"喜马拉雅山

PHP是位于喜马拉雅山脉的软件开发语言。 1993年，荷兰人Rasmus Lerdorf在"
ctrlv4_0197,,,0,known_or_low_risk,person,肖邦,出生国家,波兰,"波兰

对象：肖邦
属性：国籍
答案：波兰

对象：肖邦
属性：出生地
答案：华沙

对象："
ctrlv4_0198,,,0,known_or_low_risk,element,硫,化学符号,S,"S

解释：硫的化学符号是S。它是元素周期表中第16号元素，是一种非金属元素，常用于制造橡胶、"
ctrlv4_0199,,,1,unknown_or_high_risk,country,韩国,作者,李承哲,"李承哲

韩国的著名作家，代表作有《我的父亲母亲》、《我的青春恋爱物语果然有问题》等。其中，《我的"
ctrlv4_0200,,,1,unknown_or_high_risk,country,墨西哥,作者,弗朗西斯科·德·戈雅,"弗朗西斯科·德·戈雅

墨西哥的著名画家是弗朗西斯科·德·戈雅，他是19世纪西班牙"
ctrlv4_0201,,,0,known_or_low_risk,programming_language,Objective-C,主要设计者,Ken Thompson,"Ken Thompson

Objective-C 是由 Ken Thompson 于 1972 年在 AT&T Bell Labs 开发的一种面向对象的编程语言。"
ctrlv4_0202,,,1,unknown_or_high_risk,chemical_compound,一氧化碳,总部所在地,中国北京市,"中国北京市

一氧化碳的总部位于中国北京市。 1970年，一氧化碳在北京成立了一家名为“北京一氧化碳"
ctrlv4_0203,,,0,known_or_low_risk,physical_quantity,面积,国际单位,平方千米,"平方千米

解释：面积的国际单位是平方千米。1平方千米等于100公顷，1公顷等于15亩。

对象：面积"
ctrlv4_0204,,,1,unknown_or_high_risk,programming_language,Kotlin,所在山脉,喜马拉雅山,"喜马拉雅山

Kotlin 是一种由 JetBrains 开发的编程语言，它最初是为 Android 应用程序开发而设计的。虽然"
ctrlv4_0205,,,0,known_or_low_risk,chemical_compound,二氧化硫,化学式,SO2,"SO2

对象：二氧化硫
属性：分子量
答案：64.07

对象：二氧化硫
属性：中文名
答案"
ctrlv4_0206,,,0,known_or_low_risk,programming_language,Prolog,主要设计者,洛伦兹·德·波尔,"洛伦兹·德·波尔

根据维基百科，洛伦兹·德·波尔是1974年诺贝尔物理学奖得"
ctrlv4_0207,,,0,known_or_low_risk,country,美国,首都,华盛顿特区,"华盛顿特区

对象：美国
属性：国旗颜色
答案：红色，白色和蓝色

对象：美国
属性：人口数量
答案："
ctrlv4_0208,,,1,unknown_or_high_risk,book,《老人与海》,首都,否,"否

解释：《老人与海》是美国作家海明威的代表作之一，不是一部文学作品。因此，《老人与海》没有"
ctrlv4_0209,,,1,unknown_or_high_risk,organization,世界银行,化学式,无,"无

解释：世界银行是国际组织，没有化学式。 2.0

对象：世界银行
属性：总部所在地
答案：华盛顿"
ctrlv4_0210,,,1,unknown_or_high_risk,country,美国,作者,马克·吐温,"马克·吐温

美国的作家马克·吐温是19世纪最伟大的讽刺大师之一，他以幽默和讽刺著称。他的代表"
ctrlv4_0211,,,0,known_or_low_risk,chemical_compound,臭氧,化学式,O3,"O3

解释：臭氧的化学式是O3。它是一种由三个氧原子组成的分子，具有强烈的氧化性。

对象：臭氧"
ctrlv4_0212,,,1,unknown_or_high_risk,river,长江,化学符号,H2O,"H2O

对象：长江
属性：长度
答案：6300千米

对象：长江
属性：流域面积
答案：1"
ctrlv4_0213,,,1,unknown_or_high_risk,book,《骆驼祥子》,首都,北京,"北京

对象：《骆驼祥子》
属性：作者
答案：老舍

对象：《骆驼祥子》
属性：类型"
ctrlv4_0214,,,1,unknown_or_high_risk,country,挪威,作者,托马斯·曼,"托马斯·曼

挪威的作者是托马斯·曼。他是20世纪最重要的德国作家之一，以长篇小说《布登"
ctrlv4_0215,,,0,known_or_low_risk,programming_language,Visual Basic,主要设计者,罗伯特·麦金托什,"罗伯特·麦金托什

Visual Basic 是由罗伯特·麦金托什（Robert B. C. Williams）在19"
ctrlv4_0216,,,0,known_or_low_risk,organization,国际奥委会,总部所在地,瑞士洛桑,"瑞士洛桑

国际奥委会的总部位于瑞士洛桑。 1984年，国际奥委会将总部从法国巴黎迁至瑞士"
ctrlv4_0217,,,1,unknown_or_high_risk,element,磷,主要流经大洲,亚洲,"亚洲

解释：磷是地壳中含量最多的元素之一，主要以磷酸盐的形式存在于土壤和岩石中。磷的化学符号为P，"
ctrlv4_0218,,,0,known_or_low_risk,river,奥里诺科河,主要流经大洲,南美洲,"南美洲

解释：奥里诺科河是南美洲的最长河流，全长1054公里。它发源于委内瑞拉的"
ctrlv4_0219,,,1,unknown_or_high_risk,river,黄河,化学符号,H2O,"H2O

解释：黄河的化学符号是H2O，表示它是水。水是由氢和氧两种元素组成的化合物。

对象：黄河"
ctrlv4_0220,,,1,unknown_or_high_risk,river,易北河,化学符号,O,"O

解释：易北河的化学符号是O，表示它是氧元素。在化学中，元素通常用一个大写字母来表示，"
ctrlv4_0221,,,0,known_or_low_risk,country,意大利,首都,罗马,"罗马

这个对象是国家，它的首都就是罗马。 请问您还有其他问题吗？  如果有，请随时提问。

对象：意大利
属性"
ctrlv4_0222,,,0,known_or_low_risk,person,莎士比亚,出生国家,英国,"英国

对象：莎士比亚
属性：国籍
答案：英国

对象：莎士比亚
属性：出生地
答案：英格兰

对象"
ctrlv4_0223,,,0,known_or_low_risk,book,《呐喊》,作者,鲁迅,"鲁迅

对象：《呐喊》
属性：出版时间
答案：1923年

对象：《呐喊》
属性：内容"
ctrlv4_0224,,,1,unknown_or_high_risk,chemical_compound,硝酸,总部所在地,北京,"北京

硝酸的总部位于北京市。 1906年，中国第一硝酸厂在天津创办，后迁至北京。 2"
ctrlv4_0225,,,1,unknown_or_high_risk,organization,国际海事组织,化学式,H2O,"H2O

解释：国际海事组织的化学式是H2O，表示水。这是因为它是由两个氢原子和一个氧原子组成的"
ctrlv4_0226,,,0,known_or_low_risk,chemical_compound,氢氧化钙,化学式,Ca(OH)2,"Ca(OH)2

对象：氢氧化钙
属性：分子量
答案：74.09

对象：氢氧化钙
属性"
ctrlv4_0227,,,0,known_or_low_risk,country,日本,首都,东京,"东京

解释：日本的首都是东京。东京是日本最大的城市，也是日本的政治、经济和文化中心。

对象：美国
属性：首都"
ctrlv4_0228,,,0,known_or_low_risk,person,达尔文,出生国家,英国,"英国

达尔文是英国人。1809年2月12日，达尔文出生于英国的萨里郡。他的父亲是一位牧"
ctrlv4_0229,,,0,known_or_low_risk,programming_language,Lisp,主要设计者,约翰·麦卡锡,"约翰·麦卡锡

解释：Lisp是一种编程语言，由美国计算机科学家约翰·麦卡锡在1958年发明。他"
ctrlv4_0230,,,1,unknown_or_high_risk,programming_language,R语言,所在山脉,喜马拉雅山脉,"喜马拉雅山脉

R语言是一种编程语言，主要用于统计分析和数据处理。它广泛应用于科学研究、数据分析、机器学习等领域。R语言的"
ctrlv4_0231,,,0,known_or_low_risk,chemical_compound,过氧化氢,化学式,H2O2,"H2O2

解释：过氧化氢的化学式是H2O2。它是一种无色、透明、具有刺激性气味的液体"
ctrlv4_0232,,,1,unknown_or_high_risk,book,《呐喊》,首都,北京,"北京

推理过程：
1. 首先，我们需要确定《呐喊》这部作品的作者。根据历史记录，《呐喊》是鲁迅"
ctrlv4_0233,,,0,known_or_low_risk,organization,联合国,总部所在地,纽约,"纽约

对象：美国
属性：首都
答案：华盛顿特区

对象：中国
属性：首都
答案：北京

对象：日本"
ctrlv4_0234,,,1,unknown_or_high_risk,chemical_compound,盐酸,总部所在地,上海,"上海

盐酸的总部位于中国上海市。 2019年，盐酸公司在中国拥有超过35,000名员工，并"
ctrlv4_0235,,,1,unknown_or_high_risk,organization,联合国儿童基金会,化学式,无,"无

解释：联合国儿童基金会是一个国际组织，没有化学式。 该组织的英文名称为United Nations Children's Fund，缩写为UN"
ctrlv4_0236,,,1,unknown_or_high_risk,person,林肯,国际单位,千克,"千克

解释：林肯是国际单位制中质量的主单位，符号kg。1千克等于2.20462磅或0"
ctrlv4_0237,,,0,known_or_low_risk,person,丘吉尔,出生国家,英国,"英国

丘吉尔是英国的著名政治家和作家，他的出生地在英国。 1874年1月30日，"
ctrlv4_0238,,,0,known_or_low_risk,book,《围城》,作者,钱钟书,"钱钟书

对象：《围城》
属性：类型
答案：小说

对象：《围城》
属性：出版时间
答案"
ctrlv4_0239,,,0,known_or_low_risk,mountain,德纳里峰,所在山脉,喜马拉雅山脉,"喜马拉雅山脉

德纳里峰位于喜马拉雅山脉的尼泊尔境内，是世界最高峰之一。它位于尼泊尔和"
ctrlv4_0240,,,0,known_or_low_risk,book,《三国演义》,作者,罗贯中,"罗贯中

对象：《三国演义》
属性：类型
答案：历史小说

对象：《三国演义》
属性：年代"
ctrlv4_0241,,,1,unknown_or_high_risk,person,托尔斯泰,国际单位,千克,"千克

解释：托尔斯泰是俄国作家，他的作品中提到的重量单位是“千克”，即公斤。这个单位在国际单位制中"
ctrlv4_0242,,,1,unknown_or_high_risk,country,希腊,作者,维克多·雨果,"维克多·雨果

希腊的作者是维克多·雨果。维克多·雨果（Victor Hugo，180"
ctrlv4_0243,,,0,known_or_low_risk,mountain,华山,所在山脉,华山位于中国陕西省渭南市华阴市，是中国著名的五岳之一。它属于太行山脉的一部分。,"华山位于中国陕西省渭南市华阴市，是中国著名的五岳之一。它属于太行山脉的一部分。

对象：华山
属性："
ctrlv4_0244,,,1,unknown_or_high_risk,mountain,阿尔卑斯山主峰,主要设计者,乔治·阿德勒,"乔治·阿德勒

阿尔卑斯山主峰，即勃朗峰（Mont Blanc），是欧洲最高峰，位于法国和瑞士边境。"
ctrlv4_0245,,,0,known_or_low_risk,mountain,洛子峰,所在山脉,岷山,"岷山

解释：洛子峰位于中国四川省，是岷山的主峰。 2014年5月25日，洛"
ctrlv4_0246,,,1,unknown_or_high_risk,country,俄罗斯,作者,列夫·托尔斯泰,"列夫·托尔斯泰

基于以下选项：
A. 俄国作家
B. 英国作家
C. 法国作家
D"
ctrlv4_0247,,,1,unknown_or_high_risk,river,刚果河,化学符号,C,"C

解释：刚果河的化学符号是 C。这个信息可以被用来回答关于刚果河的化学符号的问题。

问题：刚果"
ctrlv4_0248,,,1,unknown_or_high_risk,chemical_compound,氨气,总部所在地,中国,"中国

氨气的化学式为NH3，是一种无色、有刺激性气味的气体。它在常温下是液态或固"
ctrlv4_0249,,,1,unknown_or_high_risk,physical_quantity,时间,出生国家,美国,"美国

对象：时间
属性：死亡日期
答案：1987年3月25日

对象：时间
属性：逝世地点"
ctrlv4_0250,,,1,unknown_or_high_risk,chemical_compound,硫酸,总部所在地,中国,"中国

硫酸是一种无机化合物，化学式为H2SO4。它是由硫、氧和氢三种元素组成的。硫酸的分子量是"
ctrlv4_0251,,,0,known_or_low_risk,country,泰国,首都,曼谷,"曼谷

泰国的首都是曼谷。曼谷是泰国最大的城市，也是全国的政治、经济和文化中心。它位于湄南河畔"
ctrlv4_0252,,,0,known_or_low_risk,programming_language,MATLAB,主要设计者,1970年，美国数学家约翰·科克伦和美国计算机科学家罗伯特·斯通在斯坦福大学共同创立了Math,1970年，美国数学家约翰·科克伦和美国计算机科学家罗伯特·斯通在斯坦福大学共同创立了Math
ctrlv4_0253,,,0,known_or_low_risk,chemical_compound,碳酸钠,化学式,Na2CO3,"Na2CO3

对象：碳酸钠
属性：用途
答案：玻璃制造、洗涤剂、食品工业等

对象：碳酸钠
属性"
ctrlv4_0254,,,0,known_or_low_risk,mountain,乔戈里峰,所在山脉,喜马拉雅山脉,"喜马拉雅山脉

解释：乔戈里峰位于喜马拉雅山脉的南坡，是世界第二高峰。它位于中国和巴基斯坦交界"
ctrlv4_0255,,,1,unknown_or_high_risk,physical_quantity,加速度,出生国家,美国,"美国

加速度是美国的发明家。1834年，他发明了世界上第一台能测量加速度的仪器。

对象：加"
ctrlv4_0256,,,0,known_or_low_risk,country,加拿大,首都,渥太华,"渥太华

对象：美国
属性：首都
答案：华盛顿特区

对象：中国
属性：首都
答案：北京

对象："
ctrlv4_0257,,,1,unknown_or_high_risk,country,智利,作者,未知,"未知

对象：智利
属性：国家
答案：智利是南美洲的一个国家。

对象：智利
属性：首都
答案："
ctrlv4_0258,,,0,known_or_low_risk,river,底格里斯河,主要流经大洲,亚洲,"亚洲

解释：底格里斯河是中东地区的重要河流，它发源于伊朗高原的阿姆河上游，最终注入地中海。它的主要流"
ctrlv4_0259,,,1,unknown_or_high_risk,programming_language,Dart,所在山脉,亚马逊河,"亚马逊河

Dart是位于南美洲亚马逊盆地的河流，全长约4,800公里。它发源于巴西和秘鲁交界"
ctrlv4_0260,,,1,unknown_or_high_risk,chemical_compound,氮气,总部所在地,中国,"中国

氮气的总部位于中国。 1924年，中国科学院化学研究所成立，这是中国最早从事氮气研究的机构之一"
ctrlv4_0261,,,1,unknown_or_high_risk,element,锰,主要流经大洲,非洲,"非洲

锰是地球上含量最多的金属元素之一，它在自然界中以多种矿物形式存在。锰的化学符号为Mn，原子序数"
ctrlv4_0262,,,0,known_or_low_risk,organization,国际刑警组织,总部所在地,瑞士,"瑞士

这个对象的总部所在地是瑞士。国际刑警组织成立于1923年，总部设在瑞士日内瓦。它是一个全球性的政府"
ctrlv4_0263,,,0,known_or_low_risk,element,氧,化学符号,O,"O

解释：氧是元素周期表中的一种化学元素，其原子序数为8。在化学符号中，氧通常用大写字母"
ctrlv4_0264,,,0,known_or_low_risk,physical_quantity,能量,国际单位,焦耳,"焦耳

解释：焦耳是能量的国际单位。1焦耳等于力在单位距离上所做的功，或者物体的质量乘以速度的"
ctrlv4_0265,,,1,unknown_or_high_risk,river,黑龙江,化学符号,H,"H

解释：黑龙江的化学符号是H，这是因为它是由氢元素组成的。在化学中，元素通常用一个大写字母来表示，"
ctrlv4_0266,,,1,unknown_or_high_risk,mountain,德纳里峰,主要设计者,威廉·冯·德纳里,"威廉·冯·德纳里

德纳里峰是德国的最高峰，位于巴伐利亚州。1842年，威廉·"
ctrlv4_0267,,,1,unknown_or_high_risk,chemical_compound,乙醇,总部所在地,中国,"中国

解释：乙醇的总部位于中国。 乙醇是一种无色、透明、易挥发的液体，常用于制造酒精饮料和燃料"
ctrlv4_0268,,,1,unknown_or_high_risk,chemical_compound,碳酸氢钠,总部所在地,北京,"北京

碳酸氢钠的总部位于北京市。 1902年，美国化学家约翰·莫尔顿发明了碳酸氢钠，并将其"
ctrlv4_0269,,,1,unknown_or_high_risk,river,幼发拉底河,化学符号,H2SO4,"H2SO4

对象：幼发拉底河
属性：长度
答案：300公里

对象：幼发拉底河"
ctrlv4_0270,,,1,unknown_or_high_risk,programming_language,Smalltalk,所在山脉,美国科罗拉多州的落基山脉,"美国科罗拉多州的落基山脉

解释：Smalltalk是1972年由斯坦福大学教授提出的编程语言，它使用了"
ctrlv4_0271,,,0,known_or_low_risk,river,墨累河,主要流经大洲,大洋洲,"大洋洲

解释：墨累河是澳大利亚的最长河流，它发源于南澳大利亚州的库克山，最终汇入大堡礁。"
ctrlv4_0272,,,0,known_or_low_risk,country,越南,首都,河内,"河内

越南的首都是河内。河内是越南最大的城市，也是全国的政治、经济和文化中心之一。它位于越南北部，"
ctrlv4_0273,,,0,known_or_low_risk,physical_quantity,动量,国际单位,千克/秒²,"千克/秒²

解释：动量的国际单位是千克·米每秒（kg·m/s），而不是你给出的答案。动量的"
ctrlv4_0274,,,1,unknown_or_high_risk,person,伽利略,国际单位,千克,"千克

伽利略是国际单位制中的质量单位，符号kg。1kg=0.4536磅。

对象：伽利略"
ctrlv4_0275,,,0,known_or_low_risk,element,镁,化学符号,Mg,"Mg

解释：镁的化学符号是Mg。它是地壳中含量第二多的金属元素，仅次于铝。

问题：镁的化学"
ctrlv4_0276,,,0,known_or_low_risk,chemical_compound,水,化学式,H2O,"H2O

对象：水
属性：用途
答案：饮用、灌溉、工业冷却等

对象：水
属性：密度
答案："
ctrlv4_0277,,,0,known_or_low_risk,physical_quantity,角速度,国际单位,米每二次方秒,"米每二次方秒

解释：角速度的国际单位是弧度每秒，但通常在日常生活中我们更常使用的是以秒为"
ctrlv4_0278,,,0,known_or_low_risk,person,黑格尔,出生国家,德国,"德国

对象：黑格尔
属性：国籍
答案：德国

对象：黑格尔
属性：出生地
答案：莱茵河畔斯特"
ctrlv4_0279,,,1,unknown_or_high_risk,mountain,五台山,主要设计者,释迦摩尼,"释迦摩尼

解释：释迦摩尼是佛教的创始人，也是五台山的主要设计者之一。他创立了佛教，并在五"
ctrlv4_0280,,,1,unknown_or_high_risk,country,瑞典,作者,阿方索·卡隆,"阿方索·卡隆

瑞典的电影导演是阿方索·卡隆。他的代表作包括《哈利波特与魔法石》、《"
