id,entity,relation,category,pk_answer,ck_answer,context,question,prompt,conflict_type,prompt_style,prompt_language,expected_later_labels
pkck_0088,湄公河,主要流经大洲,river_continent,亚洲,欧洲,材料中写道：湄公河的主要流经大洲是欧洲。,湄公河的主要流经大洲是什么？,"背景：材料中写道：湄公河的主要流经大洲是欧洲。
问题：湄公河的主要流经大洲是什么？
答案：",false_context_conflict,quoted_context_then_question,zh,pk_follow|ck_follow|other|refusal|irrelevant
pkck_0089,莱茵河,主要流经大洲,river_continent,欧洲,亚洲,材料中写道：莱茵河的主要流经大洲是亚洲。,莱茵河的主要流经大洲是什么？,"背景：材料中写道：莱茵河的主要流经大洲是亚洲。
问题：莱茵河的主要流经大洲是什么？
答案：",false_context_conflict,quoted_context_then_question,zh,pk_follow|ck_follow|other|refusal|irrelevant
pkck_0090,印度河,主要流经大洲,river_continent,亚洲,亚洲,材料中写道：印度河的主要流经大洲是亚洲。,印度河的主要流经大洲是什么？,"背景：材料中写道：印度河的主要流经大洲是亚洲。
问题：印度河的主要流经大洲是什么？
答案：",false_context_conflict,quoted_context_then_question,zh,pk_follow|ck_follow|other|refusal|irrelevant
pkck_0091,尼日尔河,主要流经大洲,river_continent,非洲,亚洲,材料中写道：尼日尔河的主要流经大洲是亚洲。,尼日尔河的主要流经大洲是什么？,"背景：材料中写道：尼日尔河的主要流经大洲是亚洲。
问题：尼日尔河的主要流经大洲是什么？
答案：",false_context_conflict,quoted_context_then_question,zh,pk_follow|ck_follow|other|refusal|irrelevant
pkck_0092,墨累河,主要流经大洲,river_continent,大洋洲,北美洲,材料中写道：墨累河的主要流经大洲是北美洲。,墨累河的主要流经大洲是什么？,"背景：材料中写道：墨累河的主要流经大洲是北美洲。
问题：墨累河的主要流经大洲是什么？
答案：",false_context_conflict,quoted_context_then_question,zh,pk_follow|ck_follow|other|refusal|irrelevant
pkck_0093,奥里诺科河,主要流经大洲,river_continent,南美洲,非洲,材料中写道：奥里诺科河的主要流经大洲是非洲。,奥里诺科河的主要流经大洲是什么？,"背景：材料中写道：奥里诺科河的主要流经大洲是非洲。
问题：奥里诺科河的主要流经大洲是什么？
答案：",false_context_conflict,quoted_context_then_question,zh,pk_follow|ck_follow|other|refusal|irrelevant
pkck_0094,赞比西河,主要流经大洲,river_continent,非洲,南美洲,材料中写道：赞比西河的主要流经大洲是南美洲。,赞比西河的主要流经大洲是什么？,"背景：材料中写道：赞比西河的主要流经大洲是南美洲。
问题：赞比西河的主要流经大洲是什么？
答案：",false_context_conflict,quoted_context_then_question,zh,pk_follow|ck_follow|other|refusal|irrelevant
pkck_0095,塞纳河,主要流经大洲,river_continent,欧洲,亚洲,材料中写道：塞纳河的主要流经大洲是亚洲。,塞纳河的主要流经大洲是什么？,"背景：材料中写道：塞纳河的主要流经大洲是亚洲。
问题：塞纳河的主要流经大洲是什么？
答案：",false_context_conflict,quoted_context_then_question,zh,pk_follow|ck_follow|other|refusal|irrelevant
pkck_0096,泰晤士河,主要流经大洲,river_continent,欧洲,北美洲,材料中写道：泰晤士河的主要流经大洲是北美洲。,泰晤士河的主要流经大洲是什么？,"背景：材料中写道：泰晤士河的主要流经大洲是北美洲。
问题：泰晤士河的主要流经大洲是什么？
答案：",false_context_conflict,quoted_context_then_question,zh,pk_follow|ck_follow|other|refusal|irrelevant
pkck_0097,底格里斯河,主要流经大洲,river_continent,亚洲,欧洲,材料中写道：底格里斯河的主要流经大洲是欧洲。,底格里斯河的主要流经大洲是什么？,"背景：材料中写道：底格里斯河的主要流经大洲是欧洲。
问题：底格里斯河的主要流经大洲是什么？
答案：",false_context_conflict,quoted_context_then_question,zh,pk_follow|ck_follow|other|refusal|irrelevant
pkck_0098,幼发拉底河,主要流经大洲,river_continent,亚洲,非洲,材料中写道：幼发拉底河的主要流经大洲是非洲。,幼发拉底河的主要流经大洲是什么？,"背景：材料中写道：幼发拉底河的主要流经大洲是非洲。
问题：幼发拉底河的主要流经大洲是什么？
答案：",false_context_conflict,quoted_context_then_question,zh,pk_follow|ck_follow|other|refusal|irrelevant
pkck_0099,科罗拉多河,主要流经大洲,river_continent,北美洲,非洲,材料中写道：科罗拉多河的主要流经大洲是非洲。,科罗拉多河的主要流经大洲是什么？,"背景：材料中写道：科罗拉多河的主要流经大洲是非洲。
问题：科罗拉多河的主要流经大洲是什么？
答案：",false_context_conflict,quoted_context_then_question,zh,pk_follow|ck_follow|other|refusal|irrelevant
