id,trace_id,prompt,step_prefix_text,label,label_name,version,problem,step_index,num_steps,error_step_index,error_type,correct_answer,corrupted_answer
pe_v2_0042_incorrect_step3,pe_v2_0042,"题目：计算 (30 + 23) × 9。
步骤1：先计算括号内 30 + 23 = 53。
步骤2：再计算 53 × 9 = 477。
答案：483。","题目：计算 (30 + 23) × 9。
步骤1：先计算括号内 30 + 23 = 53。
步骤2：再计算 53 × 9 = 477。
答案：483。",1,step_incorrect,paired_step_v2,计算 (30 + 23) × 9。,3,3,-1,wrong_final_answer,477,
pe_v2_0043_correct_step1,pe_v2_0043,"题目：解方程 2x + 26 = 36。
步骤1：两边减去 26，得到 2x = 10。","题目：解方程 2x + 26 = 36。
步骤1：两边减去 26，得到 2x = 10。",0,step_correct,paired_step_v2,解方程 2x + 26 = 36。,1,3,-1,none,5,
pe_v2_0043_incorrect_step1,pe_v2_0043,"题目：解方程 2x + 26 = 36。
步骤1：两边减去 26，得到 2x = 12。","题目：解方程 2x + 26 = 36。
步骤1：两边减去 26，得到 2x = 12。",1,step_incorrect,paired_step_v2,解方程 2x + 26 = 36。,1,3,-1,subtraction_error,5,
pe_v2_0043_correct_step2,pe_v2_0043,"题目：解方程 2x + 26 = 36。
步骤1：两边减去 26，得到 2x = 10。
步骤2：两边除以 2，得到 x = 5。","题目：解方程 2x + 26 = 36。
步骤1：两边减去 26，得到 2x = 10。
步骤2：两边除以 2，得到 x = 5。",0,step_correct,paired_step_v2,解方程 2x + 26 = 36。,2,3,-1,none,5,
pe_v2_0043_incorrect_step2,pe_v2_0043,"题目：解方程 2x + 26 = 36。
步骤1：两边减去 26，得到 2x = 10。
步骤2：两边除以 2，得到 x = 6。","题目：解方程 2x + 26 = 36。
步骤1：两边减去 26，得到 2x = 10。
步骤2：两边除以 2，得到 x = 6。",1,step_incorrect,paired_step_v2,解方程 2x + 26 = 36。,2,3,-1,division_error,5,
pe_v2_0043_correct_step3,pe_v2_0043,"题目：解方程 2x + 26 = 36。
步骤1：两边减去 26，得到 2x = 10。
步骤2：两边除以 2，得到 x = 5。
答案：x = 5。","题目：解方程 2x + 26 = 36。
步骤1：两边减去 26，得到 2x = 10。
步骤2：两边除以 2，得到 x = 5。
答案：x = 5。",0,step_correct,paired_step_v2,解方程 2x + 26 = 36。,3,3,-1,none,5,
pe_v2_0043_incorrect_step3,pe_v2_0043,"题目：解方程 2x + 26 = 36。
步骤1：两边减去 26，得到 2x = 10。
步骤2：两边除以 2，得到 x = 5。
答案：x = 8。","题目：解方程 2x + 26 = 36。
步骤1：两边减去 26，得到 2x = 10。
步骤2：两边除以 2，得到 x = 5。
答案：x = 8。",1,step_incorrect,paired_step_v2,解方程 2x + 26 = 36。,3,3,-1,wrong_final_answer,5,
pe_v2_0044_correct_step1,pe_v2_0044,"题目：计算 65 + 31 + 28。
步骤1：先计算 65 + 31 = 96。","题目：计算 65 + 31 + 28。
步骤1：先计算 65 + 31 = 96。",0,step_correct,paired_step_v2,计算 65 + 31 + 28。,1,3,-1,none,124,
pe_v2_0044_incorrect_step1,pe_v2_0044,"题目：计算 65 + 31 + 28。
步骤1：先计算 65 + 31 = 94。","题目：计算 65 + 31 + 28。
步骤1：先计算 65 + 31 = 94。",1,step_incorrect,paired_step_v2,计算 65 + 31 + 28。,1,3,-1,first_addition_error,124,
pe_v2_0044_correct_step2,pe_v2_0044,"题目：计算 65 + 31 + 28。
步骤1：先计算 65 + 31 = 96。
步骤2：再计算 96 + 28 = 124。","题目：计算 65 + 31 + 28。
步骤1：先计算 65 + 31 = 96。
步骤2：再计算 96 + 28 = 124。",0,step_correct,paired_step_v2,计算 65 + 31 + 28。,2,3,-1,none,124,
pe_v2_0044_incorrect_step2,pe_v2_0044,"题目：计算 65 + 31 + 28。
步骤1：先计算 65 + 31 = 96。
步骤2：再计算 96 + 28 = 126。","题目：计算 65 + 31 + 28。
步骤1：先计算 65 + 31 = 96。
步骤2：再计算 96 + 28 = 126。",1,step_incorrect,paired_step_v2,计算 65 + 31 + 28。,2,3,-1,final_addition_error,124,
pe_v2_0044_correct_step3,pe_v2_0044,"题目：计算 65 + 31 + 28。
步骤1：先计算 65 + 31 = 96。
步骤2：再计算 96 + 28 = 124。
答案：124。","题目：计算 65 + 31 + 28。
步骤1：先计算 65 + 31 = 96。
步骤2：再计算 96 + 28 = 124。
答案：124。",0,step_correct,paired_step_v2,计算 65 + 31 + 28。,3,3,-1,none,124,
pe_v2_0044_incorrect_step3,pe_v2_0044,"题目：计算 65 + 31 + 28。
步骤1：先计算 65 + 31 = 96。
步骤2：再计算 96 + 28 = 124。
答案：121。","题目：计算 65 + 31 + 28。
步骤1：先计算 65 + 31 = 96。
步骤2：再计算 96 + 28 = 124。
答案：121。",1,step_incorrect,paired_step_v2,计算 65 + 31 + 28。,3,3,-1,wrong_final_answer,124,
pe_v2_0045_correct_step1,pe_v2_0045,"题目：计算 9 × 6 + 29。
步骤1：先计算 9 × 6 = 54。","题目：计算 9 × 6 + 29。
步骤1：先计算 9 × 6 = 54。",0,step_correct,paired_step_v2,计算 9 × 6 + 29。,1,3,-1,none,83,
pe_v2_0045_incorrect_step1,pe_v2_0045,"题目：计算 9 × 6 + 29。
步骤1：先计算 9 × 6 = 50。","题目：计算 9 × 6 + 29。
步骤1：先计算 9 × 6 = 50。",1,step_incorrect,paired_step_v2,计算 9 × 6 + 29。,1,3,-1,multiplication_error,83,
pe_v2_0045_correct_step2,pe_v2_0045,"题目：计算 9 × 6 + 29。
步骤1：先计算 9 × 6 = 54。
步骤2：再计算 54 + 29 = 83。","题目：计算 9 × 6 + 29。
步骤1：先计算 9 × 6 = 54。
步骤2：再计算 54 + 29 = 83。",0,step_correct,paired_step_v2,计算 9 × 6 + 29。,2,3,-1,none,83,
pe_v2_0045_incorrect_step2,pe_v2_0045,"题目：计算 9 × 6 + 29。
步骤1：先计算 9 × 6 = 54。
步骤2：再计算 54 + 29 = 86。","题目：计算 9 × 6 + 29。
步骤1：先计算 9 × 6 = 54。
步骤2：再计算 54 + 29 = 86。",1,step_incorrect,paired_step_v2,计算 9 × 6 + 29。,2,3,-1,addition_after_multiplication_error,83,
pe_v2_0045_correct_step3,pe_v2_0045,"题目：计算 9 × 6 + 29。
步骤1：先计算 9 × 6 = 54。
步骤2：再计算 54 + 29 = 83。
答案：83。","题目：计算 9 × 6 + 29。
步骤1：先计算 9 × 6 = 54。
步骤2：再计算 54 + 29 = 83。
答案：83。",0,step_correct,paired_step_v2,计算 9 × 6 + 29。,3,3,-1,none,83,
pe_v2_0045_incorrect_step3,pe_v2_0045,"题目：计算 9 × 6 + 29。
步骤1：先计算 9 × 6 = 54。
步骤2：再计算 54 + 29 = 83。
答案：87。","题目：计算 9 × 6 + 29。
步骤1：先计算 9 × 6 = 54。
步骤2：再计算 54 + 29 = 83。
答案：87。",1,step_incorrect,paired_step_v2,计算 9 × 6 + 29。,3,3,-1,wrong_final_answer,83,
pe_v2_0046_correct_step1,pe_v2_0046,"题目：计算 (21 + 12) × 4。
步骤1：先计算括号内 21 + 12 = 33。","题目：计算 (21 + 12) × 4。
步骤1：先计算括号内 21 + 12 = 33。",0,step_correct,paired_step_v2,计算 (21 + 12) × 4。,1,3,-1,none,132,
pe_v2_0046_incorrect_step1,pe_v2_0046,"题目：计算 (21 + 12) × 4。
步骤1：先计算括号内 21 + 12 = 35。","题目：计算 (21 + 12) × 4。
步骤1：先计算括号内 21 + 12 = 35。",1,step_incorrect,paired_step_v2,计算 (21 + 12) × 4。,1,3,-1,parentheses_addition_error,132,
pe_v2_0046_correct_step2,pe_v2_0046,"题目：计算 (21 + 12) × 4。
步骤1：先计算括号内 21 + 12 = 33。
步骤2：再计算 33 × 4 = 132。","题目：计算 (21 + 12) × 4。
步骤1：先计算括号内 21 + 12 = 33。
步骤2：再计算 33 × 4 = 132。",0,step_correct,paired_step_v2,计算 (21 + 12) × 4。,2,3,-1,none,132,
pe_v2_0046_incorrect_step2,pe_v2_0046,"题目：计算 (21 + 12) × 4。
步骤1：先计算括号内 21 + 12 = 33。
步骤2：再计算 33 × 4 = 136。","题目：计算 (21 + 12) × 4。
步骤1：先计算括号内 21 + 12 = 33。
步骤2：再计算 33 × 4 = 136。",1,step_incorrect,paired_step_v2,计算 (21 + 12) × 4。,2,3,-1,multiplication_after_parentheses_error,132,
pe_v2_0046_correct_step3,pe_v2_0046,"题目：计算 (21 + 12) × 4。
步骤1：先计算括号内 21 + 12 = 33。
步骤2：再计算 33 × 4 = 132。
答案：132。","题目：计算 (21 + 12) × 4。
步骤1：先计算括号内 21 + 12 = 33。
步骤2：再计算 33 × 4 = 132。
答案：132。",0,step_correct,paired_step_v2,计算 (21 + 12) × 4。,3,3,-1,none,132,
pe_v2_0046_incorrect_step3,pe_v2_0046,"题目：计算 (21 + 12) × 4。
步骤1：先计算括号内 21 + 12 = 33。
步骤2：再计算 33 × 4 = 132。
答案：127。","题目：计算 (21 + 12) × 4。
步骤1：先计算括号内 21 + 12 = 33。
步骤2：再计算 33 × 4 = 132。
答案：127。",1,step_incorrect,paired_step_v2,计算 (21 + 12) × 4。,3,3,-1,wrong_final_answer,132,
pe_v2_0047_correct_step1,pe_v2_0047,"题目：解方程 6x + 10 = 34。
步骤1：两边减去 10，得到 6x = 24。","题目：解方程 6x + 10 = 34。
步骤1：两边减去 10，得到 6x = 24。",0,step_correct,paired_step_v2,解方程 6x + 10 = 34。,1,3,-1,none,4,
pe_v2_0047_incorrect_step1,pe_v2_0047,"题目：解方程 6x + 10 = 34。
步骤1：两边减去 10，得到 6x = 22。","题目：解方程 6x + 10 = 34。
步骤1：两边减去 10，得到 6x = 22。",1,step_incorrect,paired_step_v2,解方程 6x + 10 = 34。,1,3,-1,subtraction_error,4,
pe_v2_0047_correct_step2,pe_v2_0047,"题目：解方程 6x + 10 = 34。
步骤1：两边减去 10，得到 6x = 24。
步骤2：两边除以 6，得到 x = 4。","题目：解方程 6x + 10 = 34。
步骤1：两边减去 10，得到 6x = 24。
步骤2：两边除以 6，得到 x = 4。",0,step_correct,paired_step_v2,解方程 6x + 10 = 34。,2,3,-1,none,4,
pe_v2_0047_incorrect_step2,pe_v2_0047,"题目：解方程 6x + 10 = 34。
步骤1：两边减去 10，得到 6x = 24。
步骤2：两边除以 6，得到 x = 5。","题目：解方程 6x + 10 = 34。
步骤1：两边减去 10，得到 6x = 24。
步骤2：两边除以 6，得到 x = 5。",1,step_incorrect,paired_step_v2,解方程 6x + 10 = 34。,2,3,-1,division_error,4,
pe_v2_0047_correct_step3,pe_v2_0047,"题目：解方程 6x + 10 = 34。
步骤1：两边减去 10，得到 6x = 24。
步骤2：两边除以 6，得到 x = 4。
答案：x = 4。","题目：解方程 6x + 10 = 34。
步骤1：两边减去 10，得到 6x = 24。
步骤2：两边除以 6，得到 x = 4。
答案：x = 4。",0,step_correct,paired_step_v2,解方程 6x + 10 = 34。,3,3,-1,none,4,
pe_v2_0047_incorrect_step3,pe_v2_0047,"题目：解方程 6x + 10 = 34。
步骤1：两边减去 10，得到 6x = 24。
步骤2：两边除以 6，得到 x = 4。
答案：x = 1。","题目：解方程 6x + 10 = 34。
步骤1：两边减去 10，得到 6x = 24。
步骤2：两边除以 6，得到 x = 4。
答案：x = 1。",1,step_incorrect,paired_step_v2,解方程 6x + 10 = 34。,3,3,-1,wrong_final_answer,4,
pe_v2_0048_correct_step1,pe_v2_0048,"题目：计算 60 + 14 + 43。
步骤1：先计算 60 + 14 = 74。","题目：计算 60 + 14 + 43。
步骤1：先计算 60 + 14 = 74。",0,step_correct,paired_step_v2,计算 60 + 14 + 43。,1,3,-1,none,117,
pe_v2_0048_incorrect_step1,pe_v2_0048,"题目：计算 60 + 14 + 43。
步骤1：先计算 60 + 14 = 75。","题目：计算 60 + 14 + 43。
步骤1：先计算 60 + 14 = 75。",1,step_incorrect,paired_step_v2,计算 60 + 14 + 43。,1,3,-1,first_addition_error,117,
pe_v2_0048_correct_step2,pe_v2_0048,"题目：计算 60 + 14 + 43。
步骤1：先计算 60 + 14 = 74。
步骤2：再计算 74 + 43 = 117。","题目：计算 60 + 14 + 43。
步骤1：先计算 60 + 14 = 74。
步骤2：再计算 74 + 43 = 117。",0,step_correct,paired_step_v2,计算 60 + 14 + 43。,2,3,-1,none,117,
pe_v2_0048_incorrect_step2,pe_v2_0048,"题目：计算 60 + 14 + 43。
步骤1：先计算 60 + 14 = 74。
步骤2：再计算 74 + 43 = 115。","题目：计算 60 + 14 + 43。
步骤1：先计算 60 + 14 = 74。
步骤2：再计算 74 + 43 = 115。",1,step_incorrect,paired_step_v2,计算 60 + 14 + 43。,2,3,-1,final_addition_error,117,
pe_v2_0048_correct_step3,pe_v2_0048,"题目：计算 60 + 14 + 43。
步骤1：先计算 60 + 14 = 74。
步骤2：再计算 74 + 43 = 117。
答案：117。","题目：计算 60 + 14 + 43。
步骤1：先计算 60 + 14 = 74。
步骤2：再计算 74 + 43 = 117。
答案：117。",0,step_correct,paired_step_v2,计算 60 + 14 + 43。,3,3,-1,none,117,
pe_v2_0048_incorrect_step3,pe_v2_0048,"题目：计算 60 + 14 + 43。
步骤1：先计算 60 + 14 = 74。
步骤2：再计算 74 + 43 = 117。
答案：112。","题目：计算 60 + 14 + 43。
步骤1：先计算 60 + 14 = 74。
步骤2：再计算 74 + 43 = 117。
答案：112。",1,step_incorrect,paired_step_v2,计算 60 + 14 + 43。,3,3,-1,wrong_final_answer,117,
pe_v2_0049_correct_step1,pe_v2_0049,"题目：计算 17 × 13 + 53。
步骤1：先计算 17 × 13 = 221。","题目：计算 17 × 13 + 53。
步骤1：先计算 17 × 13 = 221。",0,step_correct,paired_step_v2,计算 17 × 13 + 53。,1,3,-1,none,274,
pe_v2_0049_incorrect_step1,pe_v2_0049,"题目：计算 17 × 13 + 53。
步骤1：先计算 17 × 13 = 225。","题目：计算 17 × 13 + 53。
步骤1：先计算 17 × 13 = 225。",1,step_incorrect,paired_step_v2,计算 17 × 13 + 53。,1,3,-1,multiplication_error,274,
pe_v2_0049_correct_step2,pe_v2_0049,"题目：计算 17 × 13 + 53。
步骤1：先计算 17 × 13 = 221。
步骤2：再计算 221 + 53 = 274。","题目：计算 17 × 13 + 53。
步骤1：先计算 17 × 13 = 221。
步骤2：再计算 221 + 53 = 274。",0,step_correct,paired_step_v2,计算 17 × 13 + 53。,2,3,-1,none,274,
pe_v2_0049_incorrect_step2,pe_v2_0049,"题目：计算 17 × 13 + 53。
步骤1：先计算 17 × 13 = 221。
步骤2：再计算 221 + 53 = 271。","题目：计算 17 × 13 + 53。
步骤1：先计算 17 × 13 = 221。
步骤2：再计算 221 + 53 = 271。",1,step_incorrect,paired_step_v2,计算 17 × 13 + 53。,2,3,-1,addition_after_multiplication_error,274,
pe_v2_0049_correct_step3,pe_v2_0049,"题目：计算 17 × 13 + 53。
步骤1：先计算 17 × 13 = 221。
步骤2：再计算 221 + 53 = 274。
答案：274。","题目：计算 17 × 13 + 53。
步骤1：先计算 17 × 13 = 221。
步骤2：再计算 221 + 53 = 274。
答案：274。",0,step_correct,paired_step_v2,计算 17 × 13 + 53。,3,3,-1,none,274,
pe_v2_0049_incorrect_step3,pe_v2_0049,"题目：计算 17 × 13 + 53。
步骤1：先计算 17 × 13 = 221。
步骤2：再计算 221 + 53 = 274。
答案：269。","题目：计算 17 × 13 + 53。
步骤1：先计算 17 × 13 = 221。
步骤2：再计算 221 + 53 = 274。
答案：269。",1,step_incorrect,paired_step_v2,计算 17 × 13 + 53。,3,3,-1,wrong_final_answer,274,
pe_v2_0050_correct_step1,pe_v2_0050,"题目：计算 (25 + 18) × 6。
步骤1：先计算括号内 25 + 18 = 43。","题目：计算 (25 + 18) × 6。
步骤1：先计算括号内 25 + 18 = 43。",0,step_correct,paired_step_v2,计算 (25 + 18) × 6。,1,3,-1,none,258,
pe_v2_0050_incorrect_step1,pe_v2_0050,"题目：计算 (25 + 18) × 6。
步骤1：先计算括号内 25 + 18 = 44。","题目：计算 (25 + 18) × 6。
步骤1：先计算括号内 25 + 18 = 44。",1,step_incorrect,paired_step_v2,计算 (25 + 18) × 6。,1,3,-1,parentheses_addition_error,258,
pe_v2_0050_correct_step2,pe_v2_0050,"题目：计算 (25 + 18) × 6。
步骤1：先计算括号内 25 + 18 = 43。
步骤2：再计算 43 × 6 = 258。","题目：计算 (25 + 18) × 6。
步骤1：先计算括号内 25 + 18 = 43。
步骤2：再计算 43 × 6 = 258。",0,step_correct,paired_step_v2,计算 (25 + 18) × 6。,2,3,-1,none,258,
pe_v2_0050_incorrect_step2,pe_v2_0050,"题目：计算 (25 + 18) × 6。
步骤1：先计算括号内 25 + 18 = 43。
步骤2：再计算 43 × 6 = 263。","题目：计算 (25 + 18) × 6。
步骤1：先计算括号内 25 + 18 = 43。
步骤2：再计算 43 × 6 = 263。",1,step_incorrect,paired_step_v2,计算 (25 + 18) × 6。,2,3,-1,multiplication_after_parentheses_error,258,
pe_v2_0050_correct_step3,pe_v2_0050,"题目：计算 (25 + 18) × 6。
步骤1：先计算括号内 25 + 18 = 43。
步骤2：再计算 43 × 6 = 258。
答案：258。","题目：计算 (25 + 18) × 6。
步骤1：先计算括号内 25 + 18 = 43。
步骤2：再计算 43 × 6 = 258。
答案：258。",0,step_correct,paired_step_v2,计算 (25 + 18) × 6。,3,3,-1,none,258,
pe_v2_0050_incorrect_step3,pe_v2_0050,"题目：计算 (25 + 18) × 6。
步骤1：先计算括号内 25 + 18 = 43。
步骤2：再计算 43 × 6 = 258。
答案：264。","题目：计算 (25 + 18) × 6。
步骤1：先计算括号内 25 + 18 = 43。
步骤2：再计算 43 × 6 = 258。
答案：264。",1,step_incorrect,paired_step_v2,计算 (25 + 18) × 6。,3,3,-1,wrong_final_answer,258,
pe_v2_0051_correct_step1,pe_v2_0051,"题目：解方程 5x + 32 = 97。
步骤1：两边减去 32，得到 5x = 65。","题目：解方程 5x + 32 = 97。
步骤1：两边减去 32，得到 5x = 65。",0,step_correct,paired_step_v2,解方程 5x + 32 = 97。,1,3,-1,none,13,
pe_v2_0051_incorrect_step1,pe_v2_0051,"题目：解方程 5x + 32 = 97。
步骤1：两边减去 32，得到 5x = 68。","题目：解方程 5x + 32 = 97。
步骤1：两边减去 32，得到 5x = 68。",1,step_incorrect,paired_step_v2,解方程 5x + 32 = 97。,1,3,-1,subtraction_error,13,
pe_v2_0051_correct_step2,pe_v2_0051,"题目：解方程 5x + 32 = 97。
步骤1：两边减去 32，得到 5x = 65。
步骤2：两边除以 5，得到 x = 13。","题目：解方程 5x + 32 = 97。
步骤1：两边减去 32，得到 5x = 65。
步骤2：两边除以 5，得到 x = 13。",0,step_correct,paired_step_v2,解方程 5x + 32 = 97。,2,3,-1,none,13,
pe_v2_0051_incorrect_step2,pe_v2_0051,"题目：解方程 5x + 32 = 97。
步骤1：两边减去 32，得到 5x = 65。
步骤2：两边除以 5，得到 x = 14。","题目：解方程 5x + 32 = 97。
步骤1：两边减去 32，得到 5x = 65。
步骤2：两边除以 5，得到 x = 14。",1,step_incorrect,paired_step_v2,解方程 5x + 32 = 97。,2,3,-1,division_error,13,
pe_v2_0051_correct_step3,pe_v2_0051,"题目：解方程 5x + 32 = 97。
步骤1：两边减去 32，得到 5x = 65。
步骤2：两边除以 5，得到 x = 13。
答案：x = 13。","题目：解方程 5x + 32 = 97。
步骤1：两边减去 32，得到 5x = 65。
步骤2：两边除以 5，得到 x = 13。
答案：x = 13。",0,step_correct,paired_step_v2,解方程 5x + 32 = 97。,3,3,-1,none,13,
pe_v2_0051_incorrect_step3,pe_v2_0051,"题目：解方程 5x + 32 = 97。
步骤1：两边减去 32，得到 5x = 65。
步骤2：两边除以 5，得到 x = 13。
答案：x = 12。","题目：解方程 5x + 32 = 97。
步骤1：两边减去 32，得到 5x = 65。
步骤2：两边除以 5，得到 x = 13。
答案：x = 12。",1,step_incorrect,paired_step_v2,解方程 5x + 32 = 97。,3,3,-1,wrong_final_answer,13,
pe_v2_0052_correct_step1,pe_v2_0052,"题目：计算 18 + 22 + 13。
步骤1：先计算 18 + 22 = 40。","题目：计算 18 + 22 + 13。
步骤1：先计算 18 + 22 = 40。",0,step_correct,paired_step_v2,计算 18 + 22 + 13。,1,3,-1,none,53,
pe_v2_0052_incorrect_step1,pe_v2_0052,"题目：计算 18 + 22 + 13。
步骤1：先计算 18 + 22 = 37。","题目：计算 18 + 22 + 13。
步骤1：先计算 18 + 22 = 37。",1,step_incorrect,paired_step_v2,计算 18 + 22 + 13。,1,3,-1,first_addition_error,53,
pe_v2_0052_correct_step2,pe_v2_0052,"题目：计算 18 + 22 + 13。
步骤1：先计算 18 + 22 = 40。
步骤2：再计算 40 + 13 = 53。","题目：计算 18 + 22 + 13。
步骤1：先计算 18 + 22 = 40。
步骤2：再计算 40 + 13 = 53。",0,step_correct,paired_step_v2,计算 18 + 22 + 13。,2,3,-1,none,53,
pe_v2_0052_incorrect_step2,pe_v2_0052,"题目：计算 18 + 22 + 13。
步骤1：先计算 18 + 22 = 40。
步骤2：再计算 40 + 13 = 55。","题目：计算 18 + 22 + 13。
步骤1：先计算 18 + 22 = 40。
步骤2：再计算 40 + 13 = 55。",1,step_incorrect,paired_step_v2,计算 18 + 22 + 13。,2,3,-1,final_addition_error,53,
pe_v2_0052_correct_step3,pe_v2_0052,"题目：计算 18 + 22 + 13。
步骤1：先计算 18 + 22 = 40。
步骤2：再计算 40 + 13 = 53。
答案：53。","题目：计算 18 + 22 + 13。
步骤1：先计算 18 + 22 = 40。
步骤2：再计算 40 + 13 = 53。
答案：53。",0,step_correct,paired_step_v2,计算 18 + 22 + 13。,3,3,-1,none,53,
pe_v2_0052_incorrect_step3,pe_v2_0052,"题目：计算 18 + 22 + 13。
步骤1：先计算 18 + 22 = 40。
步骤2：再计算 40 + 13 = 53。
答案：58。","题目：计算 18 + 22 + 13。
步骤1：先计算 18 + 22 = 40。
步骤2：再计算 40 + 13 = 53。
答案：58。",1,step_incorrect,paired_step_v2,计算 18 + 22 + 13。,3,3,-1,wrong_final_answer,53,
pe_v2_0053_correct_step1,pe_v2_0053,"题目：计算 18 × 15 + 13。
步骤1：先计算 18 × 15 = 270。","题目：计算 18 × 15 + 13。
步骤1：先计算 18 × 15 = 270。",0,step_correct,paired_step_v2,计算 18 × 15 + 13。,1,3,-1,none,283,
pe_v2_0053_incorrect_step1,pe_v2_0053,"题目：计算 18 × 15 + 13。
步骤1：先计算 18 × 15 = 272。","题目：计算 18 × 15 + 13。
步骤1：先计算 18 × 15 = 272。",1,step_incorrect,paired_step_v2,计算 18 × 15 + 13。,1,3,-1,multiplication_error,283,
pe_v2_0053_correct_step2,pe_v2_0053,"题目：计算 18 × 15 + 13。
步骤1：先计算 18 × 15 = 270。
步骤2：再计算 270 + 13 = 283。","题目：计算 18 × 15 + 13。
步骤1：先计算 18 × 15 = 270。
步骤2：再计算 270 + 13 = 283。",0,step_correct,paired_step_v2,计算 18 × 15 + 13。,2,3,-1,none,283,
pe_v2_0053_incorrect_step2,pe_v2_0053,"题目：计算 18 × 15 + 13。
步骤1：先计算 18 × 15 = 270。
步骤2：再计算 270 + 13 = 287。","题目：计算 18 × 15 + 13。
步骤1：先计算 18 × 15 = 270。
步骤2：再计算 270 + 13 = 287。",1,step_incorrect,paired_step_v2,计算 18 × 15 + 13。,2,3,-1,addition_after_multiplication_error,283,
pe_v2_0053_correct_step3,pe_v2_0053,"题目：计算 18 × 15 + 13。
步骤1：先计算 18 × 15 = 270。
步骤2：再计算 270 + 13 = 283。
答案：283。","题目：计算 18 × 15 + 13。
步骤1：先计算 18 × 15 = 270。
步骤2：再计算 270 + 13 = 283。
答案：283。",0,step_correct,paired_step_v2,计算 18 × 15 + 13。,3,3,-1,none,283,
pe_v2_0053_incorrect_step3,pe_v2_0053,"题目：计算 18 × 15 + 13。
步骤1：先计算 18 × 15 = 270。
步骤2：再计算 270 + 13 = 283。
答案：277。","题目：计算 18 × 15 + 13。
步骤1：先计算 18 × 15 = 270。
步骤2：再计算 270 + 13 = 283。
答案：277。",1,step_incorrect,paired_step_v2,计算 18 × 15 + 13。,3,3,-1,wrong_final_answer,283,
pe_v2_0054_correct_step1,pe_v2_0054,"题目：计算 (20 + 21) × 4。
步骤1：先计算括号内 20 + 21 = 41。","题目：计算 (20 + 21) × 4。
步骤1：先计算括号内 20 + 21 = 41。",0,step_correct,paired_step_v2,计算 (20 + 21) × 4。,1,3,-1,none,164,
pe_v2_0054_incorrect_step1,pe_v2_0054,"题目：计算 (20 + 21) × 4。
步骤1：先计算括号内 20 + 21 = 40。","题目：计算 (20 + 21) × 4。
步骤1：先计算括号内 20 + 21 = 40。",1,step_incorrect,paired_step_v2,计算 (20 + 21) × 4。,1,3,-1,parentheses_addition_error,164,
pe_v2_0054_correct_step2,pe_v2_0054,"题目：计算 (20 + 21) × 4。
步骤1：先计算括号内 20 + 21 = 41。
步骤2：再计算 41 × 4 = 164。","题目：计算 (20 + 21) × 4。
步骤1：先计算括号内 20 + 21 = 41。
步骤2：再计算 41 × 4 = 164。",0,step_correct,paired_step_v2,计算 (20 + 21) × 4。,2,3,-1,none,164,
pe_v2_0054_incorrect_step2,pe_v2_0054,"题目：计算 (20 + 21) × 4。
步骤1：先计算括号内 20 + 21 = 41。
步骤2：再计算 41 × 4 = 160。","题目：计算 (20 + 21) × 4。
步骤1：先计算括号内 20 + 21 = 41。
步骤2：再计算 41 × 4 = 160。",1,step_incorrect,paired_step_v2,计算 (20 + 21) × 4。,2,3,-1,multiplication_after_parentheses_error,164,
pe_v2_0054_correct_step3,pe_v2_0054,"题目：计算 (20 + 21) × 4。
步骤1：先计算括号内 20 + 21 = 41。
步骤2：再计算 41 × 4 = 164。
答案：164。","题目：计算 (20 + 21) × 4。
步骤1：先计算括号内 20 + 21 = 41。
步骤2：再计算 41 × 4 = 164。
答案：164。",0,step_correct,paired_step_v2,计算 (20 + 21) × 4。,3,3,-1,none,164,
pe_v2_0054_incorrect_step3,pe_v2_0054,"题目：计算 (20 + 21) × 4。
步骤1：先计算括号内 20 + 21 = 41。
步骤2：再计算 41 × 4 = 164。
答案：158。","题目：计算 (20 + 21) × 4。
步骤1：先计算括号内 20 + 21 = 41。
步骤2：再计算 41 × 4 = 164。
答案：158。",1,step_incorrect,paired_step_v2,计算 (20 + 21) × 4。,3,3,-1,wrong_final_answer,164,
pe_v2_0055_correct_step1,pe_v2_0055,"题目：解方程 2x + 32 = 74。
步骤1：两边减去 32，得到 2x = 42。","题目：解方程 2x + 32 = 74。
步骤1：两边减去 32，得到 2x = 42。",0,step_correct,paired_step_v2,解方程 2x + 32 = 74。,1,3,-1,none,21,
pe_v2_0055_incorrect_step1,pe_v2_0055,"题目：解方程 2x + 32 = 74。
步骤1：两边减去 32，得到 2x = 45。","题目：解方程 2x + 32 = 74。
步骤1：两边减去 32，得到 2x = 45。",1,step_incorrect,paired_step_v2,解方程 2x + 32 = 74。,1,3,-1,subtraction_error,21,
pe_v2_0055_correct_step2,pe_v2_0055,"题目：解方程 2x + 32 = 74。
步骤1：两边减去 32，得到 2x = 42。
步骤2：两边除以 2，得到 x = 21。","题目：解方程 2x + 32 = 74。
步骤1：两边减去 32，得到 2x = 42。
步骤2：两边除以 2，得到 x = 21。",0,step_correct,paired_step_v2,解方程 2x + 32 = 74。,2,3,-1,none,21,
pe_v2_0055_incorrect_step2,pe_v2_0055,"题目：解方程 2x + 32 = 74。
步骤1：两边减去 32，得到 2x = 42。
步骤2：两边除以 2，得到 x = 22。","题目：解方程 2x + 32 = 74。
步骤1：两边减去 32，得到 2x = 42。
步骤2：两边除以 2，得到 x = 22。",1,step_incorrect,paired_step_v2,解方程 2x + 32 = 74。,2,3,-1,division_error,21,
